,county,trichloroethyl
771,"Dupage, Illinois",0.04554479418886198
772,"Duplin, North Carolina",0.0
773,"Durham, North Carolina",0.0
774,"Dutchess, New York",0.05590304925723221
775,"Duval county, Florida",0.0
776,"Duval, Florida",0.0
777,"Duval, Texas",0.0
778,"Dyer, Tennessee",0.0
779,"East baton rouge parish, Louisiana",0.0
780,"East baton rouge, Louisiana",0.0
781,"East carroll, Louisiana",0.0
782,"East feliciana, Louisiana",0.0
783,"Eastland, Texas",0.0
784,"Eaton, Michigan",0.0
785,"Eau claire, Wisconsin",0.004225806451612904
786,"Ector, Texas",0.0
787,"Eddy, New Mexico",0.00022727272727272727
788,"Eddy, North Dakota",0.0
789,"Edgar, Illinois",0.0
790,"Edgecombe, North Carolina",0.0
791,"Edgefield, South Carolina",0.0
792,"Edmonson, Kentucky",0.0
793,"Edmunds, South Dakota",0.0
794,"Edwards, Illinois",0.0
795,"Edwards, Kansas",0.0
796,"Edwards, Texas",0.0
797,"Effingham, Illinois",0.0
798,"El dorado, California",0.0
799,"El paso, Texas",0.0297029702970297
800,"Elk, Kansas",0.0
801,"Elk, Pennsylvania",0.0
802,"Elkhart, Indiana",0.027192982456140352
803,"Elko, Nevada",0.0
804,"Elliott, Kentucky",0.0
805,"Ellis, Kansas",0.0
806,"Ellis, Oklahoma",0.0
807,"Ellis, Texas",0.0
808,"Ellsworth, Kansas",0.0
809,"Elmore, Alabama",0.0208955223880597
810,"Elmore, Idaho",0.0
811,"Emery, Utah",0.0
812,"Emmet, Iowa",0.0
813,"Emmet, Michigan",0.0
814,"Emmons, North Dakota",0.0
815,"Erath, Texas",0.0
816,"Erie county, Pennsylvania",0.0
817,"Erie, New York",0.07567307692307691
818,"Erie, Ohio",0.0
819,"Erie, Pennsylvania",0.003930131004366812
820,"Escambia, Alabama",0.06309210526315791
821,"Escambia, Florida",0.06369999999999999
822,"Esmeralda, Nevada",0.0
823,"Essex county, New York",0.0
824,"Essex, Massachusetts",1.0084182776801405
825,"Essex, New Jersey",0.025514603616133516
826,"Essex, New York",0.0
827,"Essex, Vermont",0.0
828,"Essex, Virginia",0.007142857142857143
829,"Estill, Kentucky",0.0
830,"Etowah, Alabama",0.08333333333333333
831,"Eureka county, Nevada",0.0
832,"Eureka, Nevada",0.0
833,"Evangeline parish, Louisiana",0.0
834,"Evangeline, Louisiana",0.0
835,"Fairbanks north star, Alaska",0.0
836,"Fairfax, Virginia",0.0
837,"Fairfield, Connecticut",0.05882270606531882
838,"Fairfield, Ohio",0.0
839,"Fairfield, South Carolina",0.0
840,"Fall river, South Dakota",0.0
841,"Fallon, Montana",0.0
842,"Falls, Texas",0.0
843,"Fannin, Texas",0.0
844,"Faribault, Minnesota",0.0
845,"Faulk, South Dakota",0.0
846,"Fauquier, Virginia",0.14119718309859153
847,"Fayette, Alabama",0.0
848,"Fayette, Illinois",0.0
849,"Fayette, Indiana",0.0
850,"Fayette, Iowa",0.0
851,"Fayette, Kentucky",0.0
852,"Fayette, Ohio",0.0
853,"Fayette, Pennsylvania",0.0
854,"Fayette, Tennessee",0.0
855,"Fayette, Texas",0.0
856,"Fayette, West Virginia",0.0
857,"Fentress, Tennessee",0.0
858,"Fergus, Montana",0.0
859,"Ferry, Washington",0.0
860,"Fillmore, Minnesota",0.0
861,"Fillmore, Nebraska",0.0
862,"Finney, Kansas",0.0
863,"Fisher, Texas",0.0
864,"Flagler, Florida",0.0
865,"Flathead, Montana",0.0
866,"Fleming, Kentucky",0.0
867,"Florence, South Carolina",0.0
868,"Florence, Wisconsin",0.0
869,"Floyd, Indiana",0.0
870,"Floyd, Iowa",0.0
871,"Floyd, Kentucky",0.0
872,"Floyd, Texas",0.0
873,"Floyd, Virginia",0.0
874,"Fluvanna, Virginia",0.0
875,"Foard, Texas",0.0
876,"Fond du lac, Wisconsin",0.2830372492836676
877,"Ford, Illinois",0.0
878,"Ford, Kansas",0.11676923076923076
879,"Forest, Pennsylvania",0.0
880,"Forest, Wisconsin",0.0
881,"Forsyth, North Carolina",0.0
882,"Fort bend county, Texas",0.0
883,"Fort bend, Texas",0.0
884,"Foster, North Dakota",0.0
885,"Fountain, Indiana",0.5571428571428572
886,"Franklin county, Missouri",0.384764705882353
887,"Franklin county, New York",0.0
888,"Franklin county, Ohio",0.0
889,"Franklin county, Pennsylvania",0.0
890,"Franklin, Alabama",0.0
891,"Franklin, Arkansas",0.0
892,"Franklin, Florida",0.0
893,"Franklin, Idaho",0.0
894,"Franklin, Illinois",0.0
895,"Franklin, Indiana",0.0
896,"Franklin, Iowa",0.0
897,"Franklin, Kansas",0.0
898,"Franklin, Kentucky",0.0
899,"Franklin, Louisiana",0.0
900,"Franklin, Maine",0.0
901,"Franklin, Massachusetts",0.0
902,"Franklin, Missouri",0.03453441295546558
903,"Franklin, Nebraska",0.0
904,"Franklin, New York",0.0
905,"Franklin, North Carolina",0.0
906,"Franklin, Ohio",0.0
907,"Franklin, Pennsylvania",0.0
908,"Franklin, Tennessee",0.0
909,"Franklin, Texas",0.0
910,"Franklin, Vermont",0.0
911,"Franklin, Virginia",0.0
912,"Franklin, Washington",0.0
913,"Frederick, Maryland",0.020648967551622415
914,"Frederick, Virginia",0.0
915,"Freeborn, Minnesota",0.0
916,"Freestone, Texas",0.0
917,"Fremont, Idaho",0.0
918,"Fremont, Iowa",0.0
919,"Fremont, Wyoming",0.0
920,"Fresno, California",0.17734057971014483
921,"Frio, Texas",0.0
922,"Frontier, Nebraska",0.0
923,"Fulton, Arkansas",0.0
924,"Fulton, Illinois",0.0
925,"Fulton, Indiana",0.0
926,"Fulton, Kentucky",0.0
927,"Fulton, New York",0.0
928,"Fulton, Ohio",0.0
929,"Fulton, Pennsylvania",0.07651162790697674
930,"Furnas, Nebraska",0.0
931,"Gadsden, Florida",0.0
932,"Gage, Nebraska",0.0
933,"Gaines, Texas",0.0
934,"Galax, Virginia",0.0
935,"Gallatin, Illinois",0.0
936,"Gallatin, Kentucky",0.0
937,"Gallatin, Montana",0.0013440860215053765
938,"Gallia, Ohio",0.0
939,"Galveston, Texas",0.0
940,"Garden, Nebraska",0.0
941,"Garfield, Montana",0.0
942,"Garfield, Nebraska",0.0
943,"Garfield, Oklahoma",0.0
944,"Garfield, Utah",0.0
945,"Garfield, Washington",0.0
946,"Garland, Arkansas",0.0
947,"Garrard, Kentucky",0.0
948,"Garrett, Maryland",0.0
949,"Garvin, Oklahoma",0.0
950,"Garza, Texas",0.0
951,"Gasconade, Missouri",0.0
952,"Gaston, North Carolina",0.16965601965601962
953,"Gates, North Carolina",0.0
954,"Geary, Kansas",0.0
955,"Geauga, Ohio",0.0
956,"Gem, Idaho",0.0
957,"Genesee, Michigan",0.0
958,"Genesee, New York",0.0
959,"Geneva, Alabama",0.0
960,"Gentry, Missouri",0.0
961,"Georgetown, South Carolina",0.0
962,"Gibson, Indiana",0.0
963,"Gibson, Tennessee",0.0
964,"Gila, Arizona",0.0
965,"Gilchrist, Florida",0.0
966,"Giles, Tennessee",0.0
967,"Giles, Virginia",0.1268918918918919
968,"Gillespie, Texas",0.0
969,"Gilliam, Oregon",0.0
970,"Gilmer, West Virginia",0.0
971,"Glacier, Montana",0.0
972,"Glades, Florida",0.0
973,"Gladwin, Michigan",0.0
974,"Glasscock, Texas",0.0
975,"Glenn, California",0.0
976,"Gloucester, New Jersey",0.015199579831932774
977,"Gloucester, Virginia",0.015151515151515152
978,"Gogebic, Michigan",0.0
979,"Golden valley, Montana",0.0
980,"Golden valley, North Dakota",0.0
981,"Goliad, Texas",0.0
982,"Gonzales, Texas",0.0
983,"Goochland, Virginia",0.0
984,"Goodhue, Minnesota",0.0
985,"Gooding, Idaho",0.0
986,"Goshen, Wyoming",0.0
987,"Gosper, Nebraska",0.0
988,"Gove, Kansas",0.0
989,"Grady, Oklahoma",0.0
990,"Grafton, New Hampshire",0.0
991,"Graham county, Arizona",0.0
992,"Graham, Arizona",0.0
993,"Graham, Kansas",0.0
994,"Graham, North Carolina",0.0
995,"Grainger, Tennessee",0.0
996,"Grand forks, North Dakota",0.0
997,"Grand isle, Vermont",0.0
998,"Grand traverse, Michigan",0.0
999,"Grand, Utah",0.0
1000,"Granite, Montana",0.0
1001,"Grant, Arkansas",0.0
1002,"Grant, Indiana",0.0
1003,"Grant, Kansas",0.0
1004,"Grant, Kentucky",0.0
1005,"Grant, Louisiana",0.0
1006,"Grant, Minnesota",0.0
1007,"Grant, Nebraska",0.0
1008,"Grant, New Mexico",0.22977011494252875
1009,"Grant, North Dakota",0.0
1010,"Grant, Oklahoma",0.0
1011,"Grant, Oregon",0.0
1012,"Grant, South Dakota",0.0
1013,"Grant, Washington",0.0865927977839335
1014,"Grant, West Virginia",0.0
1015,"Grant, Wisconsin",0.0008681818181818182
1016,"Granville, North Carolina",0.11358490566037735
1017,"Gratiot, Michigan",0.0
1018,"Graves, Kentucky",0.0
1019,"Gray, Kansas",0.0
1020,"Gray, Texas",0.0
1021,"Grays harbor, Washington",0.0
1022,"Grayson, Kentucky",0.0
1023,"Grayson, Texas",0.0
1024,"Grayson, Virginia",0.0
1025,"Greeley, Kansas",0.0
1026,"Greeley, Nebraska",0.0
1027,"Green lake, Wisconsin",0.007613333333333333
1028,"Green, Kentucky",0.0
1029,"Green, Wisconsin",0.0
1030,"Greenbrier, West Virginia",0.006521739130434782
1031,"Greene, Alabama",0.0
1032,"Greene, Arkansas",0.0
1033,"Greene, Illinois",0.0
1034,"Greene, Indiana",0.0
1035,"Greene, Iowa",0.0
1036,"Greene, Missouri",0.12676470588235295
1037,"Greene, New York",0.0
1038,"Greene, North Carolina",0.0
1039,"Greene, Ohio",0.0
1040,"Greene, Pennsylvania",0.0
1041,"Greene, Tennessee",0.0
1042,"Greene, Virginia",0.0
1043,"Greenlee, Arizona",0.0
1044,"Greensville, Virginia",0.0
1045,"Greenup, Kentucky",0.0
1046,"Greenville, South Carolina",0.0
1047,"Greenwood, Kansas",0.0
1048,"Greenwood, South Carolina",0.0
1049,"Greer, Oklahoma",0.0
1050,"Gregg, Texas",0.0
1051,"Gregory, South Dakota",0.0
1052,"Griggs, North Dakota",0.0
1053,"Grimes, Texas",0.0
1054,"Grundy, Illinois",0.0058823529411764705
1055,"Grundy, Iowa",0.0
1056,"Grundy, Missouri",0.0
1057,"Grundy, Tennessee",0.0
1058,"Guadalupe, New Mexico",0.0
1059,"Guadalupe, Texas",0.0
1060,"Guernsey, Ohio",0.0
1061,"Guilford, North Carolina",0.02217248908296943
1062,"Guillford, North Carolina",0.0
1063,"Gulf, Florida",0.0
1064,"Guthrie, Iowa",0.0
1065,"Haines, Alaska",0.0
1066,"Hale, Alabama",0.0
1067,"Hale, Texas",0.0
1068,"Halifax, North Carolina",0.0
1069,"Halifax, Virginia",0.0
1070,"Hall, Nebraska",0.0
1071,"Hall, Texas",0.0
1072,"Hamblen, Tennessee",0.0
1073,"Hamilton, Florida",0.0
1074,"Hamilton, Indiana",0.0
1075,"Hamilton, Iowa",0.0
1076,"Hamilton, Kansas",0.0
1077,"Hamilton, Nebraska",0.0
1078,"Hamilton, New York",0.0
1079,"Hamilton, Ohio",0.0
1080,"Hamilton, Tennessee",0.0
1081,"Hamilton, Texas",0.0
1082,"Hamlin, South Dakota",0.0
1083,"Hampden, Massachusetts",0.0
1084,"Hampshire, Massachusetts",0.021322314049586778
1085,"Hampshire, West Virginia",0.0
1086,"Hampton, South Carolina",0.0
1087,"Hancock, Illinois",0.0
1088,"Hancock, Indiana",0.0
1089,"Hancock, Iowa",0.0
1090,"Hancock, Kentucky",0.0
1091,"Hancock, Maine",0.00906515580736544
1092,"Hancock, Ohio",0.0
1093,"Hancock, Tennessee",0.0
1094,"Hancock, West Virginia",0.8692307692307691
1095,"Hanover, Virginia",0.0
1096,"Hansford, Texas",0.0
1097,"Hardee, Florida",0.0
1098,"Hardeman, Tennessee",0.12290322580645162
1099,"Hardeman, Texas",0.0
1100,"Hardin, Illinois",0.0
1101,"Hardin, Iowa",0.02727272727272727
1102,"Hardin, Kentucky",0.0
1103,"Hardin, Ohio",0.0
1104,"Hardin, Tennessee",0.0
1105,"Hardin, Texas",0.0
1106,"Harding, New Mexico",0.0
1107,"Harding, South Dakota",0.0
1108,"Hardy, West Virginia",0.0
1109,"Harford county, Maryland",0.0
1110,"Harford, Maryland",0.04454409566517189
1111,"Harlan, Kentucky",0.0
1112,"Harlan, Nebraska",0.0
1113,"Harmon, Oklahoma",0.0
1114,"Harnett, North Carolina",0.0
1115,"Harney, Oregon",0.0819047619047619
1116,"Harper, Kansas",0.0
1117,"Harper, Oklahoma",0.0
1118,"Harris, Texas",0.0025939650608787714
1119,"Harrison, Indiana",0.0
1120,"Harrison, Iowa",0.0
1121,"Harrison, Kentucky",0.0
1122,"Harrison, Missouri",0.0
1123,"Harrison, Ohio",0.0
1124,"Harrison, Texas",0.0
1125,"Harrison, West Virginia",0.0
1126,"Harrisonburg, Virginia",0.0
1127,"Hart, Kentucky",0.0
1128,"Hartford, Connecticut",0.13120745022479127
1129,"Hartley, Texas",0.0
1130,"Harvey, Kansas",0.0
1131,"Haskell, Kansas",0.0
1132,"Haskell, Oklahoma",0.0
1133,"Haskell, Texas",0.0
1134,"Hawaii, Hawaii",0.0
1135,"Hawkins, Tennessee",0.0
1136,"Hayes, Nebraska",0.0
1137,"Hays, Texas",0.0
1138,"Haywood, North Carolina",0.0
1139,"Haywood, Tennessee",0.0
1140,"Hemphill, Texas",0.0
1141,"Hempstead, Arkansas",0.0
1142,"Henderson, Illinois",0.0
1143,"Henderson, Kentucky",0.0
1144,"Henderson, North Carolina",0.0
1145,"Henderson, Tennessee",0.0
1146,"Henderson, Texas",0.0
1147,"Hendricks, Indiana",0.0
1148,"Hendry, Florida",0.0
1149,"Hennepin, Minnesota",0.09129186602870815
1150,"Henrico, Virginia",0.0
1151,"Henry, Alabama",0.0
1152,"Henry, Illinois",0.0
1153,"Henry, Indiana",0.0
1154,"Henry, Iowa",0.0
1155,"Henry, Kentucky",0.0
1156,"Henry, Missouri",0.0
1157,"Henry, Ohio",0.0
1158,"Henry, Tennessee",0.0
1159,"Henry, Virginia",0.0
1160,"Herkimer, New York",0.00435483870967742
1161,"Hernando, Florida",0.0
1162,"Hertford, North Carolina",0.0
1163,"Hickman, Kentucky",0.0
1164,"Hickman, Tennessee",0.0
1165,"Hickory, Missouri",0.0
1166,"Hidalgo, New Mexico",0.0
1167,"Hidalgo, Texas",0.0
1168,"Highland, Ohio",0.0
1169,"Highland, Virginia",0.0
1170,"Highlands, Florida",0.0
1171,"Hill, Montana",0.0
1172,"Hill, Texas",0.0
1173,"Hills, Florida",0.0
1174,"Hills, New Hampshire",0.0073478760045924225
1175,"Hillsborough county, Florida",0.0
1176,"Hillsborough county, New Hampshire",0.0
1177,"Hillsborough, Florida",0.0
1178,"Hillsborough, New Hampshire",0.0
1179,"Hillsdale, Michigan",0.015151515151515152
1180,"Hitchcock, Nebraska",0.0
1181,"Hocking, Ohio",0.0
1182,"Hockley, Texas",0.0
1183,"Hodgeman, Kansas",0.0
1184,"Hoke, North Carolina",0.0
1185,"Holmes, Florida",0.0
1186,"Holmes, Ohio",0.0
1187,"Holt, Missouri",0.0
1188,"Holt, Nebraska",0.0
1189,"Honolulu, Hawaii",0.009030100334448161
1190,"Hood river, Oregon",0.0
1191,"Hood, Texas",0.0
1192,"Hooker, Nebraska",0.0
1193,"Hoonah-angoon, Alaska",0.0
1194,"Hopewell, Virginia",0.0
1195,"Hopkins, Kentucky",0.0
1196,"Hopkins, Texas",0.0
1197,"Horry, South Carolina",0.021842105263157895
1198,"Hot spring, Arkansas",0.0
1199,"Hot springs, Wyoming",0.0
1200,"Houghton, Michigan",0.0
1201,"Houston, Alabama",0.08427672955974844
1202,"Houston, Minnesota",0.4323913043478261
1203,"Houston, Texas",0.0
1204,"Howard, Arkansas",0.0
1205,"Howard, Indiana",0.0
1206,"Howard, Iowa",0.0
1207,"Howard, Maryland",0.03212435233160622
1208,"Howard, Missouri",0.0
1209,"Howard, Nebraska",0.0
1210,"Howard, Texas",0.0
1211,"Howell, Missouri",0.0
1212,"Hubbard, Minnesota",0.0
1213,"Hudson, New Jersey",0.0
1214,"Hudspeth, Texas",0.0
1215,"Hughes, Oklahoma",0.0
1216,"Hughes, South Dakota",0.06573529411764706
1217,"Humboldt, California",0.0
1218,"Humboldt, Iowa",0.0
1219,"Humboldt, Nevada",0.0
1220,"Humphreys, Tennessee",0.0
1221,"Hunt, Texas",0.0
1222,"Hunterdon, New Jersey",0.0058762886597938145
1223,"Huntingdon, Pennsylvania",0.005526315789473684
1224,"Huntington, Indiana",0.0
1225,"Huron, Michigan",0.0
1226,"Huron, Ohio",0.0
1227,"Hutchinson, South Dakota",0.0
1228,"Hutchinson, Texas",0.0
1229,"Hyde, North Carolina",0.0
1230,"Iberia parish, Louisiana",0.0
1231,"Iberia, Louisiana",0.0
1232,"Iberville, Louisiana",0.0
1233,"Ida, Iowa",0.0
1234,"Idaho, Idaho",0.0
1235,"Imperial, California",0.0
1236,"Independence, Arkansas",0.0
1237,"Indian river, Florida",0.006415094339622642
1238,"Indiana, Pennsylvania",0.0
1239,"Ingham, Michigan",0.0
1240,"Inyo, California",0.0
1241,"Ionia, Michigan",0.0
1242,"Iosco, Michigan",0.0
1243,"Iowa, Iowa",0.0
1244,"Iowa, Wisconsin",0.4374074074074074
1245,"Iredell, North Carolina",0.0
1246,"Irion, Texas",0.0
1247,"Iron, Michigan",0.0
1248,"Iron, Missouri",0.0
1249,"Iron, Utah",0.0
1250,"Iron, Wisconsin",0.0
1251,"Iroquois, Illinois",0.0
1252,"Isabella, Michigan",0.0
1253,"Isanti, Minnesota",0.0
1254,"Island, Washington",0.0
1255,"Isle of wight, Virginia",0.0
1256,"Itasca, Minnesota",0.0
1257,"Izard, Arkansas",0.0
1258,"Jack, Texas",0.0
1259,"Jackson county, Florida",0.0
1260,"Jackson, Alabama",0.0
1261,"Jackson, Arkansas",0.0
1262,"Jackson, Florida",0.0
1263,"Jackson, Illinois",0.0
1264,"Jackson, Indiana",0.0
1265,"Jackson, Iowa",0.15214285714285714
1266,"Jackson, Kansas",0.0
1267,"Jackson, Kentucky",0.0
1268,"Jackson, Louisiana",0.01392156862745098
1269,"Jackson, Michigan",0.0
1270,"Jackson, Minnesota",0.0
1271,"Jackson, Missouri",0.0
1272,"Jackson, North Carolina",0.0
1273,"Jackson, Ohio",0.0
1274,"Jackson, Oklahoma",0.0
1275,"Jackson, Oregon",0.0
1276,"Jackson, South Dakota",0.0
1277,"Jackson, Tennessee",0.0
1278,"Jackson, Texas",0.0
1279,"Jackson, West Virginia",0.0
1280,"Jackson, Wisconsin",0.0025806451612903226
1281,"James (city), Virginia",0.0
1282,"James city, Virginia",0.0
1283,"Jasper county, Missouri",0.0
1284,"Jasper, Illinois",0.0
1285,"Jasper, Indiana",0.0
1286,"Jasper, Iowa",0.0
1287,"Jasper, Missouri",0.0
1288,"Jasper, South Carolina",0.0
1289,"Jasper, Texas",0.0
1290,"Jay, Indiana",0.0
1291,"Jeff davis, Texas",0.0
1292,"Jefferson county, Florida",0.0
1293,"Jefferson county, Pennsylvania",0.0
1294,"Jefferson davis, Louisiana",0.0
1295,"Jefferson, Alabama",0.1650943396226415
1296,"Jefferson, Arkansas",0.0
1297,"Jefferson, Florida",0.0
1298,"Jefferson, Idaho",0.0
1299,"Jefferson, Indiana",0.0
1300,"Jefferson, Iowa",0.0
1301,"Jefferson, Kansas",0.0
1302,"Jefferson, Kentucky",0.0
1303,"Jefferson, Louisiana",0.0
1304,"Jefferson, Missouri",0.0
1305,"Jefferson, Montana",0.0
1306,"Jefferson, Nebraska",0.0
1307,"Jefferson, New York",0.0
1308,"Jefferson, Ohio",0.017704918032786888
1309,"Jefferson, Oklahoma",0.0
1310,"Jefferson, Oregon",0.0
1311,"Jefferson, Pennsylvania",0.0
1312,"Jefferson, Tennessee",0.0
1313,"Jefferson, Texas",0.0
1314,"Jefferson, Washington",0.0
1315,"Jefferson, West Virginia",0.2232183908045977
1316,"Jefferson, Wisconsin",0.0
1317,"Jennings, Indiana",0.0
1318,"Jerauld, South Dakota",0.0
1319,"Jerome, Idaho",0.0
1320,"Jersey, Illinois",0.0
1321,"Jessamine, Kentucky",0.0
1322,"Jewell, Kansas",0.0
1323,"Jim hogg, Texas",0.0
1324,"Jim wells, Texas",0.0
1325,"Jo daviess, Illinois",0.0
1326,"Johnson, Arkansas",0.0
1327,"Johnson, Illinois",0.0
1328,"Johnson, Indiana",0.0
1329,"Johnson, Iowa",0.0
1330,"Johnson, Kansas",0.0
1331,"Johnson, Kentucky",0.0
1332,"Johnson, Missouri",0.0
1333,"Johnson, Nebraska",0.0
1334,"Johnson, Tennessee",0.0
1335,"Johnson, Texas",0.0
1336,"Johnson, Wyoming",0.0
1337,"Johnston, North Carolina",0.0
1338,"Johnston, Oklahoma",0.0
1339,"Jones, Iowa",0.02
1340,"Jones, North Carolina",0.0
1341,"Jones, Texas",0.0
1342,"Josephine, Oregon",0.0
1343,"Juab, Utah",0.0
1344,"Judith basin, Montana",0.0
1345,"Juneau city and, Alaska",0.0
1346,"Juneau, Alaska",0.0
1347,"Juneau, Wisconsin",0.07288288288288289
1348,"Juniata, Pennsylvania",0.0
1349,"Kalamazoo, Michigan",0.0
1350,"Kalkaska, Michigan",0.0
1351,"Kanabec, Minnesota",0.0
1352,"Kanawha, West Virginia",0.0
1353,"Kandiyohi, Minnesota",0.0016949152542372883
1354,"Kane, Illinois",0.015825471698113207
1355,"Kane, Utah",0.0
1356,"Kankakee, Illinois",0.0
1357,"Karnes, Texas",0.0
1358,"Kauai, Hawaii",0.0
1359,"Kaufman, Texas",0.0
1360,"Kay, Oklahoma",0.0
1361,"Kearney, Nebraska",0.0
1362,"Kearny, Kansas",0.0
1363,"Keith, Nebraska",0.0
1364,"Kenai peninsula, Alaska",0.0
1365,"Kendall, Illinois",0.0
1366,"Kendall, Texas",0.0
1367,"Kenedy, Texas",0.0
1368,"Kennebec, Maine",0.0
1369,"Kenosha, Wisconsin",0.0
1370,"Kent, Maryland",0.010869565217391304
1371,"Kent, Michigan",0.0
1372,"Kent, Rhode Island",0.0
1373,"Kent, Texas",0.0
1374,"Kenton, Kentucky",0.0
1375,"Keokuk, Iowa",0.0
1376,"Kern, California",0.12610042735042737
1377,"Kerr, Texas",0.0
1378,"Kershaw, South Carolina",0.0
1379,"Ketchikan gateway, Alaska",0.0
1380,"Kewaunee, Wisconsin",0.0
1381,"Keweenaw, Michigan",0.0
1382,"Keya paha, Nebraska",0.0
1383,"Kidder, North Dakota",0.0
1384,"Kimball, Nebraska",0.0
1385,"Kimble, Texas",0.0
1386,"King and queen, Virginia",0.0
1387,"King george, Virginia",0.0
1388,"King william, Virginia",0.0
1389,"King, Texas",0.0
1390,"King, Washington",0.02196969696969697
1391,"Kingfisher, Oklahoma",0.0
1392,"Kingman, Kansas",0.0
1393,"Kings, California",0.0
1394,"Kingsbury, South Dakota",0.0
1395,"Kinney, Texas",0.0
1396,"Kiowa, Kansas",0.0
1397,"Kiowa, Oklahoma",0.0
1398,"Kitsap, Washington",0.0
1399,"Kittitas, Washington",0.0
1400,"Kittson, Minnesota",0.022222222222222223
1401,"Klamath, Oregon",0.0
1402,"Kleberg, Texas",0.0
1403,"Klickitat, Washington",0.0
1404,"Knott, Kentucky",0.0
1405,"Knox, Illinois",0.0
1406,"Knox, Indiana",0.0
1407,"Knox, Kentucky",0.0
1408,"Knox, Maine",0.0
1409,"Knox, Nebraska",0.0
1410,"Knox, Ohio",0.0
1411,"Knox, Tennessee",0.0
1412,"Knox, Texas",0.0
1413,"Kodiak island, Alaska",0.0
1414,"Koochiching county, Minnesota",0.0
1415,"Koochiching, Minnesota",0.0
1416,"Kootenai, Idaho",0.0
1417,"Kosciusko, Indiana",0.0
1418,"Kossuth, Iowa",0.0
1419,"La crosse, Wisconsin",0.06906142506142506
1420,"La grange, Indiana",0.0
1421,"La paz, Arizona",0.0
1422,"La plata, Colorado",0.0
1423,"La porte, Indiana",0.0
1424,"La salle, Illinois",0.0
1425,"La salle, Louisiana",0.0
1426,"La salle, Texas",0.0
1427,"Labette, Kansas",0.0
1428,"Lac qui parle, Minnesota",0.0
1429,"Lackawanna county, Pennsylvania",0.0
1430,"Lackawanna, Pennsylvania",0.0
1431,"Laclede, Missouri",0.0
1432,"Lafayette parish, Louisiana",0.0
1433,"Lafayette, Arkansas",0.0
1434,"Lafayette, Florida",0.0
1435,"Lafayette, Louisiana",0.0
1436,"Lafayette, Missouri",0.0
1437,"Lafayette, Wisconsin",0.0
1438,"Lafourche, Louisiana",0.0
1439,"Lagrange, Indiana",0.0
1440,"Lake and peninsula, Alaska",0.0
1441,"Lake of the woods, Minnesota",0.0
1442,"Lake, California",0.0
1443,"Lake, Florida",0.0054684838160136305
1444,"Lake, Illinois",0.0
1445,"Lake, Indiana",0.0
1446,"Lake, Michigan",0.0
1447,"Lake, Minnesota",0.0
1448,"Lake, Montana",0.0
1449,"Lake, Ohio",0.0
1450,"Lake, Oregon",0.0
1451,"Lake, South Dakota",0.2609545454545455
1452,"Lake, Tennessee",0.0
1453,"Lamar, Alabama",0.0
1454,"Lamar, Texas",0.0
1455,"Lamb, Texas",0.0
1456,"Lamoille, Vermont",0.0
1457,"Lamoure, North Dakota",0.0
1458,"Lampasas, Texas",0.0
1459,"Lancaster county, Pennsylvania",0.0
1460,"Lancaster, Nebraska",0.03984732824427481
1461,"Lancaster, Pennsylvania",0.06013765978367749
1462,"Lancaster, South Carolina",0.0
1463,"Lancaster, Virginia",0.0
1464,"Lander, Nevada",0.0
1465,"Lane, Kansas",0.0
1466,"Lane, Oregon",0.0
1467,"Langlade, Wisconsin",0.0
1468,"Lapeer, Michigan",0.0
1469,"Laporte, Indiana",0.0
1470,"Laramie, Wyoming",0.0
1471,"Larue, Kentucky",0.0
1472,"Lasalle, Illinois",0.0
1473,"Lassen, California",0.21511111111111111
1474,"Latah, Idaho",0.0
1475,"Latimer, Oklahoma",0.0
1476,"Lauderdale, Alabama",0.0
1477,"Lauderdale, Tennessee",0.0
1478,"Laurel, Kentucky",0.0
1479,"Laurens, South Carolina",0.0
1480,"Lavaca, Texas",0.0
1481,"Lawrence county, Arkansas",0.0
1482,"Lawrence, Alabama",0.0
1483,"Lawrence, Arkansas",0.0
1484,"Lawrence, Illinois",0.0
1485,"Lawrence, Indiana",0.0
1486,"Lawrence, Kentucky",0.0
1487,"Lawrence, Missouri",0.0
1488,"Lawrence, Ohio",0.34133333333333327
1489,"Lawrence, Pennsylvania",0.0
1490,"Lawrence, South Dakota",0.0
1491,"Lawrence, Tennessee",0.0
1492,"Le flore, Oklahoma",0.0
1493,"Le sueur, Minnesota",0.08
1494,"Lea, New Mexico",0.0010256410256410256
1495,"Leavenworth, Kansas",0.0
1496,"Lebanon county, Pennsylvania",0.0
1497,"Lebanon, Pennsylvania",0.003297872340425532
1498,"Lee county, South Carolina",0.0
1499,"Lee, Alabama",0.0
1500,"Lee, Arkansas",0.0
1501,"Lee, Florida",0.0
1502,"Lee, Illinois",0.0
1503,"Lee, Iowa",0.0
1504,"Lee, Kentucky",0.0
1505,"Lee, North Carolina",0.0
1506,"Lee, South Carolina",0.0
1507,"Lee, Texas",0.0
1508,"Lee, Virginia",0.0
1509,"Leelanau, Michigan",0.0
1510,"Lehigh county, Pennsylvania",0.47500000000000003
1511,"Lehigh, Pennsylvania",0.13086680761099367
1512,"Lemhi, Idaho",0.0
1513,"Lenawee, Michigan",0.0
1514,"Lenoir, North Carolina",0.0
1515,"Leon, Florida",0.010060975609756098
1516,"Leon, Texas",0.0
1517,"Leslie, Kentucky",0.0
1518,"Letcher, Kentucky",0.0
