,county,uranium_combined
1376,"Tama, Iowa",0.0
1377,"Taney, Missouri",2.84025
1378,"Tangipahoa parish, Louisiana",0.14285714285714285
1379,"Tangipahoa, Louisiana",0.0
1380,"Taos, New Mexico",19.803450312499994
1381,"Tarrant, Texas",3.7680833333333332
1382,"Taylor, Kentucky",1.0159090909090909
1383,"Tazewell, Illinois",0.9536
1384,"Tehama, California",0.0
1385,"Tensas, Louisiana",0.0
1386,"Terrebonne, Louisiana",0.16666666666666666
1387,"Terry, Texas",18.602333333333334
1388,"Teton, Idaho",1.1316960000000003
1389,"Teton, Montana",3.909090909090909
1390,"Teton, Wyoming",0.19999999999999998
1391,"Texas, Oklahoma",10.81796987951808
1392,"Thurston, Nebraska",3.0872800000000002
1393,"Thurston, Washington",0.0
1394,"Tillamook, Oregon",0.041666666666666664
1395,"Tillman, Oklahoma",18.134590163934426
1396,"Tioga county, Pennsylvania",1.639
1397,"Tioga, New York",0.0
1398,"Tioga, Pennsylvania",0.2898727272727272
1399,"Tippecanoe, Indiana",0.6571428571428573
1400,"Tipton, Indiana",0.4
1401,"Tolland, Connecticut",1.1879274406332452
1402,"Toole, Montana",2.0
1403,"Torrance, New Mexico",4.32
1404,"Towner, North Dakota",0.16
1405,"Traill, North Dakota",2.705
1406,"Transylvania, North Carolina",3.0150810126582277
1407,"Travis, Texas",5.433223684210525
1408,"Treasure, Montana",4.5
1409,"Trempealeau, Wisconsin",0.06181818181818182
1410,"Trimble, Kentucky",0.358
1411,"Trinity, California",0.0
1412,"Tripp, South Dakota",0.0
1413,"Trumbull, Ohio",0.0
1414,"Tulare, California",13.840394139020537
1415,"Tulsa, Oklahoma",0.0
1416,"Tuolumne, California",12.36595904109589
1417,"Turner, South Dakota",0.0
1418,"Twin falls, Idaho",22.946779487179494
1419,"Tyler, Texas",0.0
1420,"Tyrrell, North Carolina",0.0
1421,"Uinta, Wyoming",17.419105000000002
1422,"Ulster, New York",0.08127272727272727
1423,"Umatilla, Oregon",1.9796692307692305
1424,"Union county, Pennsylvania",0.0
1425,"Union parish, Louisiana",0.0
1426,"Union, Indiana",0.73995
1427,"Union, Kentucky",0.56
1428,"Union, Louisiana",0.0
1429,"Union, New Jersey",1.0
1430,"Union, New Mexico",4.333333333333333
1431,"Union, Oregon",0.0
1432,"Union, Pennsylvania",0.0
1433,"Union, South Dakota",0.0
1434,"Unknown, South Carolina",0.0
1435,"Utah, Utah",11.014235294117645
1436,"Val verde, Texas",0.321875
1437,"Valdez-cordova, Alaska",0.21707317073170732
1438,"Valencia, New Mexico",6.270833333333333
1439,"Valley, Idaho",0.0
1440,"Valley, Montana",8.636363636363637
1441,"Valley, Nebraska",19.2806
1442,"Vance, North Carolina",3.7346129032258064
1443,"Vanderburgh, Indiana",0.0
1444,"Venango, Pennsylvania",0.0
1445,"Ventura, California",9.348342287968439
1446,"Vermilion, Louisiana",0.0
1447,"Vermillion, Indiana",0.6583333333333333
1448,"Vernon, Louisiana",0.0
1449,"Vernon, Missouri",0.0
1450,"Vernon, Wisconsin",0.47250000000000003
1451,"Victoria, Texas",0.71875
1452,"Vigo, Indiana",0.23529411764705882
1453,"Vilas, Wisconsin",0.04
1454,"Volusia, Florida",0.31904376666666673
1455,"Wabash, Illinois",0.0447
1456,"Wabash, Indiana",0.6999999999999998
1457,"Wade hampton, Alaska",0.0
1458,"Wagoner, Oklahoma",0.0
1459,"Wake, North Carolina",11.634342983159591
1460,"Waldo, Maine",44.0
1461,"Walker, Texas",14.2304
1462,"Walla walla, Washington",0.014499999999999999
1463,"Wallowa, Oregon",0.72299
1464,"Walsh, North Dakota",0.2316666666666667
1465,"Walworth, South Dakota",0.0
1466,"Walworth, Wisconsin",0.3326923076923078
1467,"Ward, North Dakota",0.6265
1468,"Warren county, Pennsylvania",0.055378333333333335
1469,"Warren, Illinois",0.6114859115384615
1470,"Warren, Indiana",0.9
1471,"Warren, Kentucky",0.324075
1472,"Warren, Missouri",0.0
1473,"Warren, New Jersey",1.9441265257383973
1474,"Warren, North Carolina",0.0599725
1475,"Warren, Pennsylvania",0.0
1476,"Warrick, Indiana",0.0
1477,"Wasatch, Utah",0.5249999999999999
1478,"Wasco, Oregon",0.3845411764705883
1479,"Washakie, Wyoming",1.788
1480,"Washburn, Wisconsin",0.0
1481,"Washington parish, Louisiana",0.0
1482,"Washington, Idaho",0.0
1483,"Washington, Indiana",0.0
1484,"Washington, Iowa",0.0
1485,"Washington, Louisiana",0.09090909090909091
1486,"Washington, Maryland",0.0
1487,"Washington, Missouri",0.6239069767441859
1488,"Washington, Oklahoma",0.0
1489,"Washington, Oregon",0.13513513513513514
1490,"Washington, Pennsylvania",0.0
1491,"Washington, Rhode Island",12.211470833333335
1492,"Washington, Texas",8.022
1493,"Washington, Utah",6.08532142857143
1494,"Washington, Vermont",9.179019607843138
1495,"Washington, Wisconsin",0.7042285714285713
1496,"Washita, Oklahoma",0.4382978723404254
1497,"Washoe, Nevada",5.706107737843552
1498,"Watauga, North Carolina",0.43404347826086953
1499,"Watonwan, Minnesota",3.7995
1500,"Waukesha, Wisconsin",0.41189772727272744
1501,"Waupaca, Wisconsin",0.8700000000000001
1502,"Waushara, Wisconsin",0.8764285714285714
1503,"Wayne, Illinois",0.17880000000000001
1504,"Wayne, Indiana",0.6625
1505,"Wayne, Missouri",1.639
1506,"Wayne, Nebraska",15.070285714285713
1507,"Wayne, New York",0.9536
1508,"Wayne, North Carolina",0.0
1509,"Wayne, Pennsylvania",0.7274995952380953
1510,"Webb, Texas",30.488999999999997
1511,"Webster, Iowa",1.8526315789473686
1512,"Webster, Kentucky",0.16
1513,"Webster, Louisiana",0.0002328125
1514,"Wells, Indiana",0.5
1515,"Wells, North Dakota",1.8725
1516,"West baton rouge, Louisiana",0.14845818181818182
1517,"West carroll parish, Louisiana",0.49666666666666665
1518,"West carroll, Louisiana",0.0
1519,"West feliciana, Louisiana",0.0
1520,"Westchester, New York",5.934394220472441
1521,"Westmoreland, Pennsylvania",0.16254545454545452
1522,"Westmoreland, Virginia",0.03438461538461539
1523,"Weston, Wyoming",2.519083333333333
1524,"Wetzel, West Virginia",1.49
1525,"Whatcom, Washington",0.0
1526,"Wheatland, Montana",0.0
1527,"Wheeler, Oregon",2.2942571428571426
1528,"White pine, Nevada",3.2124054054054048
1529,"White, Indiana",0.2545454545454546
1530,"Whiteside, Illinois",0.00596
1531,"Whitley, Indiana",0.45
1532,"Whitman, Washington",0.0
1533,"Wichita, Kansas",19.75
1534,"Wilkes, North Carolina",0.8195
1535,"Will, Illinois",2.81389739130435
1536,"Williams, North Dakota",1.2698571428571428
1537,"Williamsburg, South Carolina",0.0
1538,"Wilson, North Carolina",0.9588149999999999
1539,"Windham, Connecticut",1.019209491525424
1540,"Windham, Vermont",5.399166666666666
1541,"Windsor, Vermont",4.122875
1542,"Winn, Louisiana",0.024470588235294116
1543,"Winnebago, Illinois",1.7456083236842102
1544,"Winnebago, Wisconsin",1.2028
1545,"Winona, Minnesota",0.0
1546,"Wise, Texas",37.73180000000001
1547,"Wood, Wisconsin",0.8166666666666668
1548,"Woodford, Illinois",0.0
1549,"Woodford, Kentucky",0.049699999999999994
1550,"Woods, Oklahoma",1.4266666666666667
1551,"Woodward, Oklahoma",1.5456716417910445
1552,"Worcester, Massachusetts",12.93547852760736
1553,"Wright, Iowa",0.0
1554,"Wright, Minnesota",0.0
1555,"Wyandotte, Kansas",4.8
1556,"Wyoming, New York",0.3725
1557,"Wyoming, Pennsylvania",2.134041212121212
1558,"Yadkin, North Carolina",0.33972
1559,"Yakima, Washington",15.116666666666667
1560,"Yakutat, Alaska",0.0
1561,"Yamhill, Oregon",0.2916666666666667
1562,"Yancey, North Carolina",0.0
1563,"Yates, New York",0.254
1564,"Yavapai, Arizona",18.41770588235294
1565,"Yellowstone, Montana",6.6
1566,"Yolo, California",1.7778742957746483
1567,"York county, Pennsylvania",9.038919444444446
1568,"York, Nebraska",3.320571428571428
1569,"York, Pennsylvania",5.976141666666668
1570,"York, South Carolina",56.9452380952381
1571,"Yuba, California",4.515874722222222
1572,"Yukon-koyukuk census area, Alaska",0.0
1573,"Yukon-koyukuk, Alaska",0.06842105263157895
1574,"Yuma, Arizona",4.520752
1575,"Zavala, Texas",10.8230303030303
