,county,heptachlor_epoxide
2295,"Warren county, Pennsylvania",0.0
2296,"Warren, Illinois",0.0
2297,"Warren, Indiana",0.0
2298,"Warren, Kentucky",0.0
2299,"Warren, Missouri",0.0
2300,"Warren, New Jersey",0.0
2301,"Warren, New York",0.0
2302,"Warren, North Carolina",0.0
2303,"Warren, Pennsylvania",0.0
2304,"Warren, Virginia",0.0
2305,"Warrick, Indiana",0.0
2306,"Wasatch, Utah",0.0
2307,"Wasco, Oregon",0.0
2308,"Waseca, Minnesota",0.0
2309,"Washakie, Wyoming",0.0
2310,"Washburn, Wisconsin",0.0
2311,"Washington county, Rhode Island",0.0
2312,"Washington parish, Louisiana",0.0
2313,"Washington, Alabama",0.0
2314,"Washington, Arkansas",0.0
2315,"Washington, Florida",0.0
2316,"Washington, Idaho",0.0
2317,"Washington, Illinois",0.0
2318,"Washington, Indiana",0.0
2319,"Washington, Kentucky",0.0
2320,"Washington, Louisiana",0.0
2321,"Washington, Maine",0.0
2322,"Washington, Maryland",0.0
2323,"Washington, Minnesota",0.0
2324,"Washington, Missouri",0.0
2325,"Washington, Nebraska",0.002677272727272727
2326,"Washington, New York",0.0
2327,"Washington, North Carolina",0.0
2328,"Washington, Oregon",0.0
2329,"Washington, Pennsylvania",0.0
2330,"Washington, Rhode Island",0.0
2331,"Washington, Texas",0.0
2332,"Washington, Utah",0.0
2333,"Washington, Vermont",0.0
2334,"Washington, Virginia",0.0
2335,"Washington, Wisconsin",0.0
2336,"Washoe, Nevada",0.0
2337,"Washtenaw, Michigan",0.0
2338,"Watauga, North Carolina",0.0001295180722891566
2339,"Watonwan, Minnesota",0.0
2340,"Waukesha, Wisconsin",0.0
2341,"Waupaca, Wisconsin",0.0
2342,"Waushara, Wisconsin",0.0
2343,"Wayne, Illinois",0.0
2344,"Wayne, Indiana",0.0
2345,"Wayne, Kentucky",0.0
2346,"Wayne, Michigan",0.0
2347,"Wayne, Missouri",0.0
2348,"Wayne, Nebraska",0.0
2349,"Wayne, New York",0.0
2350,"Wayne, North Carolina",0.0
2351,"Wayne, Pennsylvania",0.0
2352,"Wayne, Utah",0.0
2353,"Wayne, West Virginia",0.0
2354,"Waynesboro city, Virginia",0.0
2355,"Webb county, Texas",0.0
2356,"Webb, Texas",0.0
2357,"Weber, Utah",0.0
2358,"Webster, Kentucky",0.0
2359,"Webster, Louisiana",0.0
2360,"Webster, Missouri",0.0
2361,"Webster, Nebraska",0.0
2362,"Webster, West Virginia",0.0
2363,"Wells, Indiana",0.0
2364,"Wells, North Dakota",0.0
2365,"West baton rouge, Louisiana",0.0
2366,"West carroll parish, Louisiana",0.0
2367,"West carroll, Louisiana",0.0
2368,"West feliciana, Louisiana",0.0
2369,"Westchester, New York",0.0
2370,"Westmoreland, Pennsylvania",0.0
2371,"Westmoreland, Virginia",0.0
2372,"Weston, Wyoming",0.0
2373,"Wetzel, West Virginia",0.0
2374,"Wexford, Michigan",0.0
2375,"Wharton, Texas",0.0
2376,"Whatcom, Washington",0.0
2377,"Wheatland, Montana",0.0
2378,"Wheeler, Nebraska",0.0
2379,"Wheeler, Oregon",0.0
2380,"Wheeler, Texas",0.0
2381,"White pine, Nevada",0.0
2382,"White, Arkansas",0.0
2383,"White, Illinois",0.0
2384,"White, Indiana",0.0
2385,"Whiteside, Illinois",0.0007631578947368421
2386,"Whitley, Indiana",0.0
2387,"Whitley, Kentucky",0.0
2388,"Whitman, Washington",0.0
2389,"Wibaux, Montana",0.0
2390,"Wichita, Texas",0.0
2391,"Wicomico, Maryland",0.0015277777777777779
2392,"Wilbarger, Texas",0.0
2393,"Wilcox, Alabama",0.0
2394,"Wilkes, North Carolina",0.0
2395,"Will, Illinois",0.0005289514866979656
2396,"Willacy county, Texas",0.0
2397,"Willacy, Texas",0.0
2398,"Williams, North Dakota",0.0
2399,"Williamsburg, South Carolina",0.0
2400,"Williamson, Illinois",0.0
2401,"Williamson, Texas",0.0
2402,"Wilson, Kansas",0.0
2403,"Wilson, North Carolina",0.0
2404,"Wilson, Texas",0.0
2405,"Winchester, Virginia",0.0
2406,"Windham, Connecticut",0.0
2407,"Windham, Vermont",0.0
2408,"Windsor, Vermont",0.0
2409,"Winkler, Texas",0.0
2410,"Winn, Louisiana",0.0
2411,"Winnebago, Illinois",0.00037634408602150543
2412,"Winnebago, Wisconsin",0.0
2413,"Winona, Minnesota",0.0
2414,"Winston, Alabama",0.0
2415,"Wise, Texas",0.0
2416,"Wolfe, Kentucky",0.0
2417,"Wood, Texas",0.0
2418,"Wood, West Virginia",0.0
2419,"Wood, Wisconsin",0.0
2420,"Woodford, Illinois",0.0
2421,"Woodford, Kentucky",0.0
2422,"Woodruff, Arkansas",0.0
2423,"Woodson, Kansas",0.0
2424,"Worcester, Maryland",0.0
2425,"Worcester, Massachusetts",0.0
2426,"Worth, Missouri",0.0
2427,"Wright, Minnesota",0.0
2428,"Wright, Missouri",0.0
2429,"Wyandotte, Kansas",0.0
2430,"Wyoming, New York",0.0
2431,"Wyoming, Pennsylvania",0.0
2432,"Wyoming, West Virginia",0.0
2433,"Wythe, Virginia",0.0
2434,"Yadkin, North Carolina",0.0
2435,"Yakima, Washington",0.0
2436,"Yakutat, Alaska",0.0
2437,"Yamhill, Oregon",0.0
2438,"Yancey, North Carolina",0.0
2439,"Yankton, South Dakota",0.0
2440,"Yates, New York",0.0
2441,"Yavapai, Arizona",0.0
2442,"Yell, Arkansas",0.0
2443,"Yellow medicine county, Minnesota",0.0
2444,"Yellow medicine, Minnesota",0.0
2445,"Yellowstone, Montana",0.0
2446,"Yoakum, Texas",0.0
2447,"Yolo, California",0.0
2448,"York county, Pennsylvania",0.0
2449,"York, Maine",0.0
2450,"York, Nebraska",0.0
2451,"York, Pennsylvania",0.0
2452,"York, South Carolina",0.0
2453,"Young, Texas",0.0
2454,"Yuba, California",0.0
2455,"Yukon-koyukuk, Alaska",0.0
2456,"Yuma county, Arizona",0.0
2457,"Yuma, Arizona",0.0
2458,"Zapata county, Texas",0.0
2459,"Zapata, Texas",0.0
2460,"Zavala, Texas",0.0
