,county,endrin
2325,"Wasco, Oregon",0.0
2326,"Waseca, Minnesota",0.0
2327,"Washakie, Wyoming",0.0
2328,"Washburn, Wisconsin",0.0
2329,"Washington county, Rhode Island",0.0
2330,"Washington parish, Louisiana",0.0
2331,"Washington, Alabama",0.0
2332,"Washington, Arkansas",0.0
2333,"Washington, Florida",0.0
2334,"Washington, Idaho",0.0
2335,"Washington, Illinois",0.0
2336,"Washington, Indiana",0.0
2337,"Washington, Kentucky",0.0
2338,"Washington, Louisiana",0.0
2339,"Washington, Maine",0.0
2340,"Washington, Maryland",0.0
2341,"Washington, Minnesota",0.0
2342,"Washington, Missouri",0.0
2343,"Washington, Nebraska",0.0
2344,"Washington, New York",0.0
2345,"Washington, North Carolina",0.0
2346,"Washington, Oklahoma",0.0
2347,"Washington, Oregon",0.0
2348,"Washington, Pennsylvania",0.0
2349,"Washington, Rhode Island",0.0
2350,"Washington, Texas",0.0
2351,"Washington, Utah",0.0
2352,"Washington, Vermont",0.0
2353,"Washington, Virginia",0.0
2354,"Washington, Wisconsin",0.0
2355,"Washoe, Nevada",0.0
2356,"Washtenaw, Michigan",0.0
2357,"Watauga, North Carolina",0.0
2358,"Watonwan, Minnesota",0.0
2359,"Waukesha, Wisconsin",0.0
2360,"Waupaca, Wisconsin",0.0
2361,"Waushara, Wisconsin",0.0
2362,"Wayne, Illinois",0.0
2363,"Wayne, Indiana",0.0
2364,"Wayne, Kentucky",0.0
2365,"Wayne, Michigan",0.0
2366,"Wayne, Missouri",0.0
2367,"Wayne, Nebraska",0.0
2368,"Wayne, New York",0.0
2369,"Wayne, North Carolina",0.0
2370,"Wayne, Pennsylvania",0.0
2371,"Wayne, Utah",0.0
2372,"Wayne, West Virginia",0.0
2373,"Waynesboro city, Virginia",0.0
2374,"Webb county, Texas",0.0
2375,"Webb, Texas",0.0
2376,"Weber, Utah",0.0
2377,"Webster, Kentucky",0.0
2378,"Webster, Louisiana",0.0
2379,"Webster, Missouri",0.0
2380,"Webster, Nebraska",0.0
2381,"Webster, West Virginia",0.0
2382,"Wells, Indiana",0.0
2383,"Wells, North Dakota",0.0
2384,"West baton rouge, Louisiana",3.9166666666666665e-05
2385,"West carroll parish, Louisiana",0.0
2386,"West carroll, Louisiana",0.0
2387,"West feliciana, Louisiana",0.0
2388,"Westchester, New York",0.0
2389,"Westmoreland, Pennsylvania",0.0
2390,"Westmoreland, Virginia",0.0
2391,"Weston, Wyoming",0.0
2392,"Wetzel, West Virginia",0.0
2393,"Wexford, Michigan",0.0
2394,"Wharton, Texas",0.0
2395,"Whatcom, Washington",0.0
2396,"Wheatland, Montana",0.0
2397,"Wheeler, Nebraska",0.0
2398,"Wheeler, Oregon",0.0
2399,"Wheeler, Texas",0.0
2400,"White pine, Nevada",0.0
2401,"White, Arkansas",0.0
2402,"White, Illinois",0.0
2403,"White, Indiana",0.0
2404,"Whiteside, Illinois",0.0
2405,"Whitley, Indiana",0.0
2406,"Whitley, Kentucky",0.0
2407,"Whitman, Washington",0.0
2408,"Wibaux, Montana",0.0
2409,"Wichita, Texas",0.0
2410,"Wicomico, Maryland",0.0
2411,"Wilbarger, Texas",0.0
2412,"Wilcox, Alabama",0.0
2413,"Wilkes, North Carolina",0.0
2414,"Will, Illinois",0.0
2415,"Willacy county, Texas",0.0
2416,"Willacy, Texas",0.0
2417,"Williams, North Dakota",0.0
2418,"Williamsburg, South Carolina",0.0
2419,"Williamson, Illinois",0.0
2420,"Williamson, Texas",0.0
2421,"Wilson, Kansas",0.0
2422,"Wilson, North Carolina",0.0
2423,"Wilson, Texas",0.0
2424,"Winchester, Virginia",0.0
2425,"Windham, Connecticut",0.0
2426,"Windham, Vermont",0.0
2427,"Windsor, Vermont",0.0
2428,"Winkler, Texas",0.0
2429,"Winn, Louisiana",0.0
2430,"Winnebago, Illinois",0.0
2431,"Winnebago, Wisconsin",0.0
2432,"Winona, Minnesota",0.0
2433,"Winston, Alabama",0.0
2434,"Wise, Texas",0.0
2435,"Wolfe, Kentucky",0.0
2436,"Wood, Texas",0.0
2437,"Wood, West Virginia",0.0
2438,"Wood, Wisconsin",0.0
2439,"Woodford, Illinois",0.0
2440,"Woodford, Kentucky",0.0
2441,"Woodruff, Arkansas",0.0
2442,"Woods, Oklahoma",0.0
2443,"Woodson, Kansas",0.0
2444,"Woodward, Oklahoma",0.0
2445,"Worcester, Maryland",0.0
2446,"Worcester, Massachusetts",0.0
2447,"Worth, Missouri",0.0
2448,"Wright, Minnesota",0.0
2449,"Wright, Missouri",0.0
2450,"Wyandotte, Kansas",0.0
2451,"Wyoming, New York",0.0
2452,"Wyoming, Pennsylvania",0.0
2453,"Wyoming, West Virginia",0.0
2454,"Wythe, Virginia",0.0
2455,"Yadkin, North Carolina",0.0
2456,"Yakima, Washington",0.0
2457,"Yakutat, Alaska",0.0
2458,"Yamhill, Oregon",0.0
2459,"Yancey, North Carolina",0.0
2460,"Yankton, South Dakota",0.0
2461,"Yates, New York",0.0
2462,"Yavapai, Arizona",6.006006006006006e-05
2463,"Yell, Arkansas",0.0
2464,"Yellow medicine county, Minnesota",0.0
2465,"Yellow medicine, Minnesota",0.0
2466,"Yellowstone, Montana",0.0
2467,"Yoakum, Texas",0.0
2468,"Yolo, California",0.0
2469,"York county, Pennsylvania",0.0
2470,"York, Maine",0.0
2471,"York, Nebraska",0.0
2472,"York, Pennsylvania",0.0
2473,"York, South Carolina",0.0
2474,"Young, Texas",0.0
2475,"Yuba, California",0.0
2476,"Yukon-koyukuk, Alaska",0.0
2477,"Yuma county, Arizona",0.0
2478,"Yuma, Arizona",6.333333333333333e-05
2479,"Zapata county, Texas",0.0
2480,"Zapata, Texas",0.0
2481,"Zavala, Texas",0.0
