,county,toxaphene
803,"Gillespie, Texas",0.0
804,"Gilliam, Oregon",0.0
805,"Gilmer, West Virginia",0.0
806,"Glacier, Montana",0.0
807,"Glades, Florida",0.0
808,"Gladwin, Michigan",0.0
809,"Glasscock, Texas",0.0
810,"Gogebic, Michigan",0.0
811,"Golden valley, Montana",0.0
812,"Golden valley, North Dakota",0.0
813,"Goliad, Texas",0.0
814,"Gonzales, Texas",0.0
815,"Goochland, Virginia",0.0
816,"Goodhue, Minnesota",0.0
817,"Gooding, Idaho",0.0
818,"Goshen, Wyoming",0.0
819,"Gosper, Nebraska",0.0
820,"Grady, Oklahoma",0.0
821,"Grafton, New Hampshire",0.0
822,"Graham county, Arizona",0.0
823,"Graham, Arizona",0.0
824,"Graham, North Carolina",0.0
825,"Grand forks, North Dakota",0.0
826,"Grand isle, Vermont",0.0
827,"Grand traverse, Michigan",0.0
828,"Grand, Utah",0.0
829,"Granite, Montana",0.0
830,"Grant, Arkansas",0.0
831,"Grant, Indiana",0.0
832,"Grant, Kansas",0.0
833,"Grant, Kentucky",0.0
834,"Grant, Louisiana",0.0
835,"Grant, Minnesota",0.0
836,"Grant, Nebraska",0.0
837,"Grant, New Mexico",0.0
838,"Grant, North Dakota",0.0
839,"Grant, Oregon",0.0
840,"Grant, South Dakota",0.0
841,"Grant, Washington",0.0
842,"Grant, West Virginia",0.0
843,"Grant, Wisconsin",0.0
844,"Granville, North Carolina",0.0
845,"Gratiot, Michigan",0.0
846,"Graves, Kentucky",0.0
847,"Gray, Texas",0.0
848,"Grays harbor, Washington",0.0
849,"Grayson, Kentucky",0.0
850,"Grayson, Texas",0.0
851,"Grayson, Virginia",0.0
852,"Greeley, Nebraska",0.0
853,"Green lake, Wisconsin",0.0
854,"Green, Kentucky",0.0
855,"Green, Wisconsin",0.0
856,"Greenbrier, West Virginia",0.0
857,"Greene, Alabama",0.0
858,"Greene, Arkansas",0.0
859,"Greene, Illinois",0.0
860,"Greene, Indiana",0.0
861,"Greene, Missouri",0.0
862,"Greene, New York",0.0
863,"Greene, North Carolina",0.0
864,"Greene, Pennsylvania",0.0
865,"Greene, Virginia",0.0
866,"Greenlee, Arizona",0.0
867,"Greensville, Virginia",0.0
868,"Greenup, Kentucky",0.0
869,"Greenville, South Carolina",0.0
870,"Greenwood, Kansas",0.0
871,"Greenwood, South Carolina",0.0
872,"Gregg, Texas",0.0
873,"Gregory, South Dakota",0.0
874,"Griggs, North Dakota",0.0
875,"Grimes, Texas",0.0
876,"Grundy, Illinois",0.0
877,"Grundy, Missouri",0.0
878,"Guadalupe, New Mexico",0.0
879,"Guadalupe, Texas",0.0
880,"Guilford, North Carolina",0.0
881,"Guillford, North Carolina",0.0
882,"Gulf, Florida",0.0
883,"Hale, Alabama",0.0
884,"Hale, Texas",0.0
885,"Halifax, North Carolina",0.0
886,"Halifax, Virginia",0.0
887,"Hall, Nebraska",0.0
888,"Hall, Texas",0.0
889,"Hamilton, Florida",0.0
890,"Hamilton, Indiana",0.0
891,"Hamilton, Nebraska",0.0
892,"Hamilton, New York",0.0
893,"Hamilton, Tennessee",0.0
894,"Hamilton, Texas",0.0
895,"Hamlin, South Dakota",0.0
896,"Hampden, Massachusetts",0.0
897,"Hampshire, Massachusetts",0.0
898,"Hampshire, West Virginia",0.0
899,"Hampton, South Carolina",0.0
900,"Hancock, Illinois",0.0
901,"Hancock, Indiana",0.0
902,"Hancock, Kentucky",0.0
903,"Hancock, Maine",0.0
904,"Hancock, West Virginia",0.0
905,"Hanover, Virginia",0.0
906,"Hansford, Texas",0.0
907,"Hardee, Florida",0.0
908,"Hardeman, Texas",0.0
909,"Hardin, Illinois",0.0
910,"Hardin, Kentucky",0.0
911,"Hardin, Texas",0.0
912,"Harding, New Mexico",0.0
913,"Harding, South Dakota",0.0
914,"Hardy, West Virginia",0.0
915,"Harford county, Maryland",0.0
916,"Harford, Maryland",0.0
917,"Harlan, Kentucky",0.0
918,"Harlan, Nebraska",0.0
919,"Harnett, North Carolina",0.0
920,"Harney, Oregon",0.0
921,"Harris, Texas",0.0
922,"Harrison, Indiana",0.0
923,"Harrison, Kentucky",0.0
924,"Harrison, Missouri",0.0
925,"Harrison, Texas",0.0
926,"Harrison, West Virginia",0.0
927,"Harrisonburg, Virginia",0.0
928,"Hart, Kentucky",0.0
929,"Hartford, Connecticut",0.0
930,"Hartley, Texas",0.0
931,"Haskell, Texas",0.0
932,"Hawaii, Hawaii",0.0
933,"Hawkins, Tennessee",0.0
934,"Hayes, Nebraska",0.0
935,"Hays, Texas",0.0
936,"Haywood, North Carolina",0.0
937,"Hemphill, Texas",0.0
938,"Hempstead, Arkansas",0.0
939,"Henderson, Illinois",0.0
940,"Henderson, Kentucky",0.0
941,"Henderson, North Carolina",0.0
942,"Henderson, Texas",0.0
943,"Hendricks, Indiana",0.0
944,"Hendry, Florida",0.0
945,"Hennepin, Minnesota",0.0
946,"Henrico, Virginia",0.0
947,"Henry, Alabama",0.0
948,"Henry, Illinois",0.0
949,"Henry, Indiana",0.0
950,"Henry, Kentucky",0.0
951,"Henry, Missouri",0.0
952,"Henry, Virginia",0.0
953,"Herkimer, New York",0.0
954,"Hernando, Florida",0.0
955,"Hertford, North Carolina",0.0
956,"Hickman, Kentucky",0.0
957,"Hickory, Missouri",0.0
958,"Hidalgo, New Mexico",0.0
959,"Hidalgo, Texas",0.0
960,"Highlands, Florida",0.0
961,"Hill, Montana",0.0
962,"Hill, Texas",0.0
963,"Hills, Florida",0.0
964,"Hills, New Hampshire",0.0
965,"Hillsborough county, Florida",0.0
966,"Hillsborough county, New Hampshire",0.0
967,"Hillsborough, Florida",0.0
968,"Hillsborough, New Hampshire",0.0
969,"Hillsdale, Michigan",0.0
970,"Hitchcock, Nebraska",0.0
971,"Hockley, Texas",0.0
972,"Hoke, North Carolina",0.0
973,"Holmes, Florida",0.0
974,"Holt, Missouri",0.0
975,"Holt, Nebraska",0.0
976,"Honolulu, Hawaii",0.0
977,"Hood river, Oregon",0.0
978,"Hood, Texas",0.0
979,"Hooker, Nebraska",0.0
980,"Hopewell, Virginia",0.0
981,"Hopkins, Kentucky",0.0
982,"Hopkins, Texas",0.0
983,"Horry, South Carolina",0.0
984,"Hot spring, Arkansas",0.0
985,"Hot springs, Wyoming",0.0
986,"Houghton, Michigan",0.0
987,"Houston, Alabama",0.0
988,"Houston, Minnesota",0.0
989,"Houston, Texas",0.0
990,"Howard, Arkansas",0.0
991,"Howard, Indiana",0.0
992,"Howard, Missouri",0.0
993,"Howard, Nebraska",0.0
994,"Howard, Texas",0.0
995,"Howell, Missouri",0.0
996,"Hubbard, Minnesota",0.0
997,"Hudspeth, Texas",0.0
998,"Hughes, Oklahoma",0.0
999,"Hughes, South Dakota",0.0
1000,"Humboldt, Nevada",0.0
1001,"Hunt, Texas",0.0
1002,"Huntingdon, Pennsylvania",0.0
1003,"Huntington, Indiana",0.0
1004,"Huron, Michigan",0.0
1005,"Hutchinson, Texas",0.0
1006,"Hyde, North Carolina",0.0
1007,"Iberia parish, Louisiana",0.0
1008,"Iberia, Louisiana",0.0
1009,"Iberville, Louisiana",0.0
1010,"Idaho, Idaho",0.0
1011,"Imperial, California",0.0
1012,"Independence, Arkansas",0.0
1013,"Indian river, Florida",0.0
1014,"Indiana, Pennsylvania",0.0
1015,"Ingham, Michigan",0.0
1016,"Inyo, California",0.0
1017,"Ionia, Michigan",0.0
1018,"Iosco, Michigan",0.0
1019,"Iowa, Wisconsin",0.0
1020,"Iredell, North Carolina",0.0
1021,"Iron, Michigan",0.0
1022,"Iron, Missouri",0.0
1023,"Iron, Utah",0.0
1024,"Iron, Wisconsin",0.0
1025,"Iroquois, Illinois",0.0
1026,"Isabella, Michigan",0.0
1027,"Isanti, Minnesota",0.0
1028,"Island, Washington",0.0
1029,"Itasca, Minnesota",0.0
1030,"Izard, Arkansas",0.0
1031,"Jack, Texas",0.0
1032,"Jackson county, Florida",0.0
1033,"Jackson, Alabama",0.0
1034,"Jackson, Arkansas",0.0
1035,"Jackson, Florida",0.0
1036,"Jackson, Illinois",0.0
1037,"Jackson, Indiana",0.0
1038,"Jackson, Kansas",0.0
1039,"Jackson, Kentucky",0.0
1040,"Jackson, Louisiana",0.0
1041,"Jackson, Michigan",0.0
1042,"Jackson, Minnesota",0.0
1043,"Jackson, Missouri",0.0
1044,"Jackson, North Carolina",0.0031914893617021275
1045,"Jackson, Oklahoma",0.0
1046,"Jackson, Oregon",0.0
1047,"Jackson, Texas",0.0
1048,"Jackson, West Virginia",0.0
1049,"Jackson, Wisconsin",0.0
1050,"James city, Virginia",0.0
1051,"Jasper county, Missouri",0.0
1052,"Jasper, Illinois",0.0
1053,"Jasper, Indiana",0.0
1054,"Jasper, Missouri",0.0
1055,"Jasper, South Carolina",0.0
1056,"Jasper, Texas",0.0
1057,"Jay, Indiana",0.0
1058,"Jeff davis, Texas",0.0
1059,"Jefferson county, Florida",0.0
1060,"Jefferson county, Pennsylvania",0.0
1061,"Jefferson davis, Louisiana",0.0
1062,"Jefferson, Alabama",0.0
1063,"Jefferson, Arkansas",0.0
1064,"Jefferson, Florida",0.0
1065,"Jefferson, Idaho",0.0
1066,"Jefferson, Indiana",0.0
1067,"Jefferson, Kansas",0.0
1068,"Jefferson, Kentucky",0.0
1069,"Jefferson, Louisiana",0.0
1070,"Jefferson, Missouri",0.0
1071,"Jefferson, Montana",0.0
1072,"Jefferson, Nebraska",0.0
1073,"Jefferson, New York",0.0
1074,"Jefferson, Oklahoma",0.0
1075,"Jefferson, Oregon",0.0
1076,"Jefferson, Pennsylvania",0.0
1077,"Jefferson, Texas",0.0
1078,"Jefferson, Washington",0.0
1079,"Jefferson, West Virginia",0.0
1080,"Jefferson, Wisconsin",0.0
1081,"Jennings, Indiana",0.0
1082,"Jerauld, South Dakota",0.0
1083,"Jerome, Idaho",0.0
1084,"Jersey, Illinois",0.0
1085,"Jessamine, Kentucky",0.0
1086,"Jim hogg, Texas",0.0
1087,"Jim wells, Texas",0.0
1088,"Jo daviess, Illinois",0.0
1089,"Johnson, Arkansas",0.0
1090,"Johnson, Illinois",0.0
1091,"Johnson, Indiana",0.0
1092,"Johnson, Kansas",0.0
1093,"Johnson, Kentucky",0.0
1094,"Johnson, Missouri",0.0
1095,"Johnson, Nebraska",0.0
1096,"Johnson, Texas",0.0
1097,"Johnson, Wyoming",0.0
1098,"Johnston, North Carolina",0.0
1099,"Johnston, Oklahoma",0.0
1100,"Jones, North Carolina",0.0
1101,"Jones, Texas",0.0
1102,"Josephine, Oregon",0.0
1103,"Juab, Utah",0.0
1104,"Judith basin, Montana",0.0
1105,"Juneau city and, Alaska",0.0
1106,"Juneau, Wisconsin",0.0
1107,"Juniata, Pennsylvania",0.0
1108,"Kalamazoo, Michigan",0.0
1109,"Kalkaska, Michigan",0.0
1110,"Kanabec, Minnesota",0.0
1111,"Kanawha, West Virginia",0.0
1112,"Kandiyohi, Minnesota",0.0
1113,"Kane, Illinois",0.0
1114,"Kane, Utah",0.0
1115,"Kankakee, Illinois",0.0
1116,"Karnes, Texas",0.0
1117,"Kauai, Hawaii",0.0
1118,"Kaufman, Texas",0.0
1119,"Kay, Oklahoma",0.0
1120,"Kearney, Nebraska",0.0
1121,"Keith, Nebraska",0.0
1122,"Kendall, Illinois",0.0
1123,"Kendall, Texas",0.0
1124,"Kenedy, Texas",0.0
1125,"Kennebec, Maine",0.0
1126,"Kenosha, Wisconsin",0.0
1127,"Kent, Michigan",0.0
1128,"Kent, Rhode Island",0.0
1129,"Kent, Texas",0.0
1130,"Kenton, Kentucky",0.0
1131,"Kern, California",0.0
1132,"Kerr, Texas",0.0
1133,"Kershaw, South Carolina",0.0
1134,"Ketchikan gateway, Alaska",0.0
1135,"Kewaunee, Wisconsin",0.0
1136,"Keweenaw, Michigan",0.0
1137,"Keya paha, Nebraska",0.0
1138,"Kidder, North Dakota",0.0
1139,"Kimball, Nebraska",0.0
1140,"Kimble, Texas",0.0
1141,"King george, Virginia",0.0
1142,"King william, Virginia",0.0
1143,"King, Washington",0.0
1144,"Kings, California",0.0
1145,"Kingsbury, South Dakota",0.0
1146,"Kinney, Texas",0.0
1147,"Kitsap, Washington",0.0
1148,"Kittitas, Washington",0.0
1149,"Kittson, Minnesota",0.0
1150,"Klamath, Oregon",0.0
1151,"Kleberg, Texas",0.0
1152,"Klickitat, Washington",0.0
1153,"Knott, Kentucky",0.0
1154,"Knox, Illinois",0.0
1155,"Knox, Indiana",0.0
1156,"Knox, Kentucky",0.0
1157,"Knox, Maine",0.0
1158,"Knox, Nebraska",0.0
1159,"Knox, Ohio",0.0
1160,"Knox, Tennessee",0.0
1161,"Knox, Texas",0.0
1162,"Koochiching county, Minnesota",0.0
1163,"Koochiching, Minnesota",0.0
1164,"Kootenai, Idaho",0.0
1165,"Kosciusko, Indiana",0.0
1166,"La crosse, Wisconsin",0.0
1167,"La grange, Indiana",0.0
1168,"La paz, Arizona",0.0
1169,"La plata, Colorado",0.0
1170,"La porte, Indiana",0.0
1171,"La salle, Illinois",0.0
1172,"La salle, Louisiana",0.0
1173,"La salle, Texas",0.0
1174,"Labette, Kansas",0.0
1175,"Lac qui parle, Minnesota",0.0
1176,"Lackawanna, Pennsylvania",0.0
1177,"Laclede, Missouri",0.0
1178,"Lafayette parish, Louisiana",0.0
1179,"Lafayette, Arkansas",0.0
1180,"Lafayette, Florida",0.0
1181,"Lafayette, Louisiana",0.0
1182,"Lafayette, Missouri",0.0
1183,"Lafayette, Wisconsin",0.0
1184,"Lafourche, Louisiana",0.0
1185,"Lagrange, Indiana",0.0
1186,"Lake, California",0.0
1187,"Lake, Florida",0.000998003992015968
1188,"Lake, Illinois",0.0
1189,"Lake, Indiana",0.0
1190,"Lake, Michigan",0.0
1191,"Lake, Minnesota",0.0
1192,"Lake, Montana",0.0
1193,"Lake, Oregon",0.0
1194,"Lake, South Dakota",0.0
1195,"Lamar, Alabama",0.0
1196,"Lamar, Texas",0.0
1197,"Lamb, Texas",0.0
1198,"Lamoille, Vermont",0.0
1199,"Lamoure, North Dakota",0.0
1200,"Lampasas, Texas",0.0
1201,"Lancaster county, Pennsylvania",0.0
1202,"Lancaster, Nebraska",0.0
1203,"Lancaster, Pennsylvania",0.0
1204,"Lancaster, South Carolina",0.0
1205,"Lancaster, Virginia",0.0
1206,"Lander, Nevada",0.0
1207,"Lane, Oregon",0.0
1208,"Langlade, Wisconsin",0.0
1209,"Lapeer, Michigan",0.0
1210,"Laporte, Indiana",0.0
1211,"Laramie, Wyoming",0.0
1212,"Larue, Kentucky",0.0
1213,"Lasalle, Illinois",0.0
1214,"Latah, Idaho",0.0
1215,"Lauderdale, Alabama",0.0
1216,"Laurel, Kentucky",0.0
1217,"Laurens, South Carolina",0.0
1218,"Lavaca, Texas",0.0
1219,"Lawrence county, Arkansas",0.0
1220,"Lawrence, Alabama",0.0
1221,"Lawrence, Arkansas",0.0
1222,"Lawrence, Illinois",0.0
1223,"Lawrence, Indiana",0.0
1224,"Lawrence, Kentucky",0.0
1225,"Lawrence, Missouri",0.0
1226,"Lawrence, Pennsylvania",0.0
1227,"Lawrence, South Dakota",0.0
1228,"Le sueur, Minnesota",0.0
1229,"Lea, New Mexico",0.0
1230,"Leavenworth, Kansas",0.0
1231,"Lebanon county, Pennsylvania",0.0
1232,"Lebanon, Pennsylvania",0.0
1233,"Lee county, South Carolina",0.0
1234,"Lee, Alabama",0.0
1235,"Lee, Arkansas",0.0
1236,"Lee, Florida",0.0
1237,"Lee, Illinois",0.0
1238,"Lee, Kentucky",0.0
1239,"Lee, North Carolina",0.0
1240,"Lee, South Carolina",0.0
1241,"Lee, Texas",0.0
1242,"Lee, Virginia",0.0
1243,"Leelanau, Michigan",0.0
1244,"Lehigh county, Pennsylvania",0.0
1245,"Lehigh, Pennsylvania",0.0
1246,"Lemhi, Idaho",0.0
1247,"Lenawee, Michigan",0.0
1248,"Lenoir, North Carolina",0.0
1249,"Leon, Florida",0.0
1250,"Leon, Texas",0.0
1251,"Leslie, Kentucky",0.0
1252,"Letcher, Kentucky",0.0
1253,"Levy county, Florida",0.0
1254,"Levy, Florida",0.0
1255,"Lewis and clark, Montana",0.0
1256,"Lewis county, Washington",0.0
1257,"Lewis, Idaho",0.0
1258,"Lewis, Kentucky",0.0
1259,"Lewis, Missouri",0.0
1260,"Lewis, New York",0.029411764705882353
1261,"Lewis, Washington",0.0
1262,"Lewis, West Virginia",0.0
1263,"Lexington county, South Carolina",0.0
1264,"Lexington, South Carolina",0.0
1265,"Liberty, Florida",0.0
1266,"Liberty, Montana",0.0
1267,"Liberty, Texas",0.0
1268,"Limestone, Alabama",0.0
1269,"Limestone, Texas",0.0
1270,"Lincoln parish, Louisiana",0.0
1271,"Lincoln, Arkansas",0.0
1272,"Lincoln, Idaho",0.0
1273,"Lincoln, Kentucky",0.0
1274,"Lincoln, Louisiana",0.0
1275,"Lincoln, Maine",0.0
1276,"Lincoln, Minnesota",0.0
1277,"Lincoln, Missouri",0.0
1278,"Lincoln, Montana",0.0
1279,"Lincoln, Nebraska",0.0
1280,"Lincoln, Nevada",0.0
1281,"Lincoln, New Mexico",0.0
1282,"Lincoln, North Carolina",0.0
1283,"Lincoln, Oklahoma",0.0
1284,"Lincoln, Oregon",0.0
1285,"Lincoln, Washington",0.0
1286,"Lincoln, West Virginia",0.0
1287,"Lincoln, Wisconsin",0.0
1288,"Lincoln, Wyoming",0.0
1289,"Linn county, Oregon",0.0
1290,"Linn, Kansas",0.0
1291,"Linn, Missouri",0.0
1292,"Linn, Oregon",0.0
1293,"Lipscomb, Texas",0.0
1294,"Litchfield, Connecticut",0.0
1295,"Little river, Arkansas",0.0
1296,"Live oak, Texas",0.0
1297,"Livingston county, New York",0.0
1298,"Livingston parish, Louisiana",0.0
1299,"Livingston, Illinois",0.0
1300,"Livingston, Kentucky",0.0
1301,"Livingston, Louisiana",0.0
1302,"Livingston, Michigan",0.0
1303,"Livingston, Missouri",0.0
1304,"Livingston, New York",0.0
1305,"Llano, Texas",0.0
1306,"Logan, Arkansas",0.0
1307,"Logan, Illinois",0.0
1308,"Logan, Nebraska",0.0
1309,"Logan, North Dakota",0.0
1310,"Logan, West Virginia",0.0
1311,"Lonoke, Arkansas",0.0
1312,"Los alamos, New Mexico",0.0
1313,"Los angeles, California",0.25356576862123614
1314,"Loudoun, Virginia",0.0
1315,"Louisa, Virginia",0.0
1316,"Loup, Nebraska",0.0
1317,"Love, Oklahoma",0.0
1318,"Loving, Texas",0.0
1319,"Lowndes, Alabama",0.0
1320,"Lubbock, Texas",0.0
1321,"Lucas, Ohio",0.0
1322,"Luce, Michigan",0.0
1323,"Luna, New Mexico",0.0
1324,"Lunenburg, Virginia",0.0
1325,"Luzerne county, Pennsylvania",0.0
1326,"Luzerne, Pennsylvania",0.0
1327,"Lycoming county, Pennsylvania",0.0
1328,"Lycoming, Pennsylvania",0.0
1329,"Lyman, South Dakota",0.0
1330,"Lynchburg, Virginia",0.0
1331,"Lynn, Texas",0.0
1332,"Lyon, Kansas",0.0
1333,"Lyon, Kentucky",0.0
1334,"Lyon, Minnesota",0.0
1335,"Lyon, Nevada",0.0
1336,"Mackinac, Michigan",0.0
1337,"Macomb, Michigan",0.0
1338,"Macon, Alabama",0.0
1339,"Macon, Illinois",0.0
1340,"Macon, Missouri",0.0
1341,"Macon, North Carolina",0.0
1342,"Macoupin, Illinois",0.0
1343,"Madera county, California",0.0
1344,"Madera, California",0.0
1345,"Madison, Alabama",0.0
1346,"Madison, Florida",0.0
1347,"Madison, Idaho",0.0
1348,"Madison, Illinois",0.0
1349,"Madison, Indiana",0.0
1350,"Madison, Kentucky",0.0
1351,"Madison, Louisiana",0.0
1352,"Madison, Missouri",0.0
1353,"Madison, Montana",0.0
1354,"Madison, Nebraska",0.0
1355,"Madison, New York",0.0
1356,"Madison, North Carolina",0.0
1357,"Madison, Texas",0.0
1358,"Madison, Virginia",0.0
1359,"Magoffin, Kentucky",0.0
1360,"Mahnomen, Minnesota",0.0
1361,"Major, Oklahoma",0.0
1362,"Malheur, Oregon",0.0
1363,"Manassas, Virginia",0.0
1364,"Manatee county, Florida",0.0
1365,"Manatee, Florida",0.0
1366,"Manistee, Michigan",0.0
1367,"Manitowoc, Wisconsin",0.0
1368,"Marathon, Wisconsin",0.0
1369,"Marengo, Alabama",0.0
1370,"Maricopa, Arizona",0.0
1371,"Maries county, Missouri",0.0
1372,"Maries, Missouri",0.0
1373,"Marin, California",0.0
1374,"Marinette, Wisconsin",0.0
1375,"Marion county, Missouri",0.0
1376,"Marion, Alabama",0.0
1377,"Marion, Arkansas",0.0
1378,"Marion, Florida",0.0
1379,"Marion, Illinois",0.0
1380,"Marion, Indiana",0.0
1381,"Marion, Kansas",0.0
1382,"Marion, Kentucky",0.0
1383,"Marion, Missouri",0.0
1384,"Marion, Ohio",0.0
1385,"Marion, Oregon",0.0
1386,"Marion, South Carolina",0.0
1387,"Marion, Texas",0.0
1388,"Marion, West Virginia",0.0
1389,"Mariposa, California",0.0
1390,"Marlboro, South Carolina",0.0
1391,"Marquette, Michigan",0.0
1392,"Marquette, Wisconsin",0.0
1393,"Marshall, Alabama",0.0
1394,"Marshall, Illinois",0.0
1395,"Marshall, Indiana",0.0
1396,"Marshall, Kentucky",0.0
1397,"Marshall, Minnesota",0.0
1398,"Marshall, West Virginia",0.0
1399,"Martin county, Florida",0.0
1400,"Martin, Florida",0.0
1401,"Martin, Indiana",0.0
1402,"Martin, Kentucky",0.0
1403,"Martin, Minnesota",0.0
1404,"Martin, North Carolina",0.0
1405,"Martin, Texas",0.0
1406,"Martinsville, Virginia",0.0
1407,"Mason, Illinois",0.0
1408,"Mason, Kentucky",0.0
1409,"Mason, Michigan",0.0
1410,"Mason, Texas",0.0
1411,"Mason, Washington",0.0
1412,"Mason, West Virginia",0.0
1413,"Massac, Illinois",0.0
1414,"Matagorda, Texas",0.0
1415,"Maui, Hawaii",0.0
1416,"Maverick, Texas",0.0
1417,"Mayes, Oklahoma",0.0
1418,"Mcclain, Oklahoma",0.0
1419,"Mccone, Montana",0.0
1420,"Mccook, South Dakota",0.0
1421,"Mccormick, South Carolina",0.0
1422,"Mccracken, Kentucky",0.0
1423,"Mccreary, Kentucky",0.0
1424,"Mcculloch, Texas",0.0
1425,"Mcdonald, Missouri",0.0
1426,"Mcdonough, Illinois",0.0
1427,"Mcdowell, North Carolina",0.0
1428,"Mcdowell, West Virginia",0.0
1429,"Mchenry, Illinois",0.0
1430,"Mchenry, North Dakota",0.0
1431,"Mcintosh, North Dakota",0.0
1432,"Mckean county, Pennsylvania",0.0
1433,"Mckean, Pennsylvania",0.0
1434,"Mckenzie, North Dakota",0.0
1435,"Mckinley, New Mexico",0.0
1436,"Mclean, Illinois",0.0
1437,"Mclean, Kentucky",0.0
1438,"Mclean, North Dakota",0.0
1439,"Mclennan, Texas",0.0
1440,"Mcleod, Minnesota",0.0
1441,"Mcmullen, Texas",0.0
1442,"Mcpherson, Nebraska",0.0
1443,"Meade, Kentucky",0.0
1444,"Meade, South Dakota",0.0
1445,"Meagher, Montana",0.0
1446,"Mecklenburg, North Carolina",0.0
1447,"Mecklenburg, Virginia",0.0
1448,"Mecosta, Michigan",0.0
1449,"Medina, Ohio",0.0
1450,"Medina, Texas",0.0
1451,"Meeker, Minnesota",0.0
1452,"Menard, Illinois",0.0
1453,"Menard, Texas",0.0
1454,"Mendocino, California",0.0
1455,"Menifee, Kentucky",0.0
1456,"Menominee, Michigan",0.0
1457,"Merced, California",0.0
1458,"Mercer county, Pennsylvania",0.0
1459,"Mercer, Illinois",0.0
1460,"Mercer, Kentucky",0.0
1461,"Mercer, Missouri",0.0
1462,"Mercer, North Dakota",0.0
1463,"Mercer, Pennsylvania",0.0
1464,"Mercer, West Virginia",0.0
1465,"Merrick, Nebraska",0.0
1466,"Merrimack, New Hampshire",0.0
1467,"Miami, Indiana",0.0
1468,"Miami, Kansas",0.0
1469,"Miami, Ohio",0.0
1470,"Miami-dade, Florida",0.0
1471,"Middlesex, Connecticut",0.0
1472,"Middlesex, Massachusetts",0.0
1473,"Midland, Michigan",0.0
1474,"Midland, Texas",0.0
1475,"Mifflin, Pennsylvania",0.0
1476,"Milam, Texas",0.0
1477,"Millard, Utah",0.0
1478,"Mille lacs county, Minnesota",0.0
1479,"Mille lacs, Minnesota",0.0
1480,"Miller, Arkansas",0.0
1481,"Miller, Missouri",0.0
1482,"Mills, Texas",0.0
1483,"Milwaukee, Wisconsin",0.0
1484,"Miner, South Dakota",0.0
1485,"Mineral, Montana",0.0
1486,"Mineral, Nevada",0.0
1487,"Mineral, West Virginia",0.0
1488,"Mingo, West Virginia",0.0
1489,"Minidoka, Idaho",0.0
1490,"Minnehaha, South Dakota",0.0
1491,"Missaukee, Michigan",0.0
1492,"Mississippi, Arkansas",0.0
1493,"Mississippi, Missouri",0.0
1494,"Missoula, Montana",0.0
1495,"Mitchell, Kansas",0.0
1496,"Mitchell, North Carolina",0.0
1497,"Mitchell, Texas",0.0
1498,"Mobile, Alabama",0.0
1499,"Modoc, California",0.0
1500,"Mohave, Arizona",0.0
1501,"Moniteau, Missouri",0.0
1502,"Mono, California",0.0
1503,"Monongalia, West Virginia",0.0
1504,"Monroe county, Pennsylvania",0.0
1505,"Monroe, Alabama",0.0
1506,"Monroe, Arkansas",0.0
1507,"Monroe, Florida",0.0
1508,"Monroe, Illinois",0.0
1509,"Monroe, Indiana",0.0
1510,"Monroe, Kentucky",0.0
1511,"Monroe, Michigan",0.0
1512,"Monroe, Missouri",0.0
1513,"Monroe, New York",0.0
1514,"Monroe, Pennsylvania",0.0
1515,"Monroe, West Virginia",0.0
1516,"Monroe, Wisconsin",0.0
1517,"Montague, Texas",0.0
1518,"Montcalm, Michigan",0.0
1519,"Monterey, California",0.0
1520,"Montgomery county, Pennsylvania",0.0
1521,"Montgomery, Alabama",0.0
1522,"Montgomery, Arkansas",0.0
1523,"Montgomery, Illinois",0.0
1524,"Montgomery, Indiana",0.0
1525,"Montgomery, Kansas",0.0
1526,"Montgomery, Kentucky",0.0
1527,"Montgomery, Maryland",0.0
1528,"Montgomery, Missouri",0.0
1529,"Montgomery, New York",0.0
1530,"Montgomery, North Carolina",0.0
1531,"Montgomery, Pennsylvania",0.0
1532,"Montgomery, Texas",0.0
1533,"Montgomery, Virginia",0.0
1534,"Montmorency, Michigan",0.0
1535,"Montour, Pennsylvania",0.0
1536,"Moody, South Dakota",0.0
1537,"Moore, North Carolina",0.0
1538,"Moore, Texas",0.0
1539,"Mora, New Mexico",0.0
1540,"Morehouse, Louisiana",0.0
1541,"Morgan, Alabama",0.0
1542,"Morgan, Illinois",0.0
1543,"Morgan, Indiana",0.0
1544,"Morgan, Kentucky",0.0
1545,"Morgan, Missouri",0.0
1546,"Morgan, Utah",0.0
1547,"Morgan, West Virginia",0.0
1548,"Morrill, Nebraska",0.0
1549,"Morris, Kansas",0.0
1550,"Morris, Texas",0.0
1551,"Morrison, Minnesota",0.0
1552,"Morrow, Oregon",0.0
1553,"Morton, North Dakota",0.0
1554,"Motley, Texas",0.0
1555,"Moultrie, Illinois",0.0
1556,"Mountrail, North Dakota",0.0
1557,"Mower, Minnesota",0.0
1558,"Muhlenberg, Kentucky",0.0
1559,"Multnomah county, Oregon",0.0
1560,"Multnomah, Oregon",0.0
1561,"Murray, Minnesota",0.0
1562,"Muskegon, Michigan",0.0
1563,"Musselshell, Montana",0.0
1564,"Nacogdoches, Texas",0.0
1565,"Nance, Nebraska",0.0
1566,"Nantucket, Massachusetts",0.0
1567,"Napa, California",0.0
1568,"Nash, North Carolina",0.0
1569,"Nassau, Florida",0.0
1570,"Nassau, New York",0.0
1571,"Natchitoches, Louisiana",0.0
