,county,glyphosate
787,"Lebanon, Pennsylvania",0.0
788,"Lee county, South Carolina",0.0
789,"Lee, Alabama",0.0
790,"Lee, Arkansas",0.0
791,"Lee, Florida",0.0
792,"Lee, Illinois",0.0
793,"Lee, Kentucky",0.0
794,"Lee, South Carolina",0.0
795,"Leelanau, Michigan",0.0
796,"Lehigh county, Pennsylvania",0.0
797,"Lehigh, Pennsylvania",0.0
798,"Lemhi, Idaho",0.0
799,"Leon, Florida",0.0
800,"Leslie, Kentucky",0.0
801,"Letcher, Kentucky",0.0
802,"Levy county, Florida",0.0
803,"Levy, Florida",0.0
804,"Lewis, Idaho",0.0
805,"Lewis, Kentucky",0.0
806,"Lewis, New York",0.0
807,"Lewis, Washington",0.0
808,"Lewis, West Virginia",0.0
809,"Lexington county, South Carolina",0.0
810,"Lexington, South Carolina",0.0
811,"Liberty, Florida",0.0
812,"Licking, Ohio",0.0
813,"Limestone, Alabama",0.0
814,"Lincoln parish, Louisiana",0.0
815,"Lincoln, Arkansas",0.0
816,"Lincoln, Idaho",0.0
817,"Lincoln, Kentucky",0.0
818,"Lincoln, Louisiana",0.0
819,"Lincoln, Minnesota",0.0
820,"Lincoln, Nebraska",0.0
821,"Lincoln, Nevada",0.0
822,"Lincoln, New Mexico",0.0
823,"Lincoln, Oklahoma",0.0
824,"Lincoln, Oregon",0.0
825,"Lincoln, Washington",0.0
826,"Lincoln, Wisconsin",0.0
827,"Linn county, Oregon",0.0
828,"Linn, Oregon",0.0
829,"Litchfield, Connecticut",0.0
830,"Little river, Arkansas",0.0
831,"Livingston parish, Louisiana",0.0
832,"Livingston, Illinois",0.0
833,"Livingston, Kentucky",0.0
834,"Livingston, Louisiana",0.0
835,"Logan, Arkansas",0.0
836,"Logan, Illinois",0.0
837,"Logan, Nebraska",0.0
838,"Logan, Ohio",0.0
839,"Logan, Oklahoma",0.0
840,"Lonoke, Arkansas",0.0
841,"Los alamos, New Mexico",0.0
842,"Los angeles, California",0.0
843,"Loup, Nebraska",0.0
844,"Love, Oklahoma",0.0
845,"Lowndes, Alabama",0.0
846,"Lucas, Ohio",0.0
847,"Luna, New Mexico",0.0
848,"Luzerne county, Pennsylvania",0.0
849,"Luzerne, Pennsylvania",0.0
850,"Lycoming county, Pennsylvania",0.0
851,"Lycoming, Pennsylvania",0.0
852,"Lyman, South Dakota",0.0
853,"Lyon, Kentucky",0.0
854,"Lyon, Minnesota",0.0
855,"Lyon, Nevada",3.877551020408163
856,"Macon, Alabama",0.0
857,"Macon, Illinois",0.0
858,"Macoupin, Illinois",0.0
859,"Madera, California",0.0
860,"Madison, Alabama",0.0
861,"Madison, Florida",0.0
862,"Madison, Idaho",0.0
863,"Madison, Illinois",0.0
864,"Madison, Indiana",0.0
865,"Madison, Kentucky",0.0
866,"Madison, Louisiana",0.0
867,"Madison, Nebraska",0.0
868,"Madison, Ohio",0.0
869,"Magoffin, Kentucky",0.0
870,"Mahnomen, Minnesota",0.0
871,"Major, Oklahoma",0.0
872,"Malheur, Oregon",0.0
873,"Manatee county, Florida",0.0
874,"Manatee, Florida",0.0
875,"Manitowoc, Wisconsin",0.0
876,"Marathon, Wisconsin",0.0
877,"Marengo, Alabama",0.0
878,"Maricopa, Arizona",0.0
879,"Marin, California",0.0
880,"Marinette, Wisconsin",0.0
881,"Marion, Alabama",0.0
882,"Marion, Arkansas",0.0
883,"Marion, Florida",0.0
884,"Marion, Illinois",0.0
885,"Marion, Indiana",0.0
886,"Marion, Kentucky",0.0
887,"Marion, Ohio",0.0
888,"Marion, Oregon",0.0
889,"Marion, South Carolina",0.0
890,"Marion, West Virginia",0.0
891,"Mariposa, California",0.0
892,"Marlboro, South Carolina",0.0
893,"Marquette, Wisconsin",0.0
894,"Marshall, Alabama",0.0
895,"Marshall, Illinois",0.0
896,"Marshall, Indiana",0.0
897,"Marshall, Kentucky",0.0
898,"Marshall, Minnesota",0.0
899,"Marshall, West Virginia",0.0
900,"Martin county, Florida",0.0
901,"Martin, Florida",0.0
902,"Martin, Indiana",0.0
903,"Martin, Kentucky",0.0
904,"Martin, Minnesota",1.1666666666666667
905,"Mason, Illinois",0.0
906,"Mason, Kentucky",0.0
907,"Massac, Illinois",0.0
908,"Maui, Hawaii",0.0
909,"Mayes, Oklahoma",0.0
910,"Mcclain, Oklahoma",0.0
911,"Mccook, South Dakota",0.0
912,"Mccormick, South Carolina",0.0
913,"Mccracken, Kentucky",0.0
914,"Mccreary, Kentucky",0.0
915,"Mcdonough, Illinois",0.0
916,"Mchenry, Illinois",0.0
917,"Mcintosh, Oklahoma",0.0
918,"Mckean county, Pennsylvania",0.0
919,"Mckean, Pennsylvania",0.0
920,"Mckenzie, North Dakota",0.0
921,"Mckinley, New Mexico",0.0
922,"Mclean, Illinois",0.0
923,"Mclean, Kentucky",0.0
924,"Mcleod, Minnesota",0.0
925,"Mcpherson, Nebraska",0.0
926,"Meade, Kentucky",0.0
927,"Meade, South Dakota",0.0
928,"Medina, Ohio",0.0
929,"Meeker, Minnesota",0.0
930,"Meigs, Ohio",0.0
931,"Mendocino, California",0.0
932,"Menifee, Kentucky",0.0
933,"Merced, California",0.0
934,"Mercer county, Pennsylvania",0.0
935,"Mercer, Illinois",0.0
936,"Mercer, Kentucky",0.0
937,"Mercer, Pennsylvania",0.0
938,"Mercer, West Virginia",0.0
939,"Merrick, Nebraska",0.0
940,"Merrimack, New Hampshire",0.0
941,"Miami, Indiana",0.0
942,"Miami, Ohio",0.0
943,"Miami-dade, Florida",0.0
944,"Middlesex, Connecticut",0.0
945,"Middlesex, Massachusetts",0.0
946,"Mifflin, Pennsylvania",0.0
947,"Mille lacs county, Minnesota",0.0
948,"Mille lacs, Minnesota",0.0
949,"Miller, Arkansas",0.0
950,"Milwaukee, Wisconsin",0.0
951,"Miner, South Dakota",0.0
952,"Mineral, Nevada",0.0
953,"Minidoka, Idaho",0.0
954,"Minnehaha, South Dakota",0.0
955,"Mississippi, Arkansas",0.0
956,"Mobile, Alabama",0.0
957,"Modoc, California",0.0
958,"Mohave, Arizona",0.0
959,"Mono, California",0.0
960,"Monroe county, Pennsylvania",0.0
961,"Monroe, Alabama",0.0
962,"Monroe, Arkansas",0.0
963,"Monroe, Florida",0.0
964,"Monroe, Indiana",0.0
965,"Monroe, Kentucky",0.0
966,"Monroe, Ohio",0.0
967,"Monroe, Pennsylvania",0.0
968,"Monroe, Wisconsin",0.0
969,"Monterey, California",0.0
970,"Montgomery county, Pennsylvania",0.0
971,"Montgomery, Alabama",0.0
972,"Montgomery, Arkansas",0.0
973,"Montgomery, Illinois",0.0
974,"Montgomery, Indiana",0.0
975,"Montgomery, Kentucky",0.0
976,"Montgomery, Maryland",0.0
977,"Montgomery, Ohio",0.0
978,"Montgomery, Pennsylvania",0.0
979,"Montour, Pennsylvania",0.0
980,"Moody, South Dakota",0.0
981,"Mora, New Mexico",0.0
982,"Morehouse, Louisiana",0.0
983,"Morgan, Alabama",0.0
984,"Morgan, Illinois",0.0
985,"Morgan, Indiana",0.0
986,"Morgan, Kentucky",0.0
987,"Morgan, Ohio",0.0
988,"Morgan, West Virginia",0.0
989,"Morrill, Nebraska",0.0
990,"Morrison, Minnesota",0.0
991,"Morrow, Ohio",0.0
992,"Morrow, Oregon",0.0
993,"Mountrail, North Dakota",0.0
994,"Mower, Minnesota",0.0
995,"Muhlenberg, Kentucky",0.0
996,"Multnomah county, Oregon",0.0
997,"Multnomah, Oregon",0.0
998,"Murray, Minnesota",0.0
999,"Muskingum, Ohio",0.0
1000,"Nance, Nebraska",0.0
1001,"Napa, California",0.0
1002,"Nassau, Florida",0.0
1003,"Nassau, New York",0.0
1004,"Natchitoches, Louisiana",0.0
1005,"Navajo, Arizona",0.0
1006,"Nelson, Kentucky",0.6
1007,"Nemaha, Nebraska",0.0
1008,"Nevada county, Arkansas",0.0
1009,"Nevada, Arkansas",0.0
1010,"Nevada, California",0.0
1011,"New haven, Connecticut",0.0
1012,"New london, Connecticut",0.0
1013,"Newberry, South Carolina",0.0
1014,"Newton county, Arkansas",0.0
1015,"Newton, Arkansas",0.0
1016,"Newton, Indiana",0.0
1017,"Newton, Missouri",0.0
1018,"Nez perce, Idaho",0.0
1019,"Niagara, New York",0.0
1020,"Nicholas, Kentucky",0.0
1021,"Nicollet, Minnesota",0.0
1022,"Noble, Indiana",0.0
1023,"Nobles, Minnesota",0.0
1024,"Norfolk, Virginia",0.0
1025,"North slope, Alaska",0.0
1026,"Northampton county, Pennsylvania",0.0
1027,"Northampton, Pennsylvania",0.0
1028,"Northumberland, Pennsylvania",0.0
1029,"Nowata, Oklahoma",0.0
1030,"Nuckolls, Nebraska",0.0
1031,"Nye, Nevada",0.0
1032,"Oconee, South Carolina",0.0
1033,"Oconto, Wisconsin",0.0
1034,"Ogle, Illinois",0.0
1035,"Ohio, Indiana",0.0
1036,"Ohio, Kentucky",0.0
1037,"Okaloosa county, Florida",0.0
1038,"Okaloosa, Florida",0.0
1039,"Okeechobee, Florida",0.0
1040,"Oklahoma, Oklahoma",0.0
1041,"Okmulgee, Oklahoma",0.0
1042,"Oldham, Kentucky",0.0
1043,"Olmsted, Minnesota",0.0
1044,"Oneida, Idaho",0.0
1045,"Oneida, Wisconsin",0.0
1046,"Onondaga, New York",0.0
1047,"Orange, California",0.0
1048,"Orange, Florida",0.0
1049,"Orange, New York",0.0
1050,"Orangeburg, South Carolina",0.0
1051,"Orleans, Louisiana",0.0
1052,"Osage, Oklahoma",0.0
1053,"Osceola, Florida",0.0
1054,"Oswego, New York",0.0
1055,"Otero county, New Mexico",0.0
1056,"Otero, New Mexico",0.0
1057,"Otoe, Nebraska",0.0
1058,"Ottawa, Oklahoma",0.0
1059,"Otter tail, Minnesota",0.19333333333333333
1060,"Ouachita, Arkansas",0.0
1061,"Ouachita, Louisiana",0.0
1062,"Outagamie, Wisconsin",0.0
1063,"Owen, Indiana",0.0
1064,"Owen, Kentucky",0.0
1065,"Owsley, Kentucky",0.0
1066,"Owyhee, Idaho",0.0
1067,"Ozaukee, Wisconsin",0.0
1068,"Palm beach, Florida",0.0
1069,"Parke, Indiana",0.0
1070,"Pasco county, Florida",0.0
1071,"Pasco, Florida",0.0
1072,"Pawnee, Nebraska",0.0
1073,"Pawnee, Oklahoma",0.0
1074,"Payette, Idaho",0.0
1075,"Pend oreille, Washington",0.0
1076,"Pendleton, Kentucky",0.0
1077,"Pendleton, West Virginia",0.0
1078,"Pennington, Minnesota",0.0
1079,"Pennington, South Dakota",0.0
1080,"Peoria, Illinois",0.0
1081,"Pepin, Wisconsin",0.0
1082,"Perkins, Nebraska",0.0
1083,"Perry county, Pennsylvania",0.0
1084,"Perry, Alabama",0.0
1085,"Perry, Arkansas",0.0
1086,"Perry, Illinois",0.0
1087,"Perry, Indiana",0.0
1088,"Perry, Kentucky",0.0
1089,"Perry, Pennsylvania",0.0
1090,"Pershing, Nevada",0.0
1091,"Pettis, Missouri",0.0
1092,"Phelps, Nebraska",0.0
1093,"Philadelphia, Pennsylvania",0.0
1094,"Phillips, Arkansas",0.0
1095,"Piatt, Illinois",0.0
1096,"Pickaway, Ohio",0.0
1097,"Pickens, Alabama",0.0
1098,"Pickens, South Carolina",0.0
1099,"Pierce, Nebraska",0.0
1100,"Pierce, Wisconsin",0.0
1101,"Pike, Alabama",0.0
1102,"Pike, Arkansas",0.0
1103,"Pike, Illinois",0.0
1104,"Pike, Indiana",0.0
1105,"Pike, Kentucky",0.0
1106,"Pike, Ohio",0.0
1107,"Pike, Pennsylvania",0.0
1108,"Pima, Arizona",0.0
1109,"Pinal, Arizona",0.0
1110,"Pine, Minnesota",0.0
1111,"Pinellas, Florida",0.0
1112,"Pipestone, Minnesota",0.0
1113,"Placer, California",0.0
1114,"Plaquemines, Louisiana",0.0
1115,"Platte, Missouri",0.0
1116,"Platte, Nebraska",0.0
1117,"Poinsett, Arkansas",0.0
1118,"Pointe coupee parish, Louisiana",0.0
1119,"Pointe coupee, Louisiana",0.0
1120,"Polk, Arkansas",0.0
1121,"Polk, Florida",0.004580645161290323
1122,"Polk, Minnesota",0.0
1123,"Polk, Nebraska",0.0
1124,"Polk, Oregon",0.0
1125,"Polk, Wisconsin",0.0
1126,"Pontotoc, Oklahoma",0.0
1127,"Pope, Arkansas",0.0
1128,"Pope, Minnesota",0.0
1129,"Portage county, Wisconsin",0.0
1130,"Portage, Wisconsin",0.0
1131,"Porter, Indiana",0.0
1132,"Posey, Indiana",0.0
1133,"Pottawatomie, Oklahoma",0.0
1134,"Potter, Pennsylvania",0.0
1135,"Powell, Kentucky",0.0
1136,"Power, Idaho",0.0
1137,"Prairie, Arkansas",0.0
1138,"Preble, Ohio",0.0
1139,"Price, Wisconsin",0.0
1140,"Prince george's, Maryland",0.0
1141,"Pulaski, Arkansas",0.0
1142,"Pulaski, Illinois",0.0
1143,"Pulaski, Indiana",0.0
1144,"Pulaski, Kentucky",0.0
1145,"Putnam county, Indiana",0.0
1146,"Putnam, Florida",0.0
1147,"Putnam, Illinois",0.0
1148,"Putnam, Indiana",0.0
1149,"Putnam, New York",4.2
1150,"Putnam, Ohio",0.0
1151,"Putnam, Tennessee",0.0
1152,"Quay, New Mexico",0.0
1153,"Racine, Wisconsin",0.0
1154,"Ramsey, Minnesota",0.0
1155,"Ramsey, North Dakota",0.0
1156,"Randolph, Alabama",0.0
1157,"Randolph, Arkansas",0.0
1158,"Randolph, Illinois",0.0
1159,"Randolph, Indiana",0.0
1160,"Rapides, Louisiana",0.0
1161,"Red lake, Minnesota",0.0
1162,"Red river, Louisiana",0.0
1163,"Red willow, Nebraska",0.0
1164,"Redwood, Minnesota",0.0
1165,"Renville, Minnesota",0.0
1166,"Rice, Minnesota",0.0
1167,"Richardson, Nebraska",0.0
1168,"Richland, Illinois",0.0
1169,"Richland, Louisiana",0.0
1170,"Richland, Ohio",0.0
1171,"Richland, South Carolina",0.0
1172,"Richland, Wisconsin",0.0
1173,"Rio arriba, New Mexico",0.0
1174,"Ripley, Indiana",0.0
1175,"Riverside, California",0.0
1176,"Roberts, South Dakota",0.0
1177,"Rock island, Illinois",0.0
1178,"Rock, Minnesota",0.0
1179,"Rock, Nebraska",0.0
1180,"Rock, Wisconsin",0.0
1181,"Rockcastle, Kentucky",0.0
1182,"Rockingham, New Hampshire",0.0
1183,"Rockland, New York",0.0
1184,"Roger mills, Oklahoma",0.0
1185,"Rogers, Oklahoma",0.0
1186,"Roosevelt, New Mexico",0.0
1187,"Roseau, Minnesota",0.0
1188,"Ross, Ohio",0.0
1189,"Rowan, Kentucky",0.0
1190,"Rush, Indiana",0.0
1191,"Rusk, Wisconsin",0.0
1192,"Russell, Alabama",0.0
1193,"Russell, Kentucky",0.0
1194,"Sabine, Louisiana",0.49696969696969695
1195,"Sacramento county, California",0.0
1196,"Sacramento, California",0.0
1197,"Saint bernard, Louisiana",0.0
1198,"Saint charles, Missouri",0.0
1199,"Saint james, Louisiana",0.0
1200,"Saint landry, Louisiana",0.0
1201,"Saint louis, Minnesota",0.0
1202,"Saint tammany, Louisiana",0.0
1203,"Saline county, Arkansas",0.0
1204,"Saline, Arkansas",0.0
1205,"Saline, Illinois",0.0
1206,"Saline, Nebraska",0.0
1207,"Saluda, South Carolina",0.0
1208,"San benito, California",0.0
1209,"San bernardino county, California",0.0
1210,"San bernardino, California",0.0
1211,"San diego county, California",0.0
1212,"San diego, California",0.0
1213,"San francisco, California",0.0
1214,"San joaquin, California",0.0
1215,"San juan, New Mexico",0.0
1216,"San juan, Utah",0.0
1217,"San luis obispo, California",0.0
1218,"San mateo, California",0.0
1219,"San miguel, New Mexico",0.0
1220,"Sanborn, South Dakota",0.0
1221,"Sandoval, New Mexico",0.0
1222,"Sandusky, Ohio",0.0
1223,"Sangamon, Illinois",0.0
1224,"Santa barbara, California",0.0
1225,"Santa clara, California",0.0
1226,"Santa cruz, Arizona",0.0
1227,"Santa cruz, California",0.0
1228,"Santa fe, New Mexico",0.0
1229,"Santa rosa county, Florida",0.0
1230,"Santa rosa, Florida",0.0
1231,"Sarasota, Florida",0.0
1232,"Sarpy, Nebraska",0.0
1233,"Sauk, Wisconsin",0.0
1234,"Saunders, Nebraska",0.0
1235,"Sawyer, Wisconsin",0.0
1236,"Schoharie, New York",0.0
1237,"Schuylkill, Pennsylvania",0.0
1238,"Scott, Arkansas",0.0
1239,"Scott, Illinois",0.0
1240,"Scott, Indiana",0.0
1241,"Scott, Iowa",0.0
1242,"Scott, Kentucky",0.0
1243,"Scott, Minnesota",0.0
1244,"Scotts bluff, Nebraska",0.0
1245,"Searcy, Arkansas",0.0
1246,"Sebastian, Arkansas",0.0
1247,"Seminole county, Florida",0.0
1248,"Seminole, Florida",0.0
1249,"Seneca, Ohio",0.0
1250,"Sevier, Arkansas",0.0
1251,"Seward, Nebraska",0.0
1252,"Shannon, South Dakota",0.0
1253,"Sharp county, Arkansas",0.0
1254,"Sharp, Arkansas",0.0
1255,"Shasta, California",0.0
1256,"Shawano, Wisconsin",0.0
1257,"Sheboygan, Wisconsin",0.0
1258,"Shelby, Alabama",0.0
1259,"Shelby, Illinois",0.0
1260,"Shelby, Indiana",0.0
1261,"Shelby, Kentucky",0.0
1262,"Shelby, Ohio",0.0
1263,"Shelby, Tennessee",0.0
1264,"Sherburne, Minnesota",0.0
1265,"Sheridan, Nebraska",0.0
1266,"Sherman, Nebraska",0.0
1267,"Sherman, Oregon",0.0
1268,"Shoshone, Idaho",0.0
1269,"Sibley, Minnesota",0.0
1270,"Sierra, New Mexico",0.0
1271,"Simpson, Kentucky",0.0
1272,"Sioux, Nebraska",0.0
1273,"Snyder county, Pennsylvania",0.0
1274,"Snyder, Pennsylvania",0.0
1275,"Socorro, New Mexico",0.0
1276,"Solano, California",0.0
1277,"Somerset county, Pennsylvania",0.0
1278,"Somerset, Pennsylvania",0.0
1279,"Sonoma, California",0.0
1280,"Southeast fairbanks, Alaska",0.0
1281,"Spartanburg, South Carolina",0.0
1282,"Spencer, Indiana",0.0
1283,"Spink county, South Dakota",0.0
1284,"Spokane, Washington",0.0
1285,"St clair, Alabama",0.0
1286,"St helena, Louisiana",0.0
1287,"St joseph, Indiana",0.0
1288,"St landry, Louisiana",0.0
1289,"St tammany, Louisiana",0.0
1290,"St. bernard, Louisiana",0.0
1291,"St. charles, Louisiana",0.0
1292,"St. clair, Alabama",0.0
1293,"St. clair, Illinois",0.0
1294,"St. croix, Wisconsin",0.0
1295,"St. francis, Arkansas",0.0
1296,"St. helena, Louisiana",0.0
1297,"St. james, Louisiana",0.0
1298,"St. john the baptist parish, Louisiana",0.0
1299,"St. john the baptist, Louisiana",0.0
1300,"St. johns, Florida",0.0
1301,"St. joseph county, Indiana",0.0
1302,"St. joseph, Indiana",0.0
1303,"St. landry, Louisiana",0.0
1304,"St. louis city, Missouri",0.0
1305,"St. louis, Minnesota",0.0
1306,"St. lucie, Florida",0.0
1307,"St. martin parish, Louisiana",0.0
1308,"St. martin, Louisiana",0.0
1309,"St. mary parish, Louisiana",0.0
1310,"St. mary, Louisiana",0.0
1311,"St. tammany parish, Louisiana",0.0
1312,"St. tammany, Louisiana",0.0
1313,"Stanislaus, California",0.0
1314,"Stanton, Nebraska",0.0
1315,"Stark, Illinois",0.0
1316,"Stark, Ohio",0.0
1317,"Starke, Indiana",0.0
1318,"Stearns, Minnesota",0.0
1319,"Steele, Minnesota",0.0
1320,"Stephens, Oklahoma",0.0
1321,"Stephenson, Illinois",0.0
1322,"Steuben, Indiana",0.0
1323,"Stevens, Minnesota",0.0
1324,"Stevens, Washington",0.0
1325,"Stewart, Tennessee",0.0
1326,"Stone, Arkansas",0.0
1327,"Stone, Missouri",0.0
1328,"Storey, Nevada",0.0
1329,"Strafford, New Hampshire",0.0
1330,"Stutsman, North Dakota",0.0
1331,"Sullivan, Indiana",0.0
1332,"Sullivan, New Hampshire",0.0
1333,"Sullivan, New York",0.0
1334,"Sullivan, Pennsylvania",0.0
1335,"Summers, West Virginia",0.0
1336,"Summit, Ohio",0.0
1337,"Sumter, Alabama",0.0
1338,"Sumter, Florida",0.0
1339,"Sumter, South Carolina",0.0
1340,"Susquehanna, Pennsylvania",0.0
1341,"Sutter, California",0.0
1342,"Suwannee, Florida",0.0
1343,"Swift county, Minnesota",0.0
1344,"Swift, Minnesota",0.0
1345,"Switzerland, Indiana",0.0
1346,"Talladega, Alabama",0.0
1347,"Tallapoosa, Alabama",0.0
1348,"Taney, Missouri",0.0
1349,"Tangipahoa parish, Louisiana",0.0
1350,"Tangipahoa, Louisiana",0.0
1351,"Taos, New Mexico",0.0
1352,"Taylor, Florida",0.0
1353,"Taylor, Kentucky",0.0
1354,"Taylor, Wisconsin",0.0
1355,"Tazewell, Illinois",0.0
1356,"Tensas, Louisiana",0.0
1357,"Terrebonne, Louisiana",0.0
1358,"Teton, Idaho",0.0
1359,"Texas, Oklahoma",0.0
1360,"Thayer, Nebraska",0.0
1361,"Thomas, Nebraska",0.0
1362,"Thurston, Nebraska",0.0
1363,"Tillamook county, Oregon",0.0
1364,"Tillamook, Oregon",0.0
1365,"Tillman, Oklahoma",0.0
1366,"Tioga county, Pennsylvania",0.0
1367,"Tioga, Pennsylvania",0.0
1368,"Tippecanoe, Indiana",0.0
1369,"Tipton, Indiana",0.0
1370,"Todd, Kentucky",0.0
1371,"Todd, Minnesota",0.0
1372,"Todd, South Dakota",0.0
1373,"Tolland, Connecticut",0.01348314606741573
1374,"Torrance, New Mexico",0.0
1375,"Traverse, Minnesota",0.0
1376,"Trempealeau, Wisconsin",0.0
1377,"Trigg, Kentucky",0.0
1378,"Trimble, Kentucky",0.0
1379,"Tripp, South Dakota",0.0
1380,"Trumbull, Ohio",0.0
1381,"Tulare, California",0.0
1382,"Tulsa, Oklahoma",0.0
1383,"Turner, South Dakota",0.0
1384,"Tuscaloosa, Alabama",0.0
1385,"Tuscarawas, Ohio",0.0
1386,"Twin falls, Idaho",0.0
1387,"Tyler, West Virginia",0.0
1388,"Umatilla, Oregon",0.0
1389,"Union parish, Louisiana",0.0
1390,"Union, Arkansas",0.0
1391,"Union, Florida",0.0
1392,"Union, Indiana",0.0
1393,"Union, Kentucky",0.0
1394,"Union, Louisiana",0.0
1395,"Union, New Mexico",0.0
1396,"Union, Oregon",0.0
1397,"Union, Pennsylvania",0.0
1398,"Union, South Carolina",0.0
1399,"Union, South Dakota",0.0
1400,"Unknown, South Carolina",0.0
1401,"Valencia, New Mexico",0.0
1402,"Valley, Idaho",0.0
1403,"Valley, Nebraska",0.0
1404,"Van buren, Arkansas",0.0
1405,"Van wert, Ohio",0.0
1406,"Vanderburgh, Indiana",0.0
1407,"Venango county, Pennsylvania",0.0
1408,"Venango, Pennsylvania",0.0
1409,"Ventura, California",0.0
1410,"Vermilion, Illinois",0.0
1411,"Vermilion, Louisiana",0.0
1412,"Vermillion county, Indiana",0.0
1413,"Vermillion, Indiana",0.0
1414,"Vernon, Louisiana",0.0
1415,"Vernon, Wisconsin",0.0
1416,"Vigo, Indiana",0.0
1417,"Vilas, Wisconsin",0.0
1418,"Volusia, Florida",0.0
1419,"Wabash, Indiana",0.0
1420,"Wabasha, Minnesota",0.0
1421,"Wadena, Minnesota",0.0
1422,"Wagoner, Oklahoma",0.0
1423,"Wake, North Carolina",0.0
1424,"Wakulla, Florida",0.0
1425,"Walker, Alabama",0.0
1426,"Walla walla, Washington",0.0
1427,"Wallowa, Oregon",0.0
1428,"Walsh, North Dakota",0.0
1429,"Walton, Florida",0.0
1430,"Walworth, South Dakota",0.0
1431,"Walworth, Wisconsin",0.0
1432,"Warren county, Pennsylvania",0.0
1433,"Warren, Illinois",0.0
1434,"Warren, Indiana",0.0
1435,"Warren, Kentucky",0.0
1436,"Warren, New York",0.0
1437,"Warren, Ohio",0.0
1438,"Warren, Pennsylvania",0.0
1439,"Warrick, Indiana",0.0
1440,"Wasco, Oregon",0.0
1441,"Waseca, Minnesota",0.0
1442,"Washburn, Wisconsin",0.0
1443,"Washington parish, Louisiana",0.0
1444,"Washington, Alabama",0.0
1445,"Washington, Arkansas",0.0
1446,"Washington, Florida",0.0
1447,"Washington, Idaho",0.0
1448,"Washington, Illinois",0.0
1449,"Washington, Indiana",0.0
1450,"Washington, Kentucky",0.0
1451,"Washington, Louisiana",0.0
1452,"Washington, Minnesota",0.0
1453,"Washington, Nebraska",0.0
1454,"Washington, Ohio",0.0
1455,"Washington, Oklahoma",0.0
1456,"Washington, Oregon",0.0
1457,"Washington, Pennsylvania",0.0
1458,"Washington, Wisconsin",0.0
1459,"Washita, Oklahoma",0.0
1460,"Washoe, Nevada",0.0
1461,"Watonwan, Minnesota",0.0
1462,"Waukesha, Wisconsin",0.0
1463,"Waupaca, Wisconsin",0.0
1464,"Waushara, Wisconsin",0.0
1465,"Wayne, Illinois",0.0
1466,"Wayne, Indiana",0.0
1467,"Wayne, Kentucky",0.0
1468,"Wayne, Nebraska",0.0
1469,"Wayne, Ohio",0.0
1470,"Wayne, Pennsylvania",0.0
1471,"Webster, Kentucky",0.0
1472,"Webster, Louisiana",0.0
1473,"Webster, Nebraska",0.0
1474,"Webster, West Virginia",0.0
1475,"Wells, Indiana",0.0
1476,"West baton rouge, Louisiana",0.0
1477,"West carroll parish, Louisiana",0.0
1478,"West carroll, Louisiana",0.0
1479,"West feliciana, Louisiana",0.0
1480,"Westchester, New York",0.0
1481,"Westmoreland, Pennsylvania",0.0
1482,"Westmoreland, Virginia",0.0
1483,"Wetzel, West Virginia",0.0
1484,"Wheeler, Nebraska",0.0
1485,"Wheeler, Oregon",0.0
1486,"White pine, Nevada",0.0
1487,"White, Arkansas",0.0
1488,"White, Illinois",0.0
1489,"White, Indiana",0.0
1490,"Whiteside, Illinois",0.0
1491,"Whitley, Indiana",0.0
1492,"Whitley, Kentucky",0.0
1493,"Whitman, Washington",0.0
1494,"Wilcox, Alabama",0.0
1495,"Will, Illinois",0.0
1496,"Williamsburg, South Carolina",0.0
1497,"Williamson, Illinois",0.0
1498,"Windham, Connecticut",0.0
1499,"Winn, Louisiana",0.0
1500,"Winnebago, Illinois",0.0
1501,"Winnebago, Wisconsin",0.0
1502,"Winona, Minnesota",0.0
1503,"Winston, Alabama",0.0
1504,"Wolfe, Kentucky",0.0
1505,"Wood, Ohio",0.0
1506,"Wood, Wisconsin",0.0
1507,"Woodford, Illinois",1.6666666666666667
1508,"Woodford, Kentucky",0.0
1509,"Woodruff, Arkansas",0.0
1510,"Woods, Oklahoma",0.0
1511,"Woodward, Oklahoma",0.0
1512,"Worcester, Maryland",0.0
1513,"Worcester, Massachusetts",0.0
1514,"Wright, Minnesota",0.0
1515,"Wyandot, Ohio",0.0
1516,"Wyandotte, Kansas",0.0
1517,"Wyoming, New York",0.0
1518,"Wyoming, Pennsylvania",0.0
1519,"Yakutat, Alaska",0.0
1520,"Yamhill, Oregon",0.0
1521,"Yankton, South Dakota",0.0
1522,"Yavapai, Arizona",0.0
1523,"Yell, Arkansas",0.0
1524,"Yellow medicine county, Minnesota",0.0
1525,"Yellow medicine, Minnesota",0.0
1526,"Yolo, California",0.0
1527,"York county, Pennsylvania",0.0
1528,"York, Nebraska",0.0
1529,"York, Pennsylvania",0.0
1530,"York, South Carolina",0.0
1531,"Yuba, California",0.0
1532,"Yuma county, Arizona",0.0
1533,"Yuma, Arizona",0.0
