,county,ethylene_dibromide
1550,"Morrill, Nebraska",0.0
1551,"Morris, Kansas",0.0
1552,"Morris, New Jersey",0.0003786086133459536
1553,"Morris, Texas",0.0
1554,"Morrison, Minnesota",0.0
1555,"Morrow, Oregon",0.0
1556,"Morton, Kansas",0.0
1557,"Motley, Texas",0.0
1558,"Moultrie, Illinois",0.0
1559,"Mountrail, North Dakota",0.0
1560,"Mower, Minnesota",0.0
1561,"Muhlenberg, Kentucky",0.0
1562,"Multnomah county, Oregon",0.0
1563,"Multnomah, Oregon",0.010735
1564,"Murray, Minnesota",0.0
1565,"Murray, Oklahoma",0.0
1566,"Muskogee, Oklahoma",0.0
1567,"Nacogdoches, Texas",0.0
1568,"Nance, Nebraska",0.0
1569,"Nantucket, Massachusetts",0.0
1570,"Napa, California",0.00023762376237623762
1571,"Nash, North Carolina",0.0
1572,"Nassau, Florida",0.0
1573,"Nassau, New York",0.00039890684410646407
1574,"Natchitoches, Louisiana",0.0
1575,"Natrona, Wyoming",0.0
1576,"Navajo, Arizona",0.0
1577,"Navarro, Texas",0.0
1578,"Nelson, Kentucky",0.001
1579,"Nelson, Virginia",0.0
1580,"Nemaha, Kansas",0.0
1581,"Nemaha, Nebraska",0.0
1582,"Neosho, Kansas",0.0
1583,"Ness, Kansas",0.0
1584,"Nevada county, Arkansas",0.0
1585,"Nevada, Arkansas",0.0
1586,"Nevada, California",0.0
1587,"New hanover, North Carolina",0.0
1588,"New haven, Connecticut",0.00013856812933025404
1589,"New kent, Virginia",0.0
1590,"New london, Connecticut",0.0
1591,"New madrid, Missouri",0.0
1592,"Newberry, South Carolina",0.0
1593,"Newport, Rhode Island",0.0
1594,"Newton county, Arkansas",0.0
1595,"Newton, Arkansas",0.0
1596,"Newton, Indiana",0.0
1597,"Newton, Missouri",0.0
1598,"Newton, Texas",0.0
1599,"Nez perce, Idaho",0.0
1600,"Niagara, New York",0.0
1601,"Nicholas, Kentucky",0.0
1602,"Nicholas, West Virginia",0.0
1603,"Nicollet, Minnesota",0.0
1604,"Niobrara, Wyoming",0.0
1605,"Noble, Indiana",0.0
1606,"Nobles, Minnesota",0.0
1607,"Nodaway, Missouri",0.0
1608,"Nolan, Texas",0.0
1609,"Nome, Alaska",0.0
1610,"Norfolk, Massachusetts",0.0
1611,"Norfolk, Virginia",0.0
1612,"Norman, Minnesota",0.0
1613,"North slope, Alaska",0.0
1614,"Northampton county, Pennsylvania",0.0
1615,"Northampton, North Carolina",0.0
1616,"Northampton, Pennsylvania",0.0
1617,"Northampton, Virginia",0.0
1618,"Northumberland, Pennsylvania",0.0
1619,"Northumberland, Virginia",0.0
1620,"Northwest arctic, Alaska",0.0
1621,"Norton, Kansas",0.0
1622,"Norton, Virginia",0.0
1623,"Nottoway, Virginia",0.0
1624,"Nowata, Oklahoma",0.0
1625,"Nuckolls, Nebraska",0.0
1626,"Nueces, Texas",0.0
1627,"Nye, Nevada",0.0
1628,"Ocean, New Jersey",0.0
1629,"Ochiltree, Texas",0.0
1630,"Oconee, South Carolina",0.0
1631,"Oconto, Wisconsin",0.0
1632,"Ogle, Illinois",9.454545454545454e-05
1633,"Ohio, Indiana",0.0
1634,"Ohio, Kentucky",0.0
1635,"Ohio, West Virginia",0.0
1636,"Okaloosa county, Florida",0.0
1637,"Okaloosa, Florida",0.0
1638,"Okanogan, Washington",0.0013793103448275863
1639,"Okeechobee, Florida",0.0
1640,"Okfuskee, Oklahoma",0.0
1641,"Oklahoma, Oklahoma",0.0
1642,"Okmulgee, Oklahoma",0.0
1643,"Oldham, Kentucky",0.0
1644,"Oldham, Texas",0.0
1645,"Olmsted, Minnesota",0.0
1646,"Oneida, Idaho",0.0
1647,"Oneida, New York",0.0
1648,"Oneida, Wisconsin",0.0
1649,"Onondaga, New York",0.0
1650,"Onslow, North Carolina",0.0
1651,"Ontario, New York",0.0
1652,"Orange, California",0.0
1653,"Orange, Florida",0.0
1654,"Orange, New York",0.0
1655,"Orange, North Carolina",0.0
1656,"Orange, Texas",0.0
1657,"Orange, Vermont",0.0
1658,"Orange, Virginia",0.0
1659,"Orangeburg, South Carolina",0.0
1660,"Oregon, Missouri",0.0
1661,"Orleans, Louisiana",0.0
1662,"Orleans, New York",0.0
1663,"Orleans, Vermont",0.0
1664,"Osage, Kansas",0.0
1665,"Osage, Missouri",0.0
1666,"Osage, Oklahoma",0.0
1667,"Osborne, Kansas",0.0
1668,"Osceola, Florida",0.0
1669,"Oswego, New York",0.0
1670,"Otero county, New Mexico",0.0
1671,"Otero, New Mexico",0.0005555555555555556
1672,"Otoe, Nebraska",0.0
1673,"Otsego, New York",0.0
1674,"Ottawa, Kansas",0.0
1675,"Ottawa, Oklahoma",0.0
1676,"Otter tail, Minnesota",0.0
1677,"Ouachita, Arkansas",0.0
1678,"Ouachita, Louisiana",0.0
1679,"Outagamie, Wisconsin",0.0
1680,"Owen, Indiana",0.0
1681,"Owen, Kentucky",0.0
1682,"Owsley, Kentucky",0.0
1683,"Owyhee, Idaho",0.0
1684,"Ozark, Missouri",0.0
1685,"Ozaukee, Wisconsin",0.0
1686,"Pacific, Washington",0.0
1687,"Page, Virginia",0.0
1688,"Palm beach, Florida",0.0
1689,"Palo pinto, Texas",0.0
1690,"Pamlico, North Carolina",0.0
1691,"Panola, Texas",0.0
1692,"Park, Montana",0.0
1693,"Park, Wyoming",0.0
1694,"Parke, Indiana",0.0
1695,"Parker, Texas",0.0
1696,"Parmer, Texas",0.010943396226415096
1697,"Pasco county, Florida",0.0
1698,"Pasco, Florida",0.0
1699,"Pasquotank, North Carolina",0.0
1700,"Passaic, New Jersey",0.0
1701,"Patrick, Virginia",0.0
1702,"Pawnee, Kansas",0.0
1703,"Pawnee, Nebraska",0.0
1704,"Pawnee, Oklahoma",0.0
1705,"Payette, Idaho",0.0
1706,"Payne, Oklahoma",0.0
1707,"Pecos, Texas",0.0
1708,"Pemiscot, Missouri",0.0
1709,"Pend oreille, Washington",0.0
1710,"Pender, North Carolina",0.0
1711,"Pendleton, Kentucky",0.0
1712,"Pendleton, West Virginia",0.0
1713,"Pennington, Minnesota",0.0
1714,"Pennington, South Dakota",0.0
1715,"Peoria, Illinois",0.0
1716,"Pepin, Wisconsin",0.0
1717,"Perkins, Nebraska",0.0
1718,"Perquimans, North Carolina",0.0
1719,"Perry county, Pennsylvania",0.0
1720,"Perry, Alabama",0.0
1721,"Perry, Arkansas",0.0
1722,"Perry, Illinois",0.0
1723,"Perry, Indiana",0.0
1724,"Perry, Kentucky",0.0
1725,"Perry, Missouri",0.0
1726,"Perry, Pennsylvania",0.0
1727,"Pershing, Nevada",0.0
1728,"Person, North Carolina",0.0
1729,"Petersburg, Alaska",0.0
1730,"Pettis, Missouri",0.0
1731,"Phelps, Missouri",0.0
1732,"Phelps, Nebraska",0.0
1733,"Philadelphia, Pennsylvania",0.0009444444444444445
1734,"Phillips, Arkansas",0.0
1735,"Phillips, Kansas",0.0
1736,"Phillips, Montana",0.0
1737,"Piatt, Illinois",0.0
1738,"Pickens, Alabama",0.0
1739,"Pickens, South Carolina",0.0
1740,"Pierce county, Washington",0.0
1741,"Pierce, Nebraska",0.0
1742,"Pierce, Washington",0.0
1743,"Pierce, Wisconsin",0.0
1744,"Pike, Alabama",0.0
1745,"Pike, Arkansas",0.0
1746,"Pike, Illinois",0.0
1747,"Pike, Indiana",0.0
1748,"Pike, Kentucky",0.0
1749,"Pike, Missouri",0.0
1750,"Pike, Pennsylvania",0.0
1751,"Pima, Arizona",1.5503875968992248e-05
1752,"Pinal, Arizona",0.0
1753,"Pine, Minnesota",0.0
1754,"Pinellas, Florida",0.0
1755,"Pipestone, Minnesota",0.0
1756,"Pitt, North Carolina",0.0
1757,"Pittsburg, Oklahoma",0.0
1758,"Pittsylvania, Virginia",0.0
1759,"Placer, California",0.0
1760,"Plaquemines, Louisiana",0.0
1761,"Platte, Missouri",0.0
1762,"Platte, Nebraska",0.0
1763,"Platte, Wyoming",0.0
1764,"Pleasants, West Virginia",0.0
1765,"Plumas, California",0.0
1766,"Plymouth, Massachusetts",0.0
1767,"Pocahontas, West Virginia",0.0
1768,"Poinsett, Arkansas",0.0
1769,"Pointe coupee parish, Louisiana",0.0
1770,"Pointe coupee, Louisiana",0.0
1771,"Polk, Arkansas",0.0
1772,"Polk, Florida",0.0
1773,"Polk, Minnesota",0.0
1774,"Polk, Missouri",0.0
1775,"Polk, Nebraska",0.0
1776,"Polk, North Carolina",0.0
1777,"Polk, Oregon",0.0
1778,"Polk, Texas",0.0
1779,"Polk, Wisconsin",0.0
1780,"Pondera, Montana",0.0
1781,"Pontotoc, Oklahoma",0.0
1782,"Pope, Arkansas",0.0
1783,"Pope, Illinois",0.0
1784,"Pope, Minnesota",0.0
1785,"Portage, Wisconsin",0.0
1786,"Porter, Indiana",0.0
1787,"Posey, Indiana",0.0
1788,"Pottawatomie, Kansas",0.0
1789,"Pottawatomie, Oklahoma",0.0
1790,"Potter, Pennsylvania",0.0
1791,"Potter, Texas",0.0
1792,"Powell, Kentucky",0.0
1793,"Powell, Montana",0.0
1794,"Power, Idaho",0.0014285714285714286
1795,"Powhatan, Virginia",0.0
1796,"Prairie, Arkansas",0.0
1797,"Pratt, Kansas",0.0
1798,"Presidio, Texas",0.0
1799,"Preston, West Virginia",0.0
1800,"Price, Wisconsin",0.0
1801,"Prince edward, Virginia",0.0
1802,"Prince george, Virginia",0.0
1803,"Prince of wales-hyder, Alaska",0.0
1804,"Prince william, Virginia",0.0
1805,"Providence, Rhode Island",0.0
1806,"Pulaski, Arkansas",0.0
1807,"Pulaski, Illinois",0.0
1808,"Pulaski, Indiana",0.0
1809,"Pulaski, Kentucky",0.0
1810,"Pulaski, Missouri",0.0
1811,"Pulaski, Virginia",0.0
1812,"Pushmataha, Oklahoma",0.0
1813,"Putnam county, Indiana",0.0
1814,"Putnam, Florida",0.0
1815,"Putnam, Illinois",0.0
1816,"Putnam, Indiana",0.0
1817,"Putnam, Missouri",0.0
1818,"Putnam, New York",0.005917159763313609
1819,"Putnam, West Virginia",0.0
1820,"Quay, New Mexico",0.0
1821,"Racine, Wisconsin",0.0
1822,"Radford, Virginia",0.0
1823,"Rains, Texas",0.0
1824,"Raleigh, West Virginia",0.0
1825,"Ramsey, Minnesota",0.0
1826,"Ramsey, North Dakota",0.0
1827,"Randall, Texas",0.0
1828,"Randolph, Alabama",0.0
1829,"Randolph, Arkansas",0.0
1830,"Randolph, Illinois",0.0
1831,"Randolph, Indiana",0.0
1832,"Randolph, Missouri",0.0
1833,"Randolph, North Carolina",0.0
1834,"Randolph, West Virginia",0.0
1835,"Rapides, Louisiana",0.0
1836,"Rappahannock, Virginia",0.0
1837,"Ravalli, Montana",0.0
1838,"Rawlins, Kansas",0.0
1839,"Ray, Missouri",0.0
1840,"Reagan, Texas",0.0
1841,"Real, Texas",0.0
1842,"Red lake county, Minnesota",0.0
1843,"Red lake, Minnesota",0.0
1844,"Red river, Louisiana",0.0
1845,"Red river, Texas",0.0
1846,"Red willow, Nebraska",0.0
1847,"Redwood, Minnesota",0.0
1848,"Reeves, Texas",0.0
1849,"Refugio, Texas",0.0
1850,"Reno, Kansas",0.0
1851,"Rensselaer, New York",0.0
1852,"Renville, Minnesota",0.0
1853,"Republic, Kansas",0.0
1854,"Reynolds, Missouri",0.0
1855,"Rice, Kansas",0.0005600000000000001
1856,"Rice, Minnesota",0.0
1857,"Richardson, Nebraska",0.0007547169811320754
1858,"Richland, Illinois",0.0
1859,"Richland, Louisiana",0.0
1860,"Richland, Montana",0.0
1861,"Richland, South Carolina",0.0
1862,"Richland, Wisconsin",0.0
1863,"Richmond, North Carolina",0.0
1864,"Richmond, Virginia",0.0
1865,"Riley, Kansas",0.0
1866,"Rio arriba, New Mexico",0.0
1867,"Ripley, Indiana",0.0
1868,"Ripley, Missouri",0.0
1869,"Ritchie, West Virginia",0.0
1870,"Riverside, California",0.0
1871,"Roane, West Virginia",0.0
1872,"Roanoke, Virginia",0.0
1873,"Roberts, South Dakota",0.0
1874,"Roberts, Texas",0.0
1875,"Robertson, Texas",0.0
1876,"Robeson, North Carolina",0.0
1877,"Rock island, Illinois",0.0
1878,"Rock, Minnesota",0.0
1879,"Rock, Nebraska",0.0
1880,"Rock, Wisconsin",0.0
1881,"Rockbridge, Virginia",0.0
1882,"Rockcastle, Kentucky",0.0
1883,"Rockingham, New Hampshire",0.0
1884,"Rockingham, North Carolina",0.0
1885,"Rockingham, Virginia",0.0
1886,"Rockland, New York",0.0
1887,"Roger mills, Oklahoma",0.0
1888,"Rogers, Oklahoma",0.0
1889,"Rooks, Kansas",0.0
1890,"Roosevelt, New Mexico",0.0
1891,"Roseau, Minnesota",0.0
1892,"Rosebud, Montana",0.0
1893,"Rowan county, North Carolina",0.0
1894,"Rowan, Kentucky",0.0
1895,"Rowan, North Carolina",0.0
1896,"Runnels, Texas",0.0
1897,"Rush, Indiana",0.0
1898,"Rush, Kansas",0.0
1899,"Rusk, Texas",0.0
1900,"Rusk, Wisconsin",0.0
1901,"Russell, Alabama",0.0
1902,"Russell, Kansas",0.0
1903,"Russell, Kentucky",0.0
1904,"Russell, Virginia",0.0
1905,"Rutherford, North Carolina",0.0
1906,"Rutland, Vermont",0.0
1907,"Sabine, Louisiana",0.0
1908,"Sabine, Texas",0.0
1909,"Sacramento county, California",0.0
1910,"Sacramento, California",0.0008552631578947369
1911,"Saint bernard, Louisiana",0.0
1912,"Saint charles, Missouri",0.0
1913,"Saint clair, Michigan",0.0
1914,"Saint francois, Missouri",0.0
1915,"Saint james, Louisiana",0.0
1916,"Saint joseph, Michigan",0.0
1917,"Saint landry, Louisiana",0.0
1918,"Saint lawrence, New York",0.0
1919,"Saint louis, Minnesota",0.0
1920,"Saint louis, Missouri",0.0
1921,"Saint tammany, Louisiana",0.0
1922,"Salem, New Jersey",0.0
1923,"Salem, Virginia",0.0
1924,"Saline county, Arkansas",0.0
1925,"Saline, Arkansas",0.0
1926,"Saline, Illinois",0.0
1927,"Saline, Kansas",0.0
1928,"Saline, Missouri",0.0
1929,"Saline, Nebraska",0.0
1930,"Saluda, South Carolina",0.0
1931,"Sampson, North Carolina",0.0
1932,"San augustine, Texas",0.0
1933,"San benito, California",0.0
1934,"San bernardino county, California",0.0
1935,"San bernardino, California",0.0
1936,"San diego county, California",0.0
1937,"San diego, California",0.0
1938,"San francisco, California",0.0
1939,"San jacinto, Texas",0.0
1940,"San joaquin, California",0.0010903584048460374
1941,"San juan, New Mexico",0.0
1942,"San juan, Utah",0.0
1943,"San juan, Washington",0.0
1944,"San luis obispo, California",0.004050632911392405
1945,"San mateo, California",0.0
1946,"San miguel, New Mexico",0.0
1947,"San patricio, Texas",0.0
1948,"San saba, Texas",0.0
1949,"Sanborn, South Dakota",0.0
1950,"Sandoval, New Mexico",0.0005468750000000002
1951,"Sangamon, Illinois",0.0
1952,"Sanilac, Michigan",0.0
1953,"Santa barbara, California",0.0
1954,"Santa clara, California",0.0
1955,"Santa cruz, Arizona",0.0
1956,"Santa cruz, California",0.0
1957,"Santa fe, New Mexico",0.00016712328767123287
1958,"Santa rosa county, Florida",0.0
1959,"Santa rosa, Florida",0.012841610738255035
1960,"Sarasota, Florida",0.0
1961,"Saratoga, New York",0.0
1962,"Sarpy, Nebraska",0.0
1963,"Sauk, Wisconsin",0.0
1964,"Saunders, Nebraska",0.0
1965,"Sawyer, Wisconsin",0.0
1966,"Schenectady, New York",0.0
1967,"Schleicher, Texas",0.0
1968,"Schoharie, New York",0.0
1969,"Schoolcraft, Michigan",0.0
1970,"Schuyler, Illinois",0.0
1971,"Schuyler, New York",0.0
1972,"Schuylkill, Pennsylvania",0.0
1973,"Scotland, Missouri",0.0
1974,"Scotland, North Carolina",0.0
1975,"Scott, Arkansas",0.0
1976,"Scott, Illinois",0.0
1977,"Scott, Indiana",0.0
1978,"Scott, Iowa",0.0
1979,"Scott, Kansas",0.0
1980,"Scott, Kentucky",0.0
1981,"Scott, Minnesota",0.0
1982,"Scott, Missouri",0.0
1983,"Scott, Virginia",0.0
1984,"Scotts bluff, Nebraska",0.0
1985,"Scurry, Texas",0.0
1986,"Searcy, Arkansas",0.0
1987,"Sebastian, Arkansas",0.0
1988,"Sedgwick, Kansas",0.0
1989,"Seminole county, Florida",0.0
1990,"Seminole, Florida",0.0
1991,"Seminole, Oklahoma",0.0
1992,"Seneca, New York",0.0
1993,"Sequoyah, Oklahoma",0.0
1994,"Sevier, Arkansas",0.0
1995,"Seward, Kansas",0.0
1996,"Seward, Nebraska",0.0
1997,"Shackelford, Texas",0.0
1998,"Shannon, Missouri",0.0
1999,"Shannon, South Dakota",0.0
2000,"Sharp county, Arkansas",0.0
2001,"Sharp, Arkansas",0.0
2002,"Shasta, California",0.0
2003,"Shawano, Wisconsin",0.0
2004,"Shawnee, Kansas",0.0
2005,"Sheboygan, Wisconsin",0.0
2006,"Shelby, Alabama",0.0
2007,"Shelby, Illinois",0.0
2008,"Shelby, Indiana",0.0
2009,"Shelby, Kentucky",0.0
2010,"Shelby, Missouri",0.0
2011,"Shelby, Ohio",0.0
2012,"Shelby, Tennessee",0.0
2013,"Shelby, Texas",0.0
2014,"Shenandoah, Virginia",0.0
2015,"Sherburne, Minnesota",0.0
2016,"Sheridan, Kansas",0.0045625
2017,"Sheridan, Nebraska",0.0
2018,"Sheridan, Wyoming",0.0
2019,"Sherman, Kansas",0.0025277777777777777
2020,"Sherman, Nebraska",0.0
2021,"Sherman, Oregon",0.0
2022,"Sherman, Texas",0.0
2023,"Shoshone, Idaho",0.0
2024,"Sibley, Minnesota",0.0
2025,"Sierra, New Mexico",0.0
2026,"Simpson, Kentucky",0.0
2027,"Sioux, Nebraska",0.0
2028,"Siskiyou, California",0.0
2029,"Skagit, Washington",0.0
2030,"Skamania, Washington",0.0
2031,"Smith, Kansas",0.0
2032,"Smith, Texas",0.0
2033,"Smyth, Virginia",0.0
2034,"Snohomish county, Washington",0.0
2035,"Snohomish, Washington",0.0
2036,"Snyder county, Pennsylvania",0.0
2037,"Snyder, Pennsylvania",0.0
2038,"Socorro, New Mexico",0.0
2039,"Solano, California",0.0
2040,"Somerset county, Pennsylvania",0.0
2041,"Somerset, Maine",0.0
2042,"Somerset, New Jersey",0.0
2043,"Somerset, Pennsylvania",0.0
2044,"Somervell, Texas",0.0
2045,"Sonoma, California",5.252918287937743e-05
2046,"Southampton, Virginia",0.0
2047,"Southeast fairbanks census area, Alaska",0.0
2048,"Southeast fairbanks, Alaska",0.0
2049,"Spartanburg, South Carolina",0.0
2050,"Spencer, Indiana",0.0
2051,"Spink county, South Dakota",0.0
2052,"Spokane, Washington",0.0
2053,"Spotsylvania, Virginia",0.0
2054,"St clair, Alabama",0.0
2055,"St helena, Louisiana",0.0
2056,"St joseph, Indiana",0.0
2057,"St landry, Louisiana",0.0
2058,"St lawrence, New York",0.0
2059,"St louis, Missouri",0.0
2060,"St lucie, Florida",0.0
2061,"St tammany, Louisiana",0.0
2062,"St. bernard, Louisiana",0.0
2063,"St. charles, Louisiana",0.0
2064,"St. charles, Missouri",0.0
2065,"St. clair county, Missouri",0.0
2066,"St. clair, Alabama",0.0
2067,"St. clair, Illinois",0.0
2068,"St. clair, Missouri",0.0
2069,"St. croix, Wisconsin",0.0
2070,"St. francis, Arkansas",0.0
2071,"St. francois, Missouri",0.0
2072,"St. helena, Louisiana",0.0
2073,"St. james, Louisiana",0.0
2074,"St. john the baptist parish, Louisiana",0.0
2075,"St. john the baptist, Louisiana",0.0
2076,"St. johns, Florida",0.0
2077,"St. joseph county, Indiana",0.0
2078,"St. joseph, Indiana",0.0
2079,"St. landry, Louisiana",0.0
2080,"St. lawrence, New York",0.0
2081,"St. louis city, Missouri",0.0
2082,"St. louis, Minnesota",0.0
2083,"St. louis, Missouri",0.0
2084,"St. lucie, Florida",0.0
2085,"St. martin parish, Louisiana",0.0
2086,"St. martin, Louisiana",0.0
2087,"St. mary parish, Louisiana",0.0
2088,"St. mary, Louisiana",0.0
2089,"St. tammany parish, Louisiana",0.0
2090,"St. tammany, Louisiana",0.0
2091,"Stafford, Kansas",0.0
2092,"Stafford, Virginia",0.0
2093,"Stanislaus, California",0.0
2094,"Stanly, North Carolina",0.0
2095,"Stanton, Kansas",0.0
2096,"Stanton, Nebraska",0.0
2097,"Stark, Illinois",0.0
2098,"Starke, Indiana",0.0
2099,"Starr, Texas",0.0
2100,"Staunton, Virginia",0.0
2101,"Ste. genevieve, Missouri",0.0
2102,"Stearns, Minnesota",0.0
2103,"Steele, Minnesota",0.0
2104,"Stephens, Oklahoma",0.0
2105,"Stephens, Texas",0.0
2106,"Stephenson, Illinois",0.0
2107,"Sterling, Texas",0.0
2108,"Steuben, Indiana",0.0
2109,"Steuben, New York",0.0
2110,"Stevens, Kansas",0.0
2111,"Stevens, Minnesota",0.0
2112,"Stevens, Washington",0.0
2113,"Stillwater, Montana",0.0
2114,"Stoddard, Missouri",0.0
2115,"Stokes, North Carolina",0.00041891891891891893
2116,"Stone, Arkansas",0.0
2117,"Stone, Missouri",0.0
2118,"Stonewall, Texas",0.0
2119,"Storey, Nevada",0.0
2120,"Strafford, New Hampshire",0.0
2121,"Stutsman, North Dakota",0.0
2122,"Sublette, Wyoming",0.0
2123,"Suffolk, Massachusetts",0.0
2124,"Sullivan, Indiana",0.0
2125,"Sullivan, Missouri",0.0
2126,"Sullivan, New Hampshire",0.0
2127,"Sullivan, New York",0.0
2128,"Sullivan, Pennsylvania",0.0
2129,"Summers, West Virginia",0.0
2130,"Summit, Ohio",0.0
2131,"Sumner, Kansas",0.0
2132,"Sumter, Alabama",0.0
2133,"Sumter, Florida",0.0
2134,"Sumter, South Carolina",0.0474746835443038
2135,"Surry, North Carolina",0.0
2136,"Surry, Virginia",0.0
2137,"Susquehanna, Pennsylvania",0.0
2138,"Sussex, New Jersey",0.0
2139,"Sussex, Virginia",0.0
2140,"Sutter, California",0.0
2141,"Sutton, Texas",0.0
2142,"Suwannee, Florida",0.0
2143,"Swain, North Carolina",0.0
2144,"Sweetwater county, Wyoming",0.0
2145,"Sweetwater, Wyoming",0.0
2146,"Swift county, Minnesota",0.0
2147,"Swift, Minnesota",0.0
2148,"Swisher, Texas",0.0
2149,"Switzerland, Indiana",0.0
2150,"Talladega, Alabama",0.0
2151,"Tallapoosa, Alabama",0.0
2152,"Taney, Missouri",0.0
2153,"Tangipahoa parish, Louisiana",0.0
2154,"Tangipahoa, Louisiana",0.0
2155,"Taos, New Mexico",0.0
2156,"Tarrant, Texas",0.0
2157,"Taylor, Florida",0.0
2158,"Taylor, Kentucky",0.0
2159,"Taylor, Texas",0.0
2160,"Taylor, West Virginia",0.0
2161,"Taylor, Wisconsin",0.0
2162,"Tazewell, Illinois",0.0
2163,"Tazewell, Virginia",0.0
2164,"Tensas, Louisiana",0.0
2165,"Terrebonne, Louisiana",0.0
2166,"Terrell, Texas",0.0
2167,"Terry, Texas",0.0
2168,"Teton, Idaho",0.0
2169,"Teton, Montana",0.0
2170,"Teton, Wyoming",0.0
2171,"Texas, Missouri",0.0
2172,"Texas, Oklahoma",0.0
2173,"Thayer, Nebraska",0.0
2174,"Thomas, Kansas",0.0
2175,"Thomas, Nebraska",0.0
2176,"Throckmorton, Texas",0.0
2177,"Thurston, Nebraska",0.0
2178,"Thurston, Washington",0.0
2179,"Tillamook county, Oregon",0.0
2180,"Tillamook, Oregon",0.0
2181,"Tillman, Oklahoma",0.0
2182,"Tioga county, Pennsylvania",0.0
2183,"Tioga, New York",0.0
2184,"Tioga, Pennsylvania",0.0
2185,"Tippecanoe, Indiana",0.0
2186,"Tipton, Indiana",0.0
2187,"Titus, Texas",0.0
2188,"Todd, Kentucky",0.0
2189,"Todd, Minnesota",0.0
2190,"Todd, South Dakota",0.0
2191,"Tolland, Connecticut",0.0001907894736842105
2192,"Tom green, Texas",0.0
2193,"Tompkins, New York",0.0
2194,"Toole, Montana",0.0
2195,"Torrance, New Mexico",0.0
2196,"Transylvania, North Carolina",0.0
2197,"Traverse, Minnesota",0.0
2198,"Travis, Texas",0.0
2199,"Trego, Kansas",0.0
2200,"Trempealeau, Wisconsin",0.0
2201,"Trigg, Kentucky",0.0
2202,"Trimble, Kentucky",0.0
2203,"Trinity, Texas",0.0
2204,"Tripp, South Dakota",0.0
2205,"Tucker, West Virginia",0.0
2206,"Tulare, California",0.0
2207,"Tulsa, Oklahoma",0.0
2208,"Tuolumne, California",0.0
2209,"Turner, South Dakota",0.0
2210,"Tuscaloosa, Alabama",0.0
2211,"Twin falls, Idaho",0.0
2212,"Tyler, Texas",0.0
2213,"Tyler, West Virginia",0.0
2214,"Tyrrell, North Carolina",0.0020833333333333333
2215,"Uinta, Wyoming",0.0
2216,"Ulster, New York",0.0
2217,"Umatilla, Oregon",0.0
2218,"Union county, Pennsylvania",0.0
2219,"Union parish, Louisiana",0.0
2220,"Union, Arkansas",0.0
2221,"Union, Florida",0.0
2222,"Union, Illinois",0.0
2223,"Union, Indiana",0.0
2224,"Union, Kentucky",0.0
2225,"Union, Louisiana",0.0
2226,"Union, New Jersey",0.0
2227,"Union, New Mexico",0.0
2228,"Union, North Carolina",0.0
2229,"Union, Oregon",0.0
2230,"Union, Pennsylvania",0.0
2231,"Union, South Carolina",0.0
2232,"Union, South Dakota",0.0
2233,"Unknown, South Carolina",0.0
2234,"Upshur, Texas",0.0
2235,"Upshur, West Virginia",0.0
2236,"Upton, Texas",0.0
2237,"Uvalde, Texas",0.0
2238,"Val verde, Texas",0.0
2239,"Valdez-cordova, Alaska",0.0
2240,"Valencia, New Mexico",0.0
2241,"Valley, Idaho",0.0
2242,"Valley, Nebraska",0.0
2243,"Van buren, Arkansas",0.0
2244,"Van zandt, Texas",0.0
2245,"Vance, North Carolina",0.004625
2246,"Vanderburgh, Indiana",0.0
2247,"Venango county, Pennsylvania",0.0
2248,"Venango, Pennsylvania",0.0
2249,"Ventura, California",0.0
2250,"Vermilion, Illinois",0.0
2251,"Vermilion, Louisiana",0.0
2252,"Vermillion county, Indiana",0.0
2253,"Vermillion, Indiana",0.0
2254,"Vernon, Louisiana",0.0
2255,"Vernon, Missouri",0.0
2256,"Vernon, Wisconsin",0.0
2257,"Victoria, Texas",0.0
2258,"Vigo, Indiana",0.0
2259,"Vilas, Wisconsin",0.0
2260,"Volusia, Florida",0.0
2261,"Wabash, Illinois",0.0
2262,"Wabash, Indiana",0.0
2263,"Wabasha, Minnesota",0.0
2264,"Wabaunsee, Kansas",0.0
2265,"Wade hampton, Alaska",0.0
2266,"Wadena, Minnesota",0.0
2267,"Wagoner, Oklahoma",0.0
2268,"Wahkiakum, Washington",0.0
2269,"Wake, North Carolina",0.001945348837209302
2270,"Wakulla, Florida",0.0
2271,"Walker, Alabama",0.0
2272,"Walker, Texas",0.0
2273,"Walla walla, Washington",0.0
2274,"Wallace, Kansas",0.0
2275,"Waller, Texas",0.0
2276,"Wallowa, Oregon",0.0
2277,"Walsh, North Dakota",0.0
2278,"Walton, Florida",0.0
2279,"Walworth, South Dakota",0.0
2280,"Walworth, Wisconsin",0.0
2281,"Ward, Texas",0.0
2282,"Warren county, Pennsylvania",0.0
2283,"Warren, Illinois",0.0
2284,"Warren, Indiana",0.0
2285,"Warren, Kentucky",0.0
2286,"Warren, Missouri",0.0
2287,"Warren, New Jersey",0.0
2288,"Warren, New York",0.0
2289,"Warren, North Carolina",0.0
2290,"Warren, Ohio",0.0
2291,"Warren, Pennsylvania",0.0
2292,"Warren, Virginia",0.0
2293,"Warrick, Indiana",0.0
2294,"Wasco, Oregon",0.0
2295,"Waseca, Minnesota",0.0
2296,"Washakie, Wyoming",0.0
2297,"Washburn, Wisconsin",0.0
2298,"Washington county, Rhode Island",0.0
