,county,hexachlorocyclopentadiene
1551,"Nacogdoches, Texas",0.0
1552,"Nance, Nebraska",0.0
1553,"Nantucket, Massachusetts",0.0
1554,"Napa, California",0.0
1555,"Nash, North Carolina",0.004899328859060402
1556,"Nassau, Florida",0.007125
1557,"Nassau, New York",0.0
1558,"Natchitoches, Louisiana",0.0
1559,"Natrona, Wyoming",0.0
1560,"Navajo, Arizona",0.0
1561,"Navarro, Texas",0.007586206896551724
1562,"Nelson, Kentucky",0.01
1563,"Nelson, Virginia",0.0
1564,"Nemaha, Nebraska",0.0
1565,"Neosho, Kansas",0.0
1566,"Nevada county, Arkansas",0.0
1567,"Nevada, Arkansas",0.0
1568,"Nevada, California",0.0
1569,"New hanover, North Carolina",0.0
1570,"New haven, Connecticut",0.0
1571,"New london, Connecticut",0.0
1572,"New madrid, Missouri",0.0
1573,"Newaygo, Michigan",0.0
1574,"Newberry, South Carolina",0.0
1575,"Newport, Rhode Island",0.0
1576,"Newton county, Arkansas",0.0
1577,"Newton, Arkansas",0.0
1578,"Newton, Indiana",0.0
1579,"Newton, Missouri",0.0
1580,"Newton, Texas",0.0
1581,"Nez perce, Idaho",0.0
1582,"Niagara, New York",0.0
1583,"Nicholas, Kentucky",0.0
1584,"Nicholas, West Virginia",0.0
1585,"Nicollet, Minnesota",0.0
1586,"Niobrara, Wyoming",0.0
1587,"Noble, Indiana",0.0
1588,"Nobles, Minnesota",0.0
1589,"Nodaway, Missouri",0.0
1590,"Nolan, Texas",0.0
1591,"Norfolk, Massachusetts",0.0
1592,"Norfolk, Virginia",0.00818181818181818
1593,"North slope, Alaska",0.0
1594,"Northampton county, Pennsylvania",0.0
1595,"Northampton, North Carolina",0.0
1596,"Northampton, Pennsylvania",0.016260162601626018
1597,"Northampton, Virginia",0.0
1598,"Northumberland, Pennsylvania",0.0
1599,"Northumberland, Virginia",0.0
1600,"Norton, Kansas",0.0
1601,"Nottoway, Virginia",0.0
1602,"Nuckolls, Nebraska",0.0
1603,"Nueces, Texas",0.0
1604,"Nye, Nevada",0.0
1605,"Oakland, Michigan",0.0
1606,"Ocean, New Jersey",0.0
1607,"Oceana, Michigan",0.0
1608,"Ochiltree, Texas",0.0
1609,"Oconee, South Carolina",0.0
1610,"Oconto, Wisconsin",0.0
1611,"Ogemaw, Michigan",0.0
1612,"Ogle, Illinois",0.0
1613,"Ohio, Indiana",0.0
1614,"Ohio, Kentucky",0.0
1615,"Ohio, West Virginia",0.0
1616,"Okaloosa county, Florida",0.0
1617,"Okaloosa, Florida",0.0
1618,"Okanogan, Washington",0.0
1619,"Okeechobee, Florida",0.07513513513513514
1620,"Oldham, Kentucky",0.0
1621,"Oldham, Texas",0.0
1622,"Olmsted, Minnesota",0.0
1623,"Oneida, Idaho",0.0
1624,"Oneida, New York",0.0
1625,"Oneida, Wisconsin",0.0
1626,"Onondaga, New York",0.0
1627,"Onslow, North Carolina",0.0
1628,"Ontario, New York",0.0
1629,"Ontonagon, Michigan",0.0
1630,"Orange, California",0.0
1631,"Orange, Florida",0.00015936254980079682
1632,"Orange, New York",0.0
1633,"Orange, North Carolina",0.0
1634,"Orange, Texas",0.004838709677419355
1635,"Orange, Vermont",0.004210526315789474
1636,"Orange, Virginia",0.0
1637,"Orangeburg, South Carolina",0.0
1638,"Oregon, Missouri",0.0
1639,"Orleans, Louisiana",0.0
1640,"Orleans, New York",0.0
1641,"Orleans, Vermont",0.0
1642,"Osage, Kansas",0.0
1643,"Osage, Missouri",0.0
1644,"Osceola, Florida",0.0010645161290322581
1645,"Osceola, Michigan",0.0
1646,"Oscoda, Michigan",0.0
1647,"Oswego, New York",0.0
1648,"Otero county, New Mexico",0.0
1649,"Otero, New Mexico",0.0
1650,"Otoe, Nebraska",0.0
1651,"Otsego, Michigan",0.0
1652,"Otsego, New York",0.0
1653,"Ottawa, Michigan",0.0
1654,"Otter tail, Minnesota",0.0
1655,"Ouachita, Arkansas",0.0
1656,"Ouachita, Louisiana",0.0
1657,"Outagamie, Wisconsin",0.0
1658,"Owen, Indiana",0.0
1659,"Owen, Kentucky",0.0
1660,"Owsley, Kentucky",0.0
1661,"Owyhee, Idaho",0.0
1662,"Oxford, Maine",0.0
1663,"Ozark, Missouri",0.0
1664,"Ozaukee, Wisconsin",0.0
1665,"Pacific, Washington",0.0
1666,"Page, Virginia",0.0
1667,"Palm beach, Florida",0.00020481927710843374
1668,"Palo pinto, Texas",0.0
1669,"Pamlico, North Carolina",0.0
1670,"Panola, Texas",0.0
1671,"Park, Montana",0.0
1672,"Park, Wyoming",0.004736842105263157
1673,"Parke, Indiana",0.0
1674,"Parker, Texas",0.0
1675,"Parmer, Texas",0.0
1676,"Pasco county, Florida",0.0
1677,"Pasco, Florida",0.0
1678,"Pasquotank, North Carolina",0.0
1679,"Passaic, New Jersey",0.0
1680,"Patrick, Virginia",0.0
1681,"Pawnee, Nebraska",0.0
1682,"Payette, Idaho",0.0
1683,"Pecos, Texas",0.0
1684,"Pemiscot, Missouri",0.0
1685,"Pend oreille, Washington",0.0
1686,"Pender, North Carolina",0.0016336633663366338
1687,"Pendleton, Kentucky",0.0
1688,"Pendleton, West Virginia",0.0
1689,"Pennington, Minnesota",0.0
1690,"Pennington, South Dakota",0.0
1691,"Penobscot, Maine",0.0
1692,"Peoria, Illinois",0.0
1693,"Pepin, Wisconsin",0.0
1694,"Perkins, Nebraska",0.0
1695,"Perquimans, North Carolina",0.0
1696,"Perry county, Pennsylvania",0.0
1697,"Perry, Alabama",0.0
1698,"Perry, Arkansas",0.0
1699,"Perry, Illinois",0.0
1700,"Perry, Indiana",0.0
1701,"Perry, Kentucky",0.0
1702,"Perry, Missouri",0.0
1703,"Perry, Pennsylvania",0.0
1704,"Pershing, Nevada",0.0
1705,"Person, North Carolina",0.0
1706,"Petroleum, Montana",0.0
1707,"Pettis, Missouri",0.0
1708,"Phelps, Missouri",0.0
1709,"Phelps, Nebraska",0.0
1710,"Philadelphia, Pennsylvania",0.0023333333333333335
1711,"Phillips, Arkansas",0.0
1712,"Phillips, Kansas",0.0
1713,"Phillips, Montana",0.0
1714,"Piatt, Illinois",0.0
1715,"Pickens, Alabama",0.0
1716,"Pickens, South Carolina",0.0
1717,"Pierce county, Washington",0.0
1718,"Pierce, Nebraska",0.0
1719,"Pierce, Washington",0.0
1720,"Pierce, Wisconsin",0.0
1721,"Pike, Alabama",0.0
1722,"Pike, Arkansas",0.0
1723,"Pike, Illinois",0.0
1724,"Pike, Indiana",0.0
1725,"Pike, Kentucky",0.0
1726,"Pike, Missouri",0.0
1727,"Pike, Ohio",0.0
1728,"Pike, Pennsylvania",0.0
1729,"Pima, Arizona",0.0
1730,"Pinal, Arizona",0.0
1731,"Pine, Minnesota",0.0
1732,"Pinellas, Florida",0.0
1733,"Pipestone, Minnesota",0.0
1734,"Piscataquis, Maine",0.0
1735,"Pitt, North Carolina",0.0
1736,"Pittsylvania, Virginia",0.0
1737,"Piute, Utah",0.0
1738,"Placer, California",0.0
1739,"Plaquemines, Louisiana",0.00435897435897436
1740,"Platte, Missouri",0.0
1741,"Platte, Nebraska",0.0
1742,"Platte, Wyoming",0.0
1743,"Pleasants, West Virginia",0.0
1744,"Plymouth, Massachusetts",0.0
1745,"Pocahontas, West Virginia",0.0
1746,"Poinsett, Arkansas",0.0
1747,"Pointe coupee parish, Louisiana",0.0
1748,"Pointe coupee, Louisiana",0.0
1749,"Polk, Arkansas",0.0
1750,"Polk, Florida",0.0
1751,"Polk, Minnesota",0.0
1752,"Polk, Missouri",0.0
1753,"Polk, Nebraska",0.0
1754,"Polk, North Carolina",0.0
1755,"Polk, Oregon",0.0
1756,"Polk, Texas",0.0
1757,"Polk, Wisconsin",0.0
1758,"Pondera, Montana",0.020624999999999998
1759,"Pope, Arkansas",0.0
1760,"Pope, Illinois",0.0
1761,"Pope, Minnesota",0.0
1762,"Portage county, Wisconsin",0.0
1763,"Portage, Wisconsin",0.0
1764,"Porter, Indiana",0.0
1765,"Portsmouth, Virginia",0.0
1766,"Posey, Indiana",0.0
1767,"Potter, Pennsylvania",0.0
1768,"Potter, Texas",0.0
1769,"Powder river, Montana",0.0
1770,"Powell, Kentucky",0.0
1771,"Powell, Montana",0.0
1772,"Power, Idaho",0.0
1773,"Prairie, Arkansas",0.0
1774,"Prairie, Montana",0.0
1775,"Presidio, Texas",0.0
1776,"Presque isle, Michigan",0.0
1777,"Preston, West Virginia",0.0
1778,"Price, Wisconsin",0.0
1779,"Prince george's, Maryland",0.0
1780,"Prince george, Virginia",0.0
1781,"Prince georges, Maryland",0.0
1782,"Prince william, Virginia",0.0
1783,"Providence, Rhode Island",0.0
1784,"Pulaski, Arkansas",0.0
1785,"Pulaski, Illinois",0.0
1786,"Pulaski, Indiana",0.0
1787,"Pulaski, Kentucky",0.002702702702702703
1788,"Pulaski, Missouri",0.0
1789,"Pulaski, Virginia",0.0
1790,"Putnam county, Indiana",0.0
1791,"Putnam, Florida",0.0
1792,"Putnam, Illinois",0.0
1793,"Putnam, Indiana",0.0
1794,"Putnam, Missouri",0.0
1795,"Putnam, New York",0.005952380952380952
1796,"Putnam, Tennessee",0.0
1797,"Putnam, West Virginia",0.0
1798,"Quay, New Mexico",0.0
1799,"Queen anne's, Maryland",0.0
1800,"Racine, Wisconsin",0.0
1801,"Radford, Virginia",0.0
1802,"Rains, Texas",0.0
1803,"Raleigh, West Virginia",0.0
1804,"Ramsey, Minnesota",0.0
1805,"Ramsey, North Dakota",0.0
1806,"Randall, Texas",0.0
1807,"Randolph, Alabama",0.0
1808,"Randolph, Arkansas",0.0
1809,"Randolph, Illinois",0.0
1810,"Randolph, Indiana",0.0
1811,"Randolph, Missouri",0.0
1812,"Randolph, North Carolina",0.0007354838709677419
1813,"Randolph, West Virginia",0.0
1814,"Rapides, Louisiana",0.0
1815,"Ravalli, Montana",0.0
1816,"Ray, Missouri",0.0
1817,"Reagan, Texas",0.0
1818,"Real, Texas",0.0
1819,"Red lake, Minnesota",0.0
1820,"Red river, Louisiana",0.0017
1821,"Red river, Texas",0.0
1822,"Red willow, Nebraska",0.0
1823,"Redwood, Minnesota",0.0
1824,"Reeves, Texas",0.0
1825,"Refugio, Texas",0.0
1826,"Rensselaer, New York",0.0
1827,"Renville, Minnesota",0.0
1828,"Reynolds, Missouri",0.0
1829,"Rice, Minnesota",0.0
1830,"Rich, Utah",0.0
1831,"Richardson, Nebraska",0.0
1832,"Richland, Illinois",0.0
1833,"Richland, Louisiana",0.0
1834,"Richland, Montana",0.0
1835,"Richland, Ohio",0.0
1836,"Richland, South Carolina",0.0
1837,"Richland, Wisconsin",0.0
1838,"Richmond, North Carolina",0.014804347826086958
1839,"Richmond, Virginia",0.0
1840,"Riley, Kansas",0.0
1841,"Rio arriba, New Mexico",0.00025806451612903227
1842,"Ripley, Indiana",0.0
1843,"Ripley, Missouri",0.0
1844,"Ritchie, West Virginia",0.0
1845,"Riverside, California",0.0015136226034308778
1846,"Roane, West Virginia",0.0
1847,"Roanoke, Virginia",0.0
1848,"Roberts, South Dakota",0.0
1849,"Roberts, Texas",0.0
1850,"Robertson, Texas",0.0
1851,"Robeson, North Carolina",0.0016153846153846153
1852,"Rock island, Illinois",0.0
1853,"Rock, Minnesota",0.0
1854,"Rock, Nebraska",0.0
1855,"Rock, Wisconsin",0.0
1856,"Rockbridge, Virginia",0.0
1857,"Rockcastle, Kentucky",0.0
1858,"Rockingham, New Hampshire",0.0005646036916395222
1859,"Rockingham, North Carolina",0.0
1860,"Rockingham, Virginia",0.0
1861,"Rockland, New York",0.0
1862,"Roosevelt, Montana",0.0
1863,"Roosevelt, New Mexico",0.0
1864,"Roscommon, Michigan",0.0
1865,"Roseau, Minnesota",0.0
1866,"Rosebud, Montana",0.0
1867,"Rowan county, North Carolina",0.0
1868,"Rowan, Kentucky",0.0
1869,"Rowan, North Carolina",0.0
1870,"Runnels, Texas",0.0
1871,"Rush, Indiana",0.0
1872,"Rusk, Texas",0.01108108108108108
1873,"Rusk, Wisconsin",0.0
1874,"Russell, Alabama",0.0
1875,"Russell, Kansas",0.0
1876,"Russell, Kentucky",0.0
1877,"Russell, Virginia",0.0
1878,"Rutherford, North Carolina",0.0
1879,"Rutland, Vermont",0.0
1880,"Sabine, Louisiana",0.0
1881,"Sabine, Texas",0.0
1882,"Sacramento county, California",0.0
1883,"Sacramento, California",0.0
1884,"Sagadahoc, Maine",0.0
1885,"Saginaw, Michigan",0.0
1886,"Saint bernard, Louisiana",0.0
1887,"Saint charles, Missouri",0.0
1888,"Saint clair, Michigan",0.0
1889,"Saint francois, Missouri",0.0
1890,"Saint james, Louisiana",0.014444444444444446
1891,"Saint joseph, Michigan",0.0
1892,"Saint landry, Louisiana",0.0
1893,"Saint lawrence, New York",0.0
1894,"Saint louis, Minnesota",0.0
1895,"Saint louis, Missouri",0.0
1896,"Saint marys, Maryland",0.0
1897,"Saint tammany, Louisiana",0.0
1898,"Salem, New Jersey",0.0
1899,"Salem, Virginia",0.0
1900,"Saline county, Arkansas",0.0
1901,"Saline, Arkansas",0.0
1902,"Saline, Illinois",0.0
1903,"Saline, Kansas",0.0
1904,"Saline, Missouri",0.0
1905,"Saline, Nebraska",0.0
1906,"Salt lake, Utah",0.0
1907,"Saluda, South Carolina",0.0
1908,"Sampson, North Carolina",0.0
1909,"San augustine, Texas",0.0
1910,"San benito, California",0.0
1911,"San bernardino county, California",0.0
1912,"San bernardino, California",0.0
1913,"San diego county, California",0.0
1914,"San diego, California",0.0
1915,"San francisco, California",0.0
1916,"San jacinto, Texas",0.0
1917,"San joaquin, California",0.0
1918,"San juan, New Mexico",0.0
1919,"San juan, Utah",0.0
1920,"San juan, Washington",0.0
1921,"San luis obispo, California",0.0
1922,"San mateo, California",0.0
1923,"San miguel, New Mexico",0.0
1924,"San patricio, Texas",0.0
1925,"San saba, Texas",0.0
1926,"Sanborn, South Dakota",0.0
1927,"Sanders, Montana",0.0
1928,"Sandoval, New Mexico",0.0
1929,"Sangamon, Illinois",0.0
1930,"Sanilac, Michigan",0.0
1931,"Sanpete, Utah",0.0
1932,"Santa barbara, California",0.0
1933,"Santa clara, California",0.0
1934,"Santa cruz, Arizona",0.0
1935,"Santa cruz, California",0.0
1936,"Santa fe, New Mexico",0.0
1937,"Santa rosa county, Florida",0.0
1938,"Santa rosa, Florida",0.0
1939,"Sarasota, Florida",0.0
1940,"Saratoga, New York",0.0
1941,"Sarpy, Nebraska",0.0
1942,"Sauk, Wisconsin",0.0
1943,"Saunders, Nebraska",0.0
1944,"Sawyer, Wisconsin",0.0
1945,"Schenectady, New York",0.0
1946,"Schleicher, Texas",0.0
1947,"Schoharie, New York",0.0
1948,"Schoolcraft, Michigan",0.0
1949,"Schuyler, Illinois",0.0
1950,"Schuyler, New York",0.0
1951,"Schuylkill, Pennsylvania",0.0
1952,"Scotland, Missouri",0.0
1953,"Scotland, North Carolina",0.0
1954,"Scott, Arkansas",0.0
1955,"Scott, Illinois",0.0
1956,"Scott, Indiana",0.0
1957,"Scott, Iowa",0.0
1958,"Scott, Kentucky",0.0
1959,"Scott, Minnesota",0.0
1960,"Scott, Missouri",0.0
1961,"Scott, Virginia",0.0
1962,"Scotts bluff, Nebraska",0.0
1963,"Scurry, Texas",0.0
1964,"Searcy, Arkansas",0.0
1965,"Sebastian, Arkansas",0.0
1966,"Sedgwick, Kansas",0.0
1967,"Seminole county, Florida",0.0
1968,"Seminole, Florida",0.0
1969,"Seneca, New York",0.0
1970,"Seneca, Ohio",0.0
1971,"Sevier, Arkansas",0.0
1972,"Sevier, Utah",0.0
1973,"Seward, Nebraska",0.0
1974,"Shackelford, Texas",0.0
1975,"Shannon, Missouri",0.0
1976,"Shannon, South Dakota",0.0
1977,"Sharp county, Arkansas",0.0
1978,"Sharp, Arkansas",0.0
1979,"Shasta, California",0.0
1980,"Shawano, Wisconsin",0.0
1981,"Shawnee, Kansas",0.0
1982,"Sheboygan, Wisconsin",0.0
1983,"Shelby, Alabama",0.0
1984,"Shelby, Illinois",0.0
1985,"Shelby, Indiana",0.0
1986,"Shelby, Kentucky",0.0
1987,"Shelby, Missouri",0.0
1988,"Shelby, Ohio",0.0
1989,"Shelby, Tennessee",0.0
1990,"Shelby, Texas",0.004883720930232559
1991,"Shenandoah, Virginia",0.0
1992,"Sherburne, Minnesota",0.0
1993,"Sheridan, Montana",0.0
1994,"Sheridan, Nebraska",0.0
1995,"Sheridan, Wyoming",0.0
1996,"Sherman, Nebraska",0.0
1997,"Sherman, Oregon",0.0
1998,"Sherman, Texas",0.0
1999,"Shiawassee, Michigan",0.0
2000,"Shoshone, Idaho",0.0
2001,"Sibley, Minnesota",0.0
2002,"Sierra, New Mexico",0.0
2003,"Silver bow, Montana",0.0
2004,"Silverbow, Montana",0.0
2005,"Simpson, Kentucky",0.0
2006,"Sioux, Nebraska",0.0
2007,"Siskiyou, California",0.0
2008,"Skagit, Washington",0.0
2009,"Skamania, Washington",0.0
2010,"Smith, Texas",0.0
2011,"Smyth, Virginia",0.0
2012,"Snohomish, Washington",0.0
2013,"Snyder county, Pennsylvania",0.0
2014,"Snyder, Pennsylvania",0.0
2015,"Socorro, New Mexico",0.0
2016,"Solano, California",0.0
2017,"Somerset county, Pennsylvania",0.0
2018,"Somerset, Maine",0.0
2019,"Somerset, Maryland",0.0
2020,"Somerset, New Jersey",0.0
2021,"Somerset, Pennsylvania",0.0
2022,"Somervell, Texas",0.0
2023,"Sonoma, California",0.0
2024,"Southampton, Virginia",0.0
2025,"Southeast fairbanks, Alaska",0.0
2026,"Spartanburg, South Carolina",0.0
2027,"Spencer, Indiana",0.0
2028,"Spink county, South Dakota",0.0
2029,"Spokane, Washington",0.0
2030,"Spotsylvania, Virginia",0.0
2031,"St clair, Alabama",0.0
2032,"St helena, Louisiana",0.0
2033,"St joseph, Indiana",0.0
2034,"St landry, Louisiana",0.0
2035,"St lawrence, New York",0.0
2036,"St louis, Missouri",0.0
2037,"St mary's, Maryland",0.0
2038,"St tammany, Louisiana",0.0
2039,"St. bernard, Louisiana",0.0
2040,"St. charles, Louisiana",0.0
2041,"St. charles, Missouri",0.0
2042,"St. clair county, Missouri",0.0
2043,"St. clair, Alabama",0.0
2044,"St. clair, Illinois",0.0
2045,"St. clair, Michigan",0.0
2046,"St. clair, Missouri",0.0
2047,"St. croix, Wisconsin",0.0
2048,"St. francis, Arkansas",0.0
2049,"St. francois, Missouri",0.0
2050,"St. helena, Louisiana",0.0
2051,"St. james, Louisiana",0.005473684210526316
2052,"St. john the baptist parish, Louisiana",0.0
2053,"St. john the baptist, Louisiana",0.0
2054,"St. johns, Florida",0.0
2055,"St. joseph county, Indiana",0.0
2056,"St. joseph, Indiana",0.0
2057,"St. joseph, Michigan",0.0
2058,"St. landry, Louisiana",0.0
2059,"St. lawrence, New York",0.0
2060,"St. louis city, Missouri",0.0
2061,"St. louis, Minnesota",0.0
2062,"St. louis, Missouri",0.0
2063,"St. lucie, Florida",0.0
2064,"St. martin parish, Louisiana",0.0
2065,"St. martin, Louisiana",0.0
2066,"St. mary parish, Louisiana",0.0
2067,"St. mary's county, Maryland",0.0
2068,"St. mary's, Maryland",0.0
2069,"St. mary, Louisiana",0.0
2070,"St. tammany parish, Louisiana",0.0
2071,"St. tammany, Louisiana",0.0
2072,"Stafford, Virginia",0.0
2073,"Stanislaus, California",0.0
2074,"Stanly, North Carolina",0.0
2075,"Stanton, Nebraska",0.0
2076,"Stark, Illinois",0.0
2077,"Starke, Indiana",0.0
2078,"Starr, Texas",0.0
2079,"Staunton, Virginia",0.0
2080,"Ste. genevieve, Missouri",0.0
2081,"Stearns, Minnesota",0.0
2082,"Steele, Minnesota",0.0
2083,"Stephens, Texas",0.0
2084,"Stephenson, Illinois",0.0
2085,"Sterling, Texas",0.0
2086,"Steuben, Indiana",0.0
2087,"Steuben, New York",0.0
2088,"Stevens, Minnesota",0.0
2089,"Stevens, Washington",0.0
2090,"Stillwater, Montana",0.0
2091,"Stoddard, Missouri",0.0
2092,"Stokes, North Carolina",0.0
2093,"Stone, Arkansas",0.0
2094,"Stone, Missouri",0.0
2095,"Stonewall, Texas",0.0
2096,"Storey, Nevada",0.0
2097,"Strafford, New Hampshire",0.010211864406779663
2098,"Stutsman, North Dakota",0.0
2099,"Sublette, Wyoming",0.0
2100,"Suffolk city, Virginia",0.0
2101,"Suffolk, Massachusetts",0.0
2102,"Suffolk, Virginia",0.0
2103,"Sullivan, Indiana",0.0
2104,"Sullivan, Missouri",0.0
2105,"Sullivan, New Hampshire",0.0
2106,"Sullivan, New York",0.0
2107,"Sullivan, Pennsylvania",0.0
2108,"Summers, West Virginia",0.0
2109,"Summit, Utah",0.0
2110,"Sumner, Kansas",0.0
2111,"Sumter, Alabama",0.0
2112,"Sumter, Florida",0.0
2113,"Sumter, South Carolina",0.0
2114,"Surry, North Carolina",0.0
2115,"Surry, Virginia",0.0
2116,"Susquehanna, Pennsylvania",0.0
2117,"Sussex, New Jersey",0.0
2118,"Sutter, California",0.0
2119,"Sutton, Texas",0.0
2120,"Suwannee, Florida",0.0
2121,"Swain, North Carolina",0.0
2122,"Sweet grass, Montana",0.0
2123,"Sweetwater county, Wyoming",0.0
2124,"Sweetwater, Wyoming",0.0
2125,"Swift county, Minnesota",0.0
2126,"Swift, Minnesota",0.0
2127,"Swisher, Texas",0.0
2128,"Switzerland, Indiana",0.0
2129,"Talbot, Maryland",0.0
2130,"Talladega, Alabama",0.0014313725490196078
2131,"Tallapoosa, Alabama",0.0
2132,"Taney, Missouri",0.0
2133,"Tangipahoa parish, Louisiana",0.0
2134,"Tangipahoa, Louisiana",0.0
2135,"Taos, New Mexico",0.0
2136,"Tarrant, Texas",0.0
2137,"Taylor, Florida",0.0
2138,"Taylor, Kentucky",0.0
2139,"Taylor, Texas",0.0
2140,"Taylor, West Virginia",0.0
2141,"Taylor, Wisconsin",0.0
2142,"Tazewell, Illinois",0.0
2143,"Tazewell, Virginia",0.0
2144,"Tensas, Louisiana",0.0
2145,"Terrebonne, Louisiana",0.0
2146,"Terrell, Texas",0.0
2147,"Terry, Texas",0.0
2148,"Teton, Idaho",0.0
2149,"Teton, Montana",0.0
2150,"Teton, Wyoming",0.0
2151,"Texas, Missouri",0.0
2152,"Thayer, Nebraska",0.0
2153,"Thomas, Nebraska",0.0
2154,"Throckmorton, Texas",0.0
2155,"Thurston, Nebraska",0.0
2156,"Thurston, Washington",0.0
2157,"Tillamook county, Oregon",0.0
2158,"Tillamook, Oregon",0.0
2159,"Tioga county, Pennsylvania",0.0
2160,"Tioga, New York",0.0
2161,"Tioga, Pennsylvania",0.0
2162,"Tippecanoe, Indiana",0.0
2163,"Tipton, Indiana",0.0
2164,"Titus, Texas",0.0
2165,"Todd, Kentucky",0.0
2166,"Todd, Minnesota",0.0
2167,"Todd, South Dakota",0.0
2168,"Tolland, Connecticut",0.0
2169,"Tom green, Texas",0.0
2170,"Tompkins, New York",0.0
2171,"Tooele, Utah",0.0
2172,"Toole, Montana",0.0
2173,"Torrance, New Mexico",0.0
2174,"Transylvania, North Carolina",0.0
2175,"Traverse, Minnesota",0.0
2176,"Travis, Texas",0.0
2177,"Treasure, Montana",0.0
2178,"Trempealeau, Wisconsin",0.0
2179,"Trigg, Kentucky",0.0
2180,"Trimble, Kentucky",0.0
2181,"Trinity, Texas",0.0
2182,"Tripp, South Dakota",0.0
2183,"Tucker, West Virginia",0.0
2184,"Tulare, California",0.0
2185,"Turner, South Dakota",0.0
2186,"Tuscaloosa, Alabama",0.0
2187,"Tuscola, Michigan",0.0
2188,"Twin falls, Idaho",0.0
2189,"Tyler, Texas",0.0
2190,"Tyler, West Virginia",0.0
2191,"Tyrrell, North Carolina",0.0
2192,"Uinta, Wyoming",0.0
2193,"Uintah, Utah",0.0
2194,"Ulster, New York",0.0
2195,"Umatilla, Oregon",0.0
2196,"Union county, Pennsylvania",0.0
2197,"Union parish, Louisiana",0.0
2198,"Union, Arkansas",0.0
2199,"Union, Florida",0.0
2200,"Union, Illinois",0.0
2201,"Union, Indiana",0.0
2202,"Union, Kentucky",0.0
2203,"Union, Louisiana",0.0
2204,"Union, New Mexico",0.0
2205,"Union, North Carolina",0.0
2206,"Union, Oregon",0.0
2207,"Union, Pennsylvania",0.0
2208,"Union, South Carolina",0.0
2209,"Union, South Dakota",0.0
2210,"Unknown, South Carolina",0.0
2211,"Upshur, Texas",0.0
2212,"Upshur, West Virginia",0.0
2213,"Upton, Texas",0.0
2214,"Utah, Utah",0.0
2215,"Uvalde, Texas",0.0
2216,"Val verde, Texas",0.0
2217,"Valencia, New Mexico",0.0
2218,"Valley, Idaho",0.0
2219,"Valley, Montana",0.0
2220,"Valley, Nebraska",0.0
2221,"Van buren, Arkansas",0.0
2222,"Van buren, Michigan",0.0
2223,"Van wert, Ohio",0.0
2224,"Van zandt, Texas",0.010555555555555556
2225,"Vance, North Carolina",0.0
2226,"Vanderburgh, Indiana",0.0
2227,"Venango county, Pennsylvania",0.0
2228,"Venango, Pennsylvania",0.0
2229,"Ventura, California",0.0
2230,"Vermilion, Illinois",0.0
2231,"Vermilion, Louisiana",0.0
2232,"Vermillion county, Indiana",0.0
2233,"Vermillion, Indiana",0.0
2234,"Vernon, Louisiana",0.0
2235,"Vernon, Missouri",0.0
2236,"Vernon, Wisconsin",0.0
2237,"Victoria, Texas",0.0
2238,"Vigo, Indiana",0.0
2239,"Vilas, Wisconsin",0.0
2240,"Volusia, Florida",0.0
2241,"Wabash, Illinois",0.0
2242,"Wabash, Indiana",0.0
2243,"Wabasha, Minnesota",0.0
2244,"Wabaunsee, Kansas",0.0
2245,"Wadena, Minnesota",0.0
2246,"Wahkiakum, Washington",0.0
2247,"Wake, North Carolina",0.0
2248,"Wakulla, Florida",0.0
2249,"Waldo, Maine",0.0
2250,"Walker, Alabama",0.0
2251,"Walker, Texas",0.005813953488372093
2252,"Walla walla, Washington",0.0
2253,"Waller, Texas",0.0
2254,"Wallowa, Oregon",0.0
2255,"Walsh, North Dakota",0.0
2256,"Walton, Florida",0.0
2257,"Walworth, South Dakota",0.0
2258,"Walworth, Wisconsin",0.0
2259,"Ward, Texas",0.0
2260,"Warren county, Pennsylvania",0.0
2261,"Warren, Illinois",0.0
2262,"Warren, Indiana",0.0
2263,"Warren, Kentucky",0.0
2264,"Warren, Missouri",0.0
2265,"Warren, New Jersey",0.0
2266,"Warren, New York",0.0
2267,"Warren, North Carolina",0.0
2268,"Warren, Pennsylvania",0.0
2269,"Warren, Virginia",0.0
2270,"Warrick, Indiana",0.0
2271,"Wasatch, Utah",0.0
2272,"Wasco, Oregon",0.0
2273,"Waseca, Minnesota",0.0
2274,"Washakie, Wyoming",0.0
2275,"Washburn, Wisconsin",0.0
2276,"Washington county, Rhode Island",0.0
2277,"Washington parish, Louisiana",0.0
2278,"Washington, Alabama",0.0
2279,"Washington, Arkansas",0.0
2280,"Washington, Florida",0.0
2281,"Washington, Idaho",0.0
2282,"Washington, Illinois",0.0
2283,"Washington, Indiana",0.0
2284,"Washington, Kentucky",0.0
2285,"Washington, Louisiana",0.0
2286,"Washington, Maine",0.0
2287,"Washington, Maryland",0.0
2288,"Washington, Minnesota",0.0
2289,"Washington, Missouri",0.0
2290,"Washington, Nebraska",0.0
2291,"Washington, New York",0.0
2292,"Washington, North Carolina",0.0
2293,"Washington, Oregon",0.0
2294,"Washington, Pennsylvania",0.0
2295,"Washington, Rhode Island",0.0
2296,"Washington, Texas",0.0
2297,"Washington, Utah",0.0
2298,"Washington, Vermont",0.0
2299,"Washington, Virginia",0.0
2300,"Washington, Wisconsin",0.0
2301,"Washoe, Nevada",0.00021084337349397593
2302,"Washtenaw, Michigan",0.0
2303,"Watauga, North Carolina",0.0
