,county,cyanide
2207,"West baton rouge, Louisiana",0.0
2208,"West carroll parish, Louisiana",0.0
2209,"West carroll, Louisiana",0.0
2210,"West feliciana, Louisiana",0.0
2211,"Westchester, New York",0.3125714285714286
2212,"Westmoreland, Pennsylvania",0.0
2213,"Westmoreland, Virginia",0.06705882352941177
2214,"Weston, Wyoming",0.0
2215,"Wetzel, West Virginia",0.0
2216,"Wexford, Michigan",0.0
2217,"Wharton, Texas",0.0
2218,"Whatcom, Washington",1.576086956521739
2219,"Wheeler, Nebraska",0.0
2220,"Wheeler, Oregon",0.0
2221,"Wheeler, Texas",0.0
2222,"White pine, Nevada",0.0
2223,"White, Arkansas",0.0
2224,"White, Illinois",0.0
2225,"White, Indiana",0.0
2226,"White, Tennessee",0.0
2227,"Whiteside, Illinois",0.21568627450980393
2228,"Whitley, Indiana",2.2222222222222223
2229,"Whitley, Kentucky",0.0
2230,"Whitman, Washington",0.0
2231,"Wicomico, Maryland",0.0
2232,"Wilcox, Alabama",0.0
2233,"Wilkes, North Carolina",0.0
2234,"Wilkin, Minnesota",0.0
2235,"Will, Illinois",0.28307065217391303
2236,"Willacy county, Texas",110.0
2237,"Williams, Ohio",0.0
2238,"Williamson, Illinois",0.0
2239,"Williamson, Texas",0.0
2240,"Wilson, North Carolina",0.0
2241,"Wilson, Tennessee",0.0
2242,"Wilson, Texas",0.0
2243,"Winchester, Virginia",0.0
2244,"Windham, Connecticut",0.19083969465648856
2245,"Windham, Vermont",0.1953125
2246,"Windsor, Vermont",0.3940476190476191
2247,"Winn, Louisiana",0.23255813953488372
2248,"Winnebago, Illinois",0.06837606837606838
2249,"Winnebago, Wisconsin",3.4285714285714284
2250,"Winneshiek, Iowa",0.0
2251,"Winona, Minnesota",2.2857142857142856
2252,"Winston, Alabama",0.0
2253,"Wise, Texas",0.0
2254,"Wise, Virginia",0.0
2255,"Wolfe, Kentucky",0.0
2256,"Wood, Ohio",0.0
2257,"Wood, Texas",14.333333333333334
2258,"Wood, West Virginia",0.02
2259,"Wood, Wisconsin",0.0
2260,"Woodford, Illinois",0.0
2261,"Woodford, Kentucky",0.0
2262,"Woodruff, Arkansas",0.0
2263,"Woodward, Oklahoma",0.0
2264,"Worcester, Maryland",0.0
2265,"Worcester, Massachusetts",0.11450381679389313
2266,"Wrangell, Alaska",0.0
2267,"Wright, Minnesota",0.0
2268,"Wright, Missouri",0.17083333333333336
2269,"Wyandot, Ohio",0.0
2270,"Wyandotte, Kansas",0.0
2271,"Wyoming, New York",0.35555555555555557
2272,"Wyoming, Pennsylvania",0.0
2273,"Wyoming, West Virginia",2.248484848484848
2274,"Wythe, Virginia",0.0
2275,"Yadkin, North Carolina",0.0
2276,"Yakima, Washington",0.18992248062015504
2277,"Yamhill, Oregon",0.0
2278,"Yancey, North Carolina",0.0
2279,"Yates, New York",1.3793103448275863
2280,"Yavapai, Arizona",0.0
2281,"Yell, Arkansas",0.0
2282,"Yellow medicine county, Minnesota",0.0
2283,"Yellow medicine, Minnesota",0.0
2284,"Yoakum, Texas",0.0
2285,"Yolo, California",0.0
2286,"York county, Pennsylvania",0.0
2287,"York, Maine",0.2014388489208633
2288,"York, Nebraska",0.0
2289,"York, Pennsylvania",0.0
2290,"York, Virginia",0.0
2291,"Yuba, California",8.0
2292,"Yukon-koyukuk census area, Alaska",0.0
2293,"Yukon-koyukuk, Alaska",0.0
2294,"Yuma county, Arizona",0.0
2295,"Yuma, Arizona",0.0
2296,"Zavala, Texas",0.0
