,county,carbofuran
801,"Gaston, North Carolina",0.0
802,"Gates, North Carolina",0.0
803,"Geary, Kansas",0.0
804,"Geauga, Ohio",0.0
805,"Gem, Idaho",0.0
806,"Genesee, Michigan",0.0
807,"Genesee, New York",0.0
808,"Geneva, Alabama",0.0
809,"Gentry, Missouri",0.0
810,"Georgetown, South Carolina",0.0
811,"Gibson, Indiana",0.0
812,"Gila, Arizona",0.0
813,"Gilchrist, Florida",0.0
814,"Giles, Tennessee",0.0
815,"Giles, Virginia",0.0
816,"Gillespie, Texas",0.0
817,"Gilliam, Oregon",0.0
818,"Gilmer, West Virginia",0.0
819,"Glacier, Montana",0.0
820,"Glades, Florida",0.0
821,"Gladwin, Michigan",0.0
822,"Glenn, California",0.0
823,"Gloucester, New Jersey",0.0
824,"Gogebic, Michigan",0.0
825,"Golden valley, Montana",0.0
826,"Goliad, Texas",0.0
827,"Gonzales, Texas",0.0
828,"Goodhue, Minnesota",0.0
829,"Gooding, Idaho",0.0
830,"Goshen, Wyoming",0.0
831,"Gosper, Nebraska",0.0
832,"Grady, Oklahoma",0.0
833,"Grafton, New Hampshire",0.0
834,"Graham county, Arizona",0.0
835,"Graham, Arizona",0.0
836,"Graham, North Carolina",0.0
837,"Grand isle, Vermont",0.0
838,"Grand traverse, Michigan",0.0
839,"Grand, Utah",0.0
840,"Granite, Montana",0.0
841,"Grant, Arkansas",0.0
842,"Grant, Indiana",0.0
843,"Grant, Kansas",0.0
844,"Grant, Kentucky",0.0
845,"Grant, Louisiana",0.0
846,"Grant, Minnesota",0.0
847,"Grant, Nebraska",0.0
848,"Grant, New Mexico",0.0
849,"Grant, North Dakota",0.0
850,"Grant, Oklahoma",0.0
851,"Grant, Oregon",0.0
852,"Grant, South Dakota",0.0
853,"Grant, Washington",0.0
854,"Grant, West Virginia",0.0
855,"Grant, Wisconsin",0.0
856,"Granville, North Carolina",0.0
857,"Gratiot, Michigan",0.0
858,"Graves, Kentucky",0.0
859,"Gray, Texas",0.0
860,"Grays harbor, Washington",0.0
861,"Grayson, Kentucky",0.0
862,"Grayson, Texas",0.0
863,"Grayson, Virginia",0.0
864,"Greeley, Nebraska",0.0
865,"Green lake, Wisconsin",0.0
866,"Green, Kentucky",0.0
867,"Green, Wisconsin",0.0
868,"Greenbrier, West Virginia",0.0
869,"Greene, Alabama",0.0
870,"Greene, Arkansas",0.0
871,"Greene, Illinois",0.0
872,"Greene, Indiana",0.0
873,"Greene, Missouri",0.0
874,"Greene, New York",0.0
875,"Greene, North Carolina",0.0
876,"Greene, Ohio",0.0
877,"Greene, Pennsylvania",0.0
878,"Greene, Virginia",0.0
879,"Greenlee, Arizona",0.0
880,"Greensville, Virginia",0.0
881,"Greenup, Kentucky",0.0
882,"Greenville, South Carolina",0.0
883,"Greenwood, Kansas",0.0
884,"Greenwood, South Carolina",0.0
885,"Greer, Oklahoma",0.0
886,"Gregg, Texas",0.0
887,"Gregory, South Dakota",0.0
888,"Grimes, Texas",0.0
889,"Grundy, Illinois",0.0
890,"Grundy, Missouri",0.0
891,"Guadalupe, New Mexico",0.0
892,"Guadalupe, Texas",0.0
893,"Guilford, North Carolina",0.0
894,"Guillford, North Carolina",0.0
895,"Gulf, Florida",0.0
896,"Hale, Alabama",0.0
897,"Hale, Texas",0.0
898,"Halifax, North Carolina",0.0
899,"Halifax, Virginia",0.0
900,"Hall, Nebraska",0.0
901,"Hall, Texas",0.0
902,"Hamilton, Florida",0.0
903,"Hamilton, Indiana",0.0
904,"Hamilton, Nebraska",0.0
905,"Hamilton, New York",0.0
906,"Hamilton, Ohio",0.2222222222222222
907,"Hamilton, Tennessee",0.0
908,"Hamilton, Texas",0.0
909,"Hamlin, South Dakota",0.0
910,"Hampden, Massachusetts",0.0
911,"Hampshire, Massachusetts",0.0
912,"Hampshire, West Virginia",0.0
913,"Hampton, South Carolina",0.0
914,"Hancock, Illinois",0.0
915,"Hancock, Indiana",0.0
916,"Hancock, Kentucky",0.0
917,"Hancock, Maine",0.0
918,"Hancock, West Virginia",0.0
919,"Hanover, Virginia",0.0
920,"Hansford, Texas",0.0
921,"Hardee, Florida",0.0
922,"Hardeman, Texas",0.0
923,"Hardin, Illinois",0.0
924,"Hardin, Kentucky",0.0
925,"Hardin, Texas",0.0
926,"Harding, New Mexico",0.0
927,"Hardy, West Virginia",0.0
928,"Harford county, Maryland",0.0
929,"Harford, Maryland",0.0
930,"Harlan, Kentucky",0.0
931,"Harlan, Nebraska",0.0
932,"Harnett, North Carolina",0.0
933,"Harney, Oregon",0.0
934,"Harper, Oklahoma",0.0
935,"Harris, Texas",0.0
936,"Harrison, Indiana",0.0
937,"Harrison, Kentucky",0.0
938,"Harrison, Missouri",0.0
939,"Harrison, Texas",0.0
940,"Harrison, West Virginia",0.0
941,"Harrisonburg, Virginia",0.0
942,"Hart, Kentucky",0.0
943,"Hartford, Connecticut",0.0
944,"Haskell, Texas",0.0
945,"Hawaii, Hawaii",0.0
946,"Hawkins, Tennessee",0.0
947,"Hayes, Nebraska",0.0
948,"Hays, Texas",0.0
949,"Haywood, North Carolina",0.0
950,"Hemphill, Texas",0.0
951,"Hempstead, Arkansas",0.0
952,"Henderson, Illinois",0.0
953,"Henderson, Kentucky",0.0
954,"Henderson, North Carolina",0.0
955,"Henderson, Texas",0.0
956,"Hendricks, Indiana",0.0
957,"Hendry, Florida",0.0
958,"Hennepin, Minnesota",0.0
959,"Henrico, Virginia",0.0
960,"Henry, Alabama",0.0
961,"Henry, Illinois",0.0
962,"Henry, Indiana",0.0
963,"Henry, Kentucky",0.0
964,"Henry, Missouri",0.0
965,"Henry, Ohio",0.0
966,"Henry, Virginia",0.0
967,"Herkimer, New York",0.0
968,"Hernando, Florida",0.0
969,"Hertford, North Carolina",0.0
970,"Hickman, Kentucky",0.0
971,"Hickory, Missouri",0.0
972,"Hidalgo, New Mexico",0.0
973,"Hidalgo, Texas",0.0
974,"Highland, Ohio",0.0
975,"Highlands, Florida",0.0
976,"Hill, Montana",0.0
977,"Hill, Texas",0.0
978,"Hills, Florida",0.0
979,"Hills, New Hampshire",0.0
980,"Hillsborough county, Florida",0.0
981,"Hillsborough county, New Hampshire",0.0
982,"Hillsborough, Florida",0.0
983,"Hillsborough, New Hampshire",0.0
984,"Hillsdale, Michigan",0.0
985,"Hitchcock, Nebraska",0.0
986,"Hocking, Ohio",0.0
987,"Hockley, Texas",0.0
988,"Hoke, North Carolina",0.0
989,"Holmes, Florida",0.0
990,"Holmes, Ohio",0.0
991,"Holt, Missouri",0.0
992,"Holt, Nebraska",0.0
993,"Honolulu, Hawaii",0.0
994,"Hood river, Oregon",0.0
995,"Hood, Texas",0.0
996,"Hooker, Nebraska",0.0
997,"Hopewell, Virginia",0.0
998,"Hopkins, Kentucky",0.0
999,"Hopkins, Texas",0.0
1000,"Horry, South Carolina",0.0
1001,"Hot spring, Arkansas",0.0
1002,"Hot springs, Wyoming",0.0
1003,"Houghton, Michigan",0.0
1004,"Houston, Alabama",0.0
1005,"Houston, Minnesota",0.0
1006,"Houston, Texas",0.0
1007,"Howard, Arkansas",0.0
1008,"Howard, Indiana",0.0
1009,"Howard, Maryland",0.0
1010,"Howard, Missouri",0.0
1011,"Howard, Nebraska",0.0
1012,"Howard, Texas",0.0
1013,"Howell, Missouri",0.0
1014,"Hubbard, Minnesota",0.0
1015,"Hudson, New Jersey",0.0
1016,"Hughes, Oklahoma",0.0
1017,"Hughes, South Dakota",0.0
1018,"Humboldt, Nevada",0.0
1019,"Hunt, Texas",0.0
1020,"Hunterdon, New Jersey",0.0
1021,"Huntingdon, Pennsylvania",0.0
1022,"Huntington, Indiana",0.0
1023,"Huron, Michigan",0.0
1024,"Huron, Ohio",0.0
1025,"Hutchinson, Texas",0.0
1026,"Hyde, North Carolina",0.0
1027,"Iberia parish, Louisiana",0.0
1028,"Iberia, Louisiana",0.0
1029,"Iberville, Louisiana",0.0
1030,"Idaho, Idaho",0.0
1031,"Imperial, California",0.0
1032,"Independence, Arkansas",0.0
1033,"Indian river, Florida",0.0
1034,"Indiana, Pennsylvania",0.0
1035,"Ingham, Michigan",0.0
1036,"Inyo, California",0.0
1037,"Ionia, Michigan",0.0
1038,"Iosco, Michigan",0.0
1039,"Iowa, Wisconsin",0.0
1040,"Iredell, North Carolina",0.0
1041,"Iron, Michigan",0.0
1042,"Iron, Missouri",0.0
1043,"Iron, Utah",0.0
1044,"Iron, Wisconsin",0.0
1045,"Iroquois, Illinois",0.0
1046,"Isabella, Michigan",0.0
1047,"Isanti, Minnesota",0.0
1048,"Island, Washington",0.0
1049,"Itasca, Minnesota",0.0
1050,"Izard, Arkansas",0.0
1051,"Jack, Texas",0.0
1052,"Jackson county, Florida",0.0
1053,"Jackson, Alabama",0.0
1054,"Jackson, Arkansas",0.0
1055,"Jackson, Florida",0.0
1056,"Jackson, Illinois",0.0
1057,"Jackson, Indiana",0.0
1058,"Jackson, Kansas",0.0
1059,"Jackson, Kentucky",0.0
1060,"Jackson, Louisiana",0.0
1061,"Jackson, Michigan",0.0
1062,"Jackson, Minnesota",0.0
1063,"Jackson, Missouri",0.0
1064,"Jackson, North Carolina",0.001702127659574468
1065,"Jackson, Oregon",0.0
1066,"Jackson, Texas",0.0
1067,"Jackson, West Virginia",0.0
1068,"Jackson, Wisconsin",0.0
1069,"James city, Virginia",0.0
1070,"Jasper county, Missouri",0.0
1071,"Jasper, Illinois",0.0
1072,"Jasper, Indiana",0.0
1073,"Jasper, Missouri",0.0
1074,"Jasper, South Carolina",0.0
1075,"Jasper, Texas",0.0
1076,"Jay, Indiana",0.0
1077,"Jefferson county, Florida",0.0
1078,"Jefferson county, Pennsylvania",0.0
1079,"Jefferson davis, Louisiana",0.0
1080,"Jefferson, Alabama",0.0
1081,"Jefferson, Arkansas",0.0
1082,"Jefferson, Florida",0.0
1083,"Jefferson, Idaho",0.0
1084,"Jefferson, Indiana",0.0
1085,"Jefferson, Kansas",0.0
1086,"Jefferson, Kentucky",0.0
1087,"Jefferson, Louisiana",0.0
1088,"Jefferson, Missouri",0.0
1089,"Jefferson, Montana",0.0
1090,"Jefferson, Nebraska",0.0
1091,"Jefferson, New York",0.0
1092,"Jefferson, Oklahoma",0.0
1093,"Jefferson, Oregon",0.0
1094,"Jefferson, Pennsylvania",0.0
1095,"Jefferson, Texas",0.0
1096,"Jefferson, Washington",0.0
1097,"Jefferson, West Virginia",0.0
1098,"Jefferson, Wisconsin",0.0
1099,"Jennings, Indiana",0.0
1100,"Jerome, Idaho",0.0
1101,"Jersey, Illinois",0.0
1102,"Jessamine, Kentucky",0.0
1103,"Jim hogg, Texas",0.0
1104,"Jim wells, Texas",0.0
1105,"Jo daviess, Illinois",0.0
1106,"Johnson, Arkansas",0.0
1107,"Johnson, Illinois",0.0
1108,"Johnson, Indiana",0.0
1109,"Johnson, Kansas",0.0
1110,"Johnson, Kentucky",0.0
1111,"Johnson, Missouri",0.0
1112,"Johnson, Nebraska",0.0
1113,"Johnson, Texas",0.0
1114,"Johnson, Wyoming",0.0
1115,"Johnston, North Carolina",0.0
1116,"Jones, North Carolina",0.0
1117,"Jones, Texas",0.0
1118,"Josephine, Oregon",0.0
1119,"Juab, Utah",0.0
1120,"Judith basin, Montana",0.0
1121,"Juneau city and, Alaska",0.0
1122,"Juneau, Wisconsin",0.0
1123,"Juniata, Pennsylvania",0.0
1124,"Kalamazoo, Michigan",0.0
1125,"Kalkaska, Michigan",0.0
1126,"Kanabec, Minnesota",0.0
1127,"Kanawha, West Virginia",0.0
1128,"Kandiyohi, Minnesota",0.0
1129,"Kane, Illinois",0.0
1130,"Kane, Utah",0.0
1131,"Kankakee, Illinois",0.0
1132,"Karnes, Texas",0.0
1133,"Kauai, Hawaii",0.0
1134,"Kaufman, Texas",0.0
1135,"Kay, Oklahoma",0.0
1136,"Kearney, Nebraska",0.0
1137,"Keith, Nebraska",0.0
1138,"Kendall, Illinois",0.0
1139,"Kendall, Texas",0.0
1140,"Kennebec, Maine",0.0
1141,"Kenosha, Wisconsin",0.0
1142,"Kent, Maryland",0.0
1143,"Kent, Michigan",0.0
1144,"Kent, Rhode Island",0.0
1145,"Kent, Texas",0.0
1146,"Kenton, Kentucky",0.0
1147,"Kern, California",0.0
1148,"Kerr, Texas",0.0
1149,"Kershaw, South Carolina",0.0
1150,"Ketchikan gateway, Alaska",0.0
1151,"Kewaunee, Wisconsin",0.0
1152,"Keweenaw, Michigan",0.0
1153,"Keya paha, Nebraska",0.0
1154,"Kimball, Nebraska",0.0
1155,"Kimble, Texas",0.0
1156,"King george, Virginia",0.0
1157,"King william, Virginia",0.0
1158,"King, Texas",0.0
1159,"King, Washington",0.0
1160,"Kingfisher, Oklahoma",0.0
1161,"Kings, California",0.0
1162,"Kingsbury, South Dakota",0.0
1163,"Kitsap, Washington",0.0
1164,"Kittitas, Washington",0.0
1165,"Kittson, Minnesota",0.0
1166,"Klamath, Oregon",0.0
1167,"Kleberg, Texas",0.0
1168,"Klickitat, Washington",0.0
1169,"Knott, Kentucky",0.0
1170,"Knox, Illinois",0.0
1171,"Knox, Indiana",0.0
1172,"Knox, Kentucky",0.0
1173,"Knox, Maine",0.0
1174,"Knox, Nebraska",0.0
1175,"Knox, Ohio",0.0
1176,"Knox, Tennessee",0.0
1177,"Knox, Texas",0.0
1178,"Koochiching county, Minnesota",0.0
1179,"Koochiching, Minnesota",0.0
1180,"Kootenai, Idaho",0.0
1181,"Kosciusko, Indiana",0.0
1182,"La crosse, Wisconsin",0.0
1183,"La grange, Indiana",0.0
1184,"La paz, Arizona",0.0
1185,"La plata, Colorado",0.0
1186,"La porte, Indiana",0.0
1187,"La salle, Illinois",0.0
1188,"La salle, Louisiana",0.0
1189,"La salle, Texas",0.0
1190,"Labette, Kansas",0.0
1191,"Lac qui parle, Minnesota",0.0
1192,"Lackawanna, Pennsylvania",0.0
1193,"Laclede, Missouri",0.0
1194,"Lafayette parish, Louisiana",0.0
1195,"Lafayette, Arkansas",0.0
1196,"Lafayette, Florida",0.0
1197,"Lafayette, Louisiana",0.0
1198,"Lafayette, Missouri",0.0
1199,"Lafayette, Wisconsin",0.0
1200,"Lafourche, Louisiana",0.0
1201,"Lagrange, Indiana",0.0
1202,"Lake, California",0.0
1203,"Lake, Florida",0.0
1204,"Lake, Illinois",0.0
1205,"Lake, Indiana",0.0
1206,"Lake, Michigan",0.0
1207,"Lake, Minnesota",0.0
1208,"Lake, Montana",0.0
1209,"Lake, Oregon",0.0
1210,"Lake, South Dakota",0.0
1211,"Lamar, Alabama",0.0
1212,"Lamar, Texas",0.0
1213,"Lamb, Texas",0.0
1214,"Lamoille, Vermont",0.0
1215,"Lamoure, North Dakota",0.0
1216,"Lampasas, Texas",0.0
1217,"Lancaster county, Pennsylvania",0.0
1218,"Lancaster, Nebraska",0.0
1219,"Lancaster, Pennsylvania",0.0
1220,"Lancaster, South Carolina",0.0
1221,"Lancaster, Virginia",0.0
1222,"Lander, Nevada",0.0
1223,"Lane, Oregon",0.0
1224,"Langlade, Wisconsin",0.0
1225,"Lapeer, Michigan",0.0
1226,"Laporte, Indiana",0.0
1227,"Laramie, Wyoming",0.0
1228,"Larue, Kentucky",0.0
1229,"Lasalle, Illinois",0.0
1230,"Latah, Idaho",0.0
1231,"Lauderdale, Alabama",0.0
1232,"Laurel, Kentucky",0.0
1233,"Laurens, South Carolina",0.0
1234,"Lavaca, Texas",0.0
1235,"Lawrence county, Arkansas",0.0
1236,"Lawrence, Alabama",0.0
1237,"Lawrence, Arkansas",0.0
1238,"Lawrence, Illinois",0.0
1239,"Lawrence, Indiana",0.0
1240,"Lawrence, Kentucky",0.0
1241,"Lawrence, Missouri",0.0
1242,"Lawrence, Ohio",0.0
1243,"Lawrence, Pennsylvania",0.0
1244,"Lawrence, South Dakota",0.0
1245,"Lawrence, Tennessee",0.0
1246,"Le sueur, Minnesota",0.0
1247,"Lea, New Mexico",0.0
1248,"Leavenworth, Kansas",0.0
1249,"Lebanon county, Pennsylvania",0.0
1250,"Lebanon, Pennsylvania",0.0
1251,"Lee county, South Carolina",0.0
1252,"Lee, Alabama",0.0
1253,"Lee, Arkansas",0.0
1254,"Lee, Florida",0.0
1255,"Lee, Illinois",0.0
1256,"Lee, Kentucky",0.0
1257,"Lee, North Carolina",0.0
1258,"Lee, South Carolina",0.0
1259,"Lee, Texas",0.0
1260,"Leelanau, Michigan",0.0
1261,"Lehigh county, Pennsylvania",0.0
1262,"Lehigh, Pennsylvania",0.0
1263,"Lemhi, Idaho",0.0
1264,"Lenawee, Michigan",0.0
1265,"Lenoir, North Carolina",0.0
1266,"Leon, Florida",0.0
1267,"Leon, Texas",0.0
1268,"Leslie, Kentucky",0.0
1269,"Letcher, Kentucky",0.0
1270,"Levy county, Florida",0.0
1271,"Levy, Florida",0.0
1272,"Lewis and clark, Montana",0.0
1273,"Lewis, Idaho",0.0
1274,"Lewis, Kentucky",0.0
1275,"Lewis, Missouri",0.0
1276,"Lewis, New York",0.0
1277,"Lewis, Washington",0.0
1278,"Lewis, West Virginia",0.0
1279,"Lexington county, South Carolina",0.0
1280,"Lexington, South Carolina",0.0
1281,"Liberty, Florida",0.0
1282,"Liberty, Montana",0.0
1283,"Liberty, Texas",0.0
1284,"Licking, Ohio",0.0
1285,"Limestone, Alabama",0.0
1286,"Limestone, Texas",0.0
1287,"Lincoln parish, Louisiana",0.0
1288,"Lincoln, Arkansas",0.0
1289,"Lincoln, Idaho",0.0
1290,"Lincoln, Kentucky",0.0
1291,"Lincoln, Louisiana",0.0
1292,"Lincoln, Maine",0.0
1293,"Lincoln, Minnesota",0.0
1294,"Lincoln, Missouri",0.0
1295,"Lincoln, Montana",0.0
1296,"Lincoln, Nebraska",0.0
1297,"Lincoln, Nevada",0.0
1298,"Lincoln, New Mexico",0.0
1299,"Lincoln, North Carolina",0.0
1300,"Lincoln, Oklahoma",0.0
1301,"Lincoln, Oregon",0.0
1302,"Lincoln, Washington",0.0
1303,"Lincoln, West Virginia",0.0
1304,"Lincoln, Wisconsin",0.0
1305,"Lincoln, Wyoming",0.0
1306,"Linn county, Oregon",0.0
1307,"Linn, Kansas",0.0
1308,"Linn, Missouri",0.0
1309,"Linn, Oregon",0.0
1310,"Litchfield, Connecticut",0.0
1311,"Little river, Arkansas",0.0
1312,"Live oak, Texas",0.0
1313,"Livingston county, New York",0.0
1314,"Livingston parish, Louisiana",0.0
1315,"Livingston, Illinois",0.0
1316,"Livingston, Kentucky",0.0
1317,"Livingston, Louisiana",0.0
1318,"Livingston, Michigan",0.0
1319,"Livingston, Missouri",0.0
1320,"Livingston, New York",0.0
1321,"Llano, Texas",0.0
1322,"Logan, Arkansas",0.0
1323,"Logan, Illinois",0.0
1324,"Logan, Nebraska",0.0
1325,"Logan, Ohio",0.0
1326,"Logan, West Virginia",0.0
1327,"Lonoke, Arkansas",0.0
1328,"Los alamos, New Mexico",0.0
1329,"Los angeles, California",0.0
1330,"Loudoun, Virginia",0.0
1331,"Louisa, Virginia",0.0
1332,"Loup, Nebraska",0.0
1333,"Love, Oklahoma",0.0
1334,"Lowndes, Alabama",0.0
1335,"Lubbock, Texas",0.0
1336,"Lucas, Ohio",0.0
1337,"Luce, Michigan",0.0
1338,"Luna, New Mexico",0.0
1339,"Lunenburg, Virginia",0.0
1340,"Luzerne county, Pennsylvania",0.0
1341,"Luzerne, Pennsylvania",0.0
1342,"Lycoming county, Pennsylvania",0.0
1343,"Lycoming, Pennsylvania",0.0
1344,"Lyman, South Dakota",0.0
1345,"Lynchburg, Virginia",0.0
1346,"Lynn, Texas",0.0
1347,"Lyon, Kansas",0.0
1348,"Lyon, Kentucky",0.0
1349,"Lyon, Minnesota",0.0
1350,"Lyon, Nevada",0.0
1351,"Mackinac, Michigan",0.0
1352,"Macomb, Michigan",0.0
1353,"Macon, Alabama",0.0
1354,"Macon, Illinois",0.0
1355,"Macon, Missouri",0.0
1356,"Macon, North Carolina",0.0
1357,"Macoupin, Illinois",0.0
1358,"Madera, California",0.0
1359,"Madison, Alabama",0.0
1360,"Madison, Florida",0.0
1361,"Madison, Idaho",0.0
1362,"Madison, Illinois",0.0
1363,"Madison, Indiana",0.0
1364,"Madison, Kentucky",0.0
1365,"Madison, Louisiana",0.0
1366,"Madison, Missouri",0.0
1367,"Madison, Montana",0.0
1368,"Madison, Nebraska",0.0
1369,"Madison, New York",0.0
1370,"Madison, North Carolina",0.0
1371,"Madison, Ohio",0.0
1372,"Madison, Texas",0.0
1373,"Madison, Virginia",0.0
1374,"Magoffin, Kentucky",0.0
1375,"Mahnomen, Minnesota",0.0
1376,"Malheur, Oregon",0.0
1377,"Manassas, Virginia",0.0
1378,"Manatee county, Florida",0.0
1379,"Manatee, Florida",0.0
1380,"Manistee, Michigan",0.0
1381,"Manitowoc, Wisconsin",0.0
1382,"Marathon, Wisconsin",0.0
1383,"Marengo, Alabama",0.0
1384,"Maricopa, Arizona",0.0
1385,"Maries county, Missouri",0.0
1386,"Maries, Missouri",0.0
1387,"Marin, California",0.0
1388,"Marinette, Wisconsin",0.0
1389,"Marion county, Missouri",0.0
1390,"Marion, Alabama",0.0
1391,"Marion, Arkansas",0.0
1392,"Marion, Florida",0.0
1393,"Marion, Illinois",0.0
1394,"Marion, Indiana",0.0
1395,"Marion, Kansas",0.0
1396,"Marion, Kentucky",0.0
1397,"Marion, Missouri",0.0
1398,"Marion, Ohio",0.0
1399,"Marion, Oregon",0.0
1400,"Marion, South Carolina",0.0
1401,"Marion, Texas",0.0
1402,"Marion, West Virginia",0.0
1403,"Mariposa, California",0.0
1404,"Marlboro, South Carolina",0.0
1405,"Marquette, Michigan",0.0
1406,"Marquette, Wisconsin",0.0
1407,"Marshall, Alabama",0.0
1408,"Marshall, Illinois",0.0
1409,"Marshall, Indiana",0.0
1410,"Marshall, Kentucky",0.0
1411,"Marshall, Minnesota",0.0
1412,"Marshall, West Virginia",0.0
1413,"Martin county, Florida",0.0
1414,"Martin, Florida",0.0
1415,"Martin, Indiana",0.0
1416,"Martin, Kentucky",0.0
1417,"Martin, Minnesota",0.0
1418,"Martin, North Carolina",0.0
1419,"Martin, Texas",0.0
1420,"Martinsville, Virginia",0.0
1421,"Mason, Illinois",0.0
1422,"Mason, Kentucky",0.0
1423,"Mason, Michigan",0.0
1424,"Mason, Texas",0.0
1425,"Mason, Washington",0.0
1426,"Mason, West Virginia",0.0
1427,"Massac, Illinois",0.0
1428,"Matagorda, Texas",0.0
1429,"Maui, Hawaii",0.0
1430,"Maverick, Texas",0.0
1431,"Mayes, Oklahoma",0.0
1432,"Mcclain, Oklahoma",0.0
1433,"Mccone, Montana",0.0
1434,"Mccook, South Dakota",0.0
1435,"Mccormick, South Carolina",0.0
1436,"Mccracken, Kentucky",0.0
1437,"Mccreary, Kentucky",0.0
1438,"Mcculloch, Texas",0.0
1439,"Mccurtain, Oklahoma",0.0
1440,"Mcdonald, Missouri",0.0
1441,"Mcdonough, Illinois",0.0
1442,"Mcdowell, North Carolina",0.0
1443,"Mcdowell, West Virginia",0.0
1444,"Mchenry, Illinois",0.0
1445,"Mckean county, Pennsylvania",0.0
1446,"Mckean, Pennsylvania",0.0
1447,"Mckenzie, North Dakota",0.0
1448,"Mckinley, New Mexico",0.0
1449,"Mclean, Illinois",0.0
1450,"Mclean, Kentucky",0.0
1451,"Mclennan, Texas",0.0
1452,"Mcleod, Minnesota",0.0
1453,"Mcpherson, Nebraska",0.0
1454,"Meade, Kentucky",0.0
1455,"Meade, South Dakota",0.0
1456,"Meagher, Montana",0.0
1457,"Mecklenburg, North Carolina",0.0
1458,"Mecklenburg, Virginia",0.0
1459,"Mecosta, Michigan",0.0
1460,"Medina, Ohio",0.0
1461,"Medina, Texas",0.0
1462,"Meeker, Minnesota",0.0
1463,"Meigs, Ohio",0.0
1464,"Menard, Illinois",0.0
1465,"Menard, Texas",0.0
1466,"Mendocino, California",0.0
1467,"Menifee, Kentucky",0.0
1468,"Menominee, Michigan",0.0
1469,"Merced, California",0.0
1470,"Mercer county, Pennsylvania",0.0
1471,"Mercer, Illinois",0.0
1472,"Mercer, Kentucky",0.0
1473,"Mercer, Missouri",0.0
1474,"Mercer, New Jersey",0.0
1475,"Mercer, Pennsylvania",0.0
1476,"Mercer, West Virginia",0.0
1477,"Merrick, Nebraska",0.0
1478,"Merrimack, New Hampshire",0.0
1479,"Miami, Indiana",0.0
1480,"Miami, Kansas",0.0
1481,"Miami, Ohio",0.0
1482,"Miami-dade, Florida",0.0
1483,"Middlesex, Connecticut",0.0
1484,"Middlesex, Massachusetts",0.0
1485,"Middlesex, New Jersey",0.0
1486,"Midland, Michigan",0.0
1487,"Midland, Texas",0.0
1488,"Mifflin county, Pennsylvania",0.0
1489,"Mifflin, Pennsylvania",0.0
1490,"Milam, Texas",0.0
1491,"Millard, Utah",0.0
1492,"Mille lacs county, Minnesota",0.0
1493,"Mille lacs, Minnesota",0.0
1494,"Miller, Arkansas",0.0
1495,"Miller, Missouri",0.0
1496,"Mills, Texas",0.0
1497,"Milwaukee, Wisconsin",0.0
1498,"Miner, South Dakota",0.0
1499,"Mineral, Montana",0.0
1500,"Mineral, Nevada",0.0
1501,"Mineral, West Virginia",0.0
1502,"Mingo, West Virginia",0.0
1503,"Minidoka, Idaho",0.0
1504,"Minnehaha, South Dakota",0.0
1505,"Missaukee, Michigan",0.0
1506,"Mississippi, Arkansas",0.0
1507,"Mississippi, Missouri",0.0
1508,"Missoula, Montana",0.0
1509,"Mitchell, Kansas",0.0
1510,"Mitchell, North Carolina",0.0
1511,"Mitchell, Texas",0.0
1512,"Mobile, Alabama",0.0
1513,"Modoc, California",0.0
1514,"Mohave, Arizona",0.0
1515,"Moniteau, Missouri",0.0
1516,"Monmouth, New Jersey",0.0
1517,"Mono, California",0.0
1518,"Monongalia, West Virginia",0.0
1519,"Monroe county, Pennsylvania",0.0
1520,"Monroe, Alabama",0.0
1521,"Monroe, Arkansas",0.0
1522,"Monroe, Florida",0.0
1523,"Monroe, Illinois",0.0
1524,"Monroe, Indiana",0.0
1525,"Monroe, Kentucky",0.0
1526,"Monroe, Michigan",0.0
1527,"Monroe, Missouri",0.0
1528,"Monroe, New York",0.0
1529,"Monroe, Ohio",0.0
1530,"Monroe, Pennsylvania",0.0
1531,"Monroe, West Virginia",0.0
1532,"Monroe, Wisconsin",0.0
1533,"Montague, Texas",0.0
1534,"Montcalm, Michigan",0.0
1535,"Monterey, California",0.0
1536,"Montgomery county, Pennsylvania",0.0
1537,"Montgomery, Alabama",0.0
1538,"Montgomery, Arkansas",0.0
1539,"Montgomery, Illinois",0.0
1540,"Montgomery, Indiana",0.0
1541,"Montgomery, Kansas",0.0
1542,"Montgomery, Kentucky",0.0
1543,"Montgomery, Maryland",0.0
1544,"Montgomery, Missouri",0.0
1545,"Montgomery, New York",0.0
1546,"Montgomery, North Carolina",0.0
1547,"Montgomery, Ohio",0.0
1548,"Montgomery, Pennsylvania",0.0
1549,"Montgomery, Texas",0.0
1550,"Montgomery, Virginia",0.0
1551,"Montmorency, Michigan",0.0
1552,"Montour, Pennsylvania",0.0
1553,"Moody, South Dakota",0.0
1554,"Moore, North Carolina",0.0
1555,"Moore, Texas",0.0
1556,"Mora, New Mexico",0.0
1557,"Morehouse, Louisiana",0.0
1558,"Morgan, Alabama",0.0
1559,"Morgan, Illinois",0.0
1560,"Morgan, Indiana",0.0
1561,"Morgan, Kentucky",0.0
1562,"Morgan, Missouri",0.0
1563,"Morgan, Utah",0.0
1564,"Morgan, West Virginia",0.0
1565,"Morrill, Nebraska",0.0
1566,"Morris, Kansas",0.0
1567,"Morris, New Jersey",0.0
1568,"Morrison, Minnesota",0.0
1569,"Morrow, Ohio",0.0
1570,"Morrow, Oregon",0.0
