,county,heptachlor
2324,"Warrick, Indiana",0.0
2325,"Wasatch, Utah",0.0
2326,"Wasco, Oregon",0.0
2327,"Waseca, Minnesota",0.0
2328,"Washakie, Wyoming",0.0
2329,"Washburn, Wisconsin",0.0
2330,"Washington county, Rhode Island",0.0
2331,"Washington parish, Louisiana",0.0
2332,"Washington, Alabama",0.0
2333,"Washington, Arkansas",0.0
2334,"Washington, Florida",0.0
2335,"Washington, Idaho",0.0
2336,"Washington, Illinois",0.0
2337,"Washington, Indiana",0.0
2338,"Washington, Kentucky",0.0
2339,"Washington, Louisiana",0.0
2340,"Washington, Maine",0.0
2341,"Washington, Maryland",0.0
2342,"Washington, Minnesota",0.0
2343,"Washington, Missouri",0.0
2344,"Washington, Nebraska",0.0
2345,"Washington, New York",0.0
2346,"Washington, North Carolina",0.0
2347,"Washington, Oklahoma",0.0
2348,"Washington, Oregon",0.0
2349,"Washington, Pennsylvania",0.0
2350,"Washington, Rhode Island",0.0
2351,"Washington, Texas",0.0
2352,"Washington, Utah",0.0
2353,"Washington, Vermont",0.0
2354,"Washington, Virginia",0.0
2355,"Washington, Wisconsin",0.0
2356,"Washita, Oklahoma",0.0
2357,"Washoe, Nevada",0.0
2358,"Washtenaw, Michigan",0.0
2359,"Watauga, North Carolina",0.0
2360,"Watonwan, Minnesota",0.0
2361,"Waukesha, Wisconsin",0.0
2362,"Waupaca, Wisconsin",0.0
2363,"Waushara, Wisconsin",0.0
2364,"Wayne, Illinois",0.0
2365,"Wayne, Indiana",0.0
2366,"Wayne, Kentucky",0.0
2367,"Wayne, Michigan",0.0
2368,"Wayne, Missouri",0.0
2369,"Wayne, Nebraska",0.0
2370,"Wayne, New York",0.0
2371,"Wayne, North Carolina",0.0
2372,"Wayne, Pennsylvania",0.0
2373,"Wayne, Utah",0.0
2374,"Wayne, West Virginia",0.0
2375,"Waynesboro city, Virginia",0.0
2376,"Webb county, Texas",0.0
2377,"Webb, Texas",0.0
2378,"Weber, Utah",0.0
2379,"Webster, Kentucky",0.0
2380,"Webster, Louisiana",0.0
2381,"Webster, Missouri",0.0
2382,"Webster, Nebraska",0.0
2383,"Webster, West Virginia",0.0
2384,"Wells, Indiana",0.0
2385,"Wells, North Dakota",0.0
2386,"West baton rouge, Louisiana",0.0
2387,"West carroll parish, Louisiana",0.0
2388,"West carroll, Louisiana",0.0
2389,"West feliciana, Louisiana",0.0
2390,"Westchester, New York",0.0
2391,"Westmoreland, Pennsylvania",0.0
2392,"Westmoreland, Virginia",0.0
2393,"Weston, Wyoming",0.0
2394,"Wetzel, West Virginia",0.0
2395,"Wexford, Michigan",0.0
2396,"Wharton, Texas",0.0
2397,"Whatcom, Washington",0.0
2398,"Wheatland, Montana",0.0
2399,"Wheeler, Nebraska",0.0
2400,"Wheeler, Oregon",0.0
2401,"Wheeler, Texas",0.0
2402,"White pine, Nevada",0.0
2403,"White, Arkansas",0.0
2404,"White, Illinois",0.0
2405,"White, Indiana",0.0
2406,"Whiteside, Illinois",0.0011973684210526316
2407,"Whitley, Indiana",0.0
2408,"Whitley, Kentucky",0.0
2409,"Whitman, Washington",0.0
2410,"Wibaux, Montana",0.0
2411,"Wichita, Texas",0.0
2412,"Wicomico, Maryland",0.0
2413,"Wilbarger, Texas",0.0
2414,"Wilcox, Alabama",0.0
2415,"Wilkes, North Carolina",0.0
2416,"Will, Illinois",0.0005039123630672926
2417,"Willacy county, Texas",0.0
2418,"Willacy, Texas",0.0
2419,"Williams, North Dakota",0.0
2420,"Williamsburg, South Carolina",0.0
2421,"Williamson, Illinois",0.0
2422,"Williamson, Texas",0.0
2423,"Wilson, Kansas",0.0
2424,"Wilson, North Carolina",0.0
2425,"Wilson, Texas",0.0
2426,"Winchester, Virginia",0.0
2427,"Windham, Connecticut",0.0
2428,"Windham, Vermont",0.0
2429,"Windsor, Vermont",0.0
2430,"Winkler, Texas",0.0
2431,"Winn, Louisiana",0.0
2432,"Winnebago, Illinois",0.0010346664285714284
2433,"Winnebago, Wisconsin",0.0
2434,"Winona, Minnesota",0.0
2435,"Winston, Alabama",0.0
2436,"Wise, Texas",0.0
2437,"Wolfe, Kentucky",0.0
2438,"Wood, Texas",0.0009090909090909092
2439,"Wood, West Virginia",0.0
2440,"Wood, Wisconsin",0.0
2441,"Woodford, Illinois",0.0
2442,"Woodford, Kentucky",0.0
2443,"Woodruff, Arkansas",0.0
2444,"Woods, Oklahoma",0.0
2445,"Woodson, Kansas",0.0
2446,"Woodward, Oklahoma",0.0
2447,"Worcester, Maryland",0.0
2448,"Worcester, Massachusetts",0.0
2449,"Worth, Missouri",0.0
2450,"Wright, Minnesota",0.0
2451,"Wright, Missouri",0.0
2452,"Wyandotte, Kansas",0.0
2453,"Wyoming, New York",0.0
2454,"Wyoming, Pennsylvania",0.0
2455,"Wyoming, West Virginia",0.0
2456,"Wythe, Virginia",0.0
2457,"Yadkin, North Carolina",0.0
2458,"Yakima, Washington",0.0
2459,"Yakutat, Alaska",0.0
2460,"Yamhill, Oregon",0.0
2461,"Yancey, North Carolina",0.0
2462,"Yankton, South Dakota",0.0
2463,"Yates, New York",0.0
2464,"Yavapai, Arizona",0.0
2465,"Yell, Arkansas",0.0
2466,"Yellow medicine county, Minnesota",0.0
2467,"Yellow medicine, Minnesota",0.0
2468,"Yellowstone, Montana",0.0
2469,"Yoakum, Texas",0.0
2470,"Yolo, California",6.0606060606060605e-05
2471,"York county, Pennsylvania",0.0
2472,"York, Maine",0.0
2473,"York, Nebraska",0.0
2474,"York, Pennsylvania",0.0
2475,"York, South Carolina",0.0
2476,"Young, Texas",0.0
2477,"Yuba, California",0.0
2478,"Yukon-koyukuk, Alaska",0.0
2479,"Yuma county, Arizona",0.0
2480,"Yuma, Arizona",0.0006578947368421052
2481,"Zapata county, Texas",0.0
2482,"Zapata, Texas",0.0
2483,"Zavala, Texas",0.0
