,county,heptachlor
800,"Gasconade, Missouri",0.0
801,"Gaston, North Carolina",0.0
802,"Gates, North Carolina",0.0
803,"Geary, Kansas",0.0
804,"Geauga, Ohio",0.0
805,"Gem, Idaho",0.0
806,"Genesee, Michigan",0.0
807,"Genesee, New York",0.0
808,"Geneva, Alabama",0.0
809,"Gentry, Missouri",0.0
810,"Georgetown, South Carolina",0.0
811,"Gibson, Indiana",0.0
812,"Gila, Arizona",0.0
813,"Gilchrist, Florida",0.0
814,"Giles, Tennessee",0.0
815,"Giles, Virginia",0.0
816,"Gillespie, Texas",0.0
817,"Gilliam, Oregon",0.0
818,"Gilmer, West Virginia",0.0
819,"Glacier, Montana",0.0
820,"Glades, Florida",0.0
821,"Gladwin, Michigan",0.0
822,"Glasscock, Texas",0.0
823,"Gogebic, Michigan",0.0
824,"Golden valley, Montana",0.0
825,"Golden valley, North Dakota",0.0
826,"Goliad, Texas",0.0
827,"Gonzales, Texas",0.0
828,"Goochland, Virginia",0.0
829,"Goodhue, Minnesota",0.0
830,"Gooding, Idaho",0.0
831,"Goshen, Wyoming",0.0
832,"Gosper, Nebraska",0.0
833,"Grady, Oklahoma",0.0
834,"Grafton, New Hampshire",0.0
835,"Graham county, Arizona",0.0
836,"Graham, Arizona",0.0
837,"Graham, North Carolina",0.0
838,"Grand forks, North Dakota",0.0
839,"Grand isle, Vermont",0.0
840,"Grand traverse, Michigan",0.0
841,"Grand, Utah",0.0
842,"Granite, Montana",0.0
843,"Grant, Arkansas",0.0
844,"Grant, Indiana",0.0
845,"Grant, Kansas",0.0
846,"Grant, Kentucky",0.0
847,"Grant, Louisiana",0.0
848,"Grant, Minnesota",0.0
849,"Grant, Nebraska",0.0
850,"Grant, New Mexico",0.0
851,"Grant, North Dakota",0.0
852,"Grant, Oregon",0.0
853,"Grant, South Dakota",0.0
854,"Grant, Washington",0.0
855,"Grant, West Virginia",0.0
856,"Grant, Wisconsin",0.0
857,"Granville, North Carolina",0.0
858,"Gratiot, Michigan",0.0
859,"Graves, Kentucky",0.0
860,"Gray, Texas",0.0
861,"Grays harbor, Washington",0.0
862,"Grayson, Kentucky",0.0
863,"Grayson, Texas",0.0
864,"Grayson, Virginia",0.0
865,"Greeley, Nebraska",0.0
866,"Green lake, Wisconsin",0.0
867,"Green, Kentucky",0.0
868,"Green, Wisconsin",0.0
869,"Greenbrier, West Virginia",0.0
870,"Greene, Alabama",0.0
871,"Greene, Arkansas",0.0
872,"Greene, Illinois",0.0
873,"Greene, Indiana",0.0
874,"Greene, Missouri",0.0
875,"Greene, New York",0.0
876,"Greene, North Carolina",0.0
877,"Greene, Ohio",0.0
878,"Greene, Pennsylvania",0.0
879,"Greene, Virginia",0.0
880,"Greenlee, Arizona",0.0
881,"Greensville, Virginia",0.0
882,"Greenup, Kentucky",0.0
883,"Greenville, South Carolina",0.0
884,"Greenwood, Kansas",0.0
885,"Greenwood, South Carolina",0.0
886,"Gregg, Texas",0.0
887,"Gregory, South Dakota",0.0
888,"Griggs, North Dakota",0.0
889,"Grimes, Texas",0.0
890,"Grundy, Illinois",0.0
891,"Grundy, Missouri",0.0
892,"Guadalupe, New Mexico",0.0
893,"Guadalupe, Texas",0.0
894,"Guilford, North Carolina",0.0
895,"Guillford, North Carolina",0.0
896,"Gulf, Florida",0.0
897,"Hale, Alabama",0.0
898,"Hale, Texas",0.0
899,"Halifax, North Carolina",0.0
900,"Halifax, Virginia",0.0
901,"Hall, Nebraska",0.0
902,"Hall, Texas",0.0
903,"Hamilton, Florida",0.0
904,"Hamilton, Indiana",0.0
905,"Hamilton, Nebraska",0.0
906,"Hamilton, New York",0.0
907,"Hamilton, Tennessee",0.0
908,"Hamilton, Texas",0.0
909,"Hamlin, South Dakota",0.0
910,"Hampden, Massachusetts",0.0
911,"Hampshire, Massachusetts",0.0
912,"Hampshire, West Virginia",0.0
913,"Hampton, South Carolina",0.0
914,"Hancock, Illinois",0.0
915,"Hancock, Indiana",0.0
916,"Hancock, Kentucky",0.0
917,"Hancock, Maine",0.0
918,"Hancock, West Virginia",0.0
919,"Hanover, Virginia",0.0
920,"Hansford, Texas",0.0
921,"Hardee, Florida",0.0
922,"Hardeman, Texas",0.0
923,"Hardin, Illinois",0.0
924,"Hardin, Kentucky",0.0
925,"Hardin, Texas",0.0
926,"Harding, New Mexico",0.0
927,"Harding, South Dakota",0.0
928,"Hardy, West Virginia",0.0
929,"Harford county, Maryland",0.0
930,"Harford, Maryland",0.0
931,"Harlan, Kentucky",0.0
932,"Harlan, Nebraska",0.0
933,"Harnett, North Carolina",0.0
934,"Harney, Oregon",0.0
935,"Harris, Texas",2.604166666666667e-05
936,"Harrison, Indiana",0.0
937,"Harrison, Kentucky",0.0
938,"Harrison, Missouri",0.0
939,"Harrison, Texas",0.0014893617021276596
940,"Harrison, West Virginia",0.0
941,"Harrisonburg, Virginia",0.0
942,"Hart, Kentucky",0.0
943,"Hartford, Connecticut",0.0
944,"Hartley, Texas",0.0
945,"Haskell, Texas",0.0
946,"Hawaii, Hawaii",0.0
947,"Hawkins, Tennessee",0.0
948,"Hayes, Nebraska",0.0
949,"Hays, Texas",0.0
950,"Haywood, North Carolina",0.0
951,"Hemphill, Texas",0.0
952,"Hempstead, Arkansas",0.0
953,"Henderson, Illinois",0.0
954,"Henderson, Kentucky",0.0
955,"Henderson, North Carolina",0.0
956,"Henderson, Texas",0.0004666666666666667
957,"Hendricks, Indiana",0.0
958,"Hendry, Florida",0.0
959,"Hennepin, Minnesota",0.0
960,"Henrico, Virginia",0.0
961,"Henry, Alabama",0.0
962,"Henry, Illinois",0.0
963,"Henry, Indiana",0.0
964,"Henry, Kentucky",0.0
965,"Henry, Missouri",0.0
966,"Henry, Virginia",0.0
967,"Herkimer, New York",0.0
968,"Hernando, Florida",0.0
969,"Hertford, North Carolina",0.0
970,"Hickman, Kentucky",0.0
971,"Hickory, Missouri",0.0
972,"Hidalgo, New Mexico",0.0
973,"Hidalgo, Texas",0.0
974,"Highlands, Florida",0.0
975,"Hill, Montana",0.0
976,"Hill, Texas",0.0
977,"Hills, Florida",0.0
978,"Hills, New Hampshire",0.0
979,"Hillsborough county, Florida",0.0
980,"Hillsborough county, New Hampshire",0.0
981,"Hillsborough, Florida",0.0
982,"Hillsborough, New Hampshire",0.0
983,"Hillsdale, Michigan",0.0
984,"Hitchcock, Nebraska",0.0
985,"Hockley, Texas",0.0
986,"Hoke, North Carolina",0.0
987,"Holmes, Florida",0.0
988,"Holt, Missouri",0.0
989,"Holt, Nebraska",0.0
990,"Honolulu, Hawaii",0.0
991,"Hood river, Oregon",0.0
992,"Hood, Texas",0.0
993,"Hooker, Nebraska",0.0
994,"Hopewell, Virginia",0.0
995,"Hopkins, Kentucky",0.0
996,"Hopkins, Texas",0.0
997,"Horry, South Carolina",0.0
998,"Hot spring, Arkansas",0.0
999,"Hot springs, Wyoming",0.0
1000,"Houghton, Michigan",0.0
1001,"Houston, Alabama",0.0
1002,"Houston, Minnesota",0.0
1003,"Houston, Texas",0.0
1004,"Howard, Arkansas",0.0
1005,"Howard, Indiana",0.0
1006,"Howard, Maryland",0.0
1007,"Howard, Missouri",0.0
1008,"Howard, Nebraska",0.0
1009,"Howard, Texas",0.0
1010,"Howell, Missouri",0.0
1011,"Hubbard, Minnesota",0.0
1012,"Hudson, New Jersey",0.0
1013,"Hudspeth, Texas",0.0
1014,"Hughes, Oklahoma",0.0
1015,"Hughes, South Dakota",0.0
1016,"Humboldt, Nevada",0.0
1017,"Hunt, Texas",0.0
1018,"Hunterdon, New Jersey",0.0
1019,"Huntingdon, Pennsylvania",0.0
1020,"Huntington, Indiana",0.0
1021,"Huron, Michigan",0.0
1022,"Hutchinson, Texas",0.0
1023,"Hyde, North Carolina",0.0
1024,"Iberia parish, Louisiana",0.0
1025,"Iberia, Louisiana",0.0
1026,"Iberville, Louisiana",0.0
1027,"Idaho, Idaho",0.0
1028,"Imperial, California",0.0
1029,"Independence, Arkansas",0.0
1030,"Indian river, Florida",0.0
1031,"Indiana, Pennsylvania",0.0
1032,"Ingham, Michigan",0.0
1033,"Inyo, California",0.0
1034,"Ionia, Michigan",0.0
1035,"Iosco, Michigan",0.0
1036,"Iowa, Wisconsin",0.0
1037,"Iredell, North Carolina",0.0
1038,"Irion, Texas",0.0
1039,"Iron, Michigan",0.0
1040,"Iron, Missouri",0.0
1041,"Iron, Utah",0.0
1042,"Iron, Wisconsin",0.0
1043,"Iroquois, Illinois",0.0005164835164835165
1044,"Isabella, Michigan",0.0
1045,"Isanti, Minnesota",0.0
1046,"Island, Washington",0.0
1047,"Itasca, Minnesota",0.0
1048,"Izard, Arkansas",0.0
1049,"Jack, Texas",0.0
1050,"Jackson county, Florida",0.0
1051,"Jackson, Alabama",0.0
1052,"Jackson, Arkansas",0.0
1053,"Jackson, Florida",0.0
1054,"Jackson, Illinois",0.0
1055,"Jackson, Indiana",0.0
1056,"Jackson, Kansas",0.0
1057,"Jackson, Kentucky",0.0
1058,"Jackson, Louisiana",0.0
1059,"Jackson, Michigan",0.0
1060,"Jackson, Minnesota",0.0
1061,"Jackson, Missouri",0.0
1062,"Jackson, North Carolina",2.8640776699029125e-05
1063,"Jackson, Oregon",0.0
1064,"Jackson, Texas",0.0
1065,"Jackson, West Virginia",0.0
1066,"Jackson, Wisconsin",0.0
1067,"James city, Virginia",0.0
1068,"Jasper county, Missouri",0.0
1069,"Jasper, Illinois",0.0
1070,"Jasper, Indiana",0.0
1071,"Jasper, Missouri",0.0
1072,"Jasper, South Carolina",0.0
1073,"Jasper, Texas",0.0
1074,"Jay, Indiana",0.0
1075,"Jeff davis, Texas",0.0
1076,"Jefferson county, Florida",0.0
1077,"Jefferson county, Pennsylvania",0.0
1078,"Jefferson davis, Louisiana",0.0
1079,"Jefferson, Alabama",0.0
1080,"Jefferson, Arkansas",0.0
1081,"Jefferson, Florida",0.0
1082,"Jefferson, Idaho",0.0
1083,"Jefferson, Indiana",0.0
1084,"Jefferson, Kansas",0.0
1085,"Jefferson, Kentucky",0.0
1086,"Jefferson, Louisiana",0.0
1087,"Jefferson, Missouri",0.0
1088,"Jefferson, Montana",0.0
1089,"Jefferson, Nebraska",0.0
1090,"Jefferson, New York",0.0
1091,"Jefferson, Oklahoma",0.0
1092,"Jefferson, Oregon",0.0
1093,"Jefferson, Pennsylvania",0.0
1094,"Jefferson, Texas",0.0
1095,"Jefferson, Washington",0.0
1096,"Jefferson, West Virginia",0.0
1097,"Jefferson, Wisconsin",0.0
1098,"Jennings, Indiana",0.004
1099,"Jerauld, South Dakota",0.0
1100,"Jerome, Idaho",0.0
1101,"Jersey, Illinois",0.0
1102,"Jessamine, Kentucky",0.0
1103,"Jim hogg, Texas",0.0
1104,"Jim wells, Texas",0.0
1105,"Jo daviess, Illinois",0.0
1106,"Johnson, Arkansas",0.0
1107,"Johnson, Illinois",0.0
1108,"Johnson, Indiana",0.0
1109,"Johnson, Kansas",0.0
1110,"Johnson, Kentucky",0.0
1111,"Johnson, Missouri",0.0
1112,"Johnson, Nebraska",0.0
1113,"Johnson, Texas",0.0
1114,"Johnson, Wyoming",0.0
1115,"Johnston, North Carolina",0.0
1116,"Johnston, Oklahoma",0.0
1117,"Jones, North Carolina",0.0
1118,"Jones, Texas",0.0
1119,"Josephine, Oregon",0.0
1120,"Juab, Utah",0.0
1121,"Judith basin, Montana",0.0
1122,"Juneau city and, Alaska",0.0
1123,"Juneau, Wisconsin",0.0
1124,"Juniata, Pennsylvania",0.0
1125,"Kalamazoo, Michigan",0.0
1126,"Kalkaska, Michigan",0.0
1127,"Kanabec, Minnesota",0.0
1128,"Kanawha, West Virginia",0.0
1129,"Kandiyohi, Minnesota",0.0
1130,"Kane, Illinois",0.00022448979591836734
1131,"Kane, Utah",0.0
1132,"Kankakee, Illinois",0.0
1133,"Karnes, Texas",0.0
1134,"Kauai, Hawaii",0.0
1135,"Kaufman, Texas",0.0
1136,"Kay, Oklahoma",0.0
1137,"Kearney, Nebraska",0.0
1138,"Keith, Nebraska",0.0
1139,"Kendall, Illinois",0.0
1140,"Kendall, Texas",0.0
1141,"Kenedy, Texas",0.0
1142,"Kennebec, Maine",0.0
1143,"Kenosha, Wisconsin",0.0
1144,"Kent, Maryland",0.0
1145,"Kent, Michigan",0.0
1146,"Kent, Rhode Island",0.0
1147,"Kent, Texas",0.0
1148,"Kenton, Kentucky",0.0
1149,"Kern, California",0.0
1150,"Kerr, Texas",0.0
1151,"Kershaw, South Carolina",0.0
1152,"Ketchikan gateway, Alaska",0.0
1153,"Kewaunee, Wisconsin",0.0
1154,"Keweenaw, Michigan",0.0
1155,"Keya paha, Nebraska",0.0
1156,"Kidder, North Dakota",0.0
1157,"Kimball, Nebraska",0.0
1158,"Kimble, Texas",0.0
1159,"King george, Virginia",0.0
1160,"King william, Virginia",0.0
1161,"King, Texas",0.0
1162,"King, Washington",0.0
1163,"Kings, California",0.0
1164,"Kingsbury, South Dakota",0.0
1165,"Kinney, Texas",0.0
1166,"Kitsap, Washington",0.0
1167,"Kittitas, Washington",0.0
1168,"Kittson, Minnesota",0.0
1169,"Klamath, Oregon",0.0
1170,"Kleberg, Texas",0.0
1171,"Klickitat, Washington",0.0
1172,"Knott, Kentucky",0.0
1173,"Knox, Illinois",0.0
1174,"Knox, Indiana",0.0
1175,"Knox, Kentucky",0.0
1176,"Knox, Maine",0.0
1177,"Knox, Nebraska",0.0
1178,"Knox, Ohio",0.0
1179,"Knox, Tennessee",0.006666666666666667
1180,"Knox, Texas",0.0
1181,"Koochiching county, Minnesota",0.0
1182,"Koochiching, Minnesota",0.0
1183,"Kootenai, Idaho",0.0
1184,"Kosciusko, Indiana",0.0
1185,"La crosse, Wisconsin",0.0
1186,"La grange, Indiana",0.0
1187,"La paz, Arizona",0.0
1188,"La plata, Colorado",0.0
1189,"La porte, Indiana",0.0
1190,"La salle, Illinois",0.02275
1191,"La salle, Louisiana",0.0
1192,"La salle, Texas",0.0
1193,"Labette, Kansas",0.0
1194,"Lac qui parle, Minnesota",0.0
1195,"Lackawanna, Pennsylvania",0.0
1196,"Laclede, Missouri",0.0
1197,"Lafayette parish, Louisiana",0.0
1198,"Lafayette, Arkansas",0.0
1199,"Lafayette, Florida",0.0
1200,"Lafayette, Louisiana",0.0
1201,"Lafayette, Missouri",0.0
1202,"Lafayette, Wisconsin",0.0
1203,"Lafourche, Louisiana",0.0
1204,"Lagrange, Indiana",0.0
1205,"Lake, California",0.0
1206,"Lake, Florida",0.0
1207,"Lake, Illinois",0.00014070351758793968
1208,"Lake, Indiana",0.0
1209,"Lake, Michigan",0.0
1210,"Lake, Minnesota",0.0
1211,"Lake, Montana",0.0
1212,"Lake, Oregon",0.0
1213,"Lake, South Dakota",0.0
1214,"Lamar, Alabama",0.0
1215,"Lamar, Texas",0.0
1216,"Lamb, Texas",0.0
1217,"Lamoille, Vermont",0.0
1218,"Lamoure, North Dakota",0.0
1219,"Lampasas, Texas",0.0
1220,"Lancaster county, Pennsylvania",0.0
1221,"Lancaster, Nebraska",0.0
1222,"Lancaster, Pennsylvania",0.0
1223,"Lancaster, South Carolina",0.0
1224,"Lancaster, Virginia",0.0
1225,"Lander, Nevada",0.0
1226,"Lane, Oregon",0.0
1227,"Langlade, Wisconsin",0.0
1228,"Lapeer, Michigan",0.0
1229,"Laporte, Indiana",0.0
1230,"Laramie, Wyoming",0.0
1231,"Larue, Kentucky",0.0
1232,"Lasalle, Illinois",0.0006666666666666666
1233,"Latah, Idaho",0.0
1234,"Lauderdale, Alabama",0.0
1235,"Laurel, Kentucky",0.0
1236,"Laurens, South Carolina",0.0
1237,"Lavaca, Texas",0.0
1238,"Lawrence county, Arkansas",0.0
1239,"Lawrence, Alabama",0.0
1240,"Lawrence, Arkansas",0.0
1241,"Lawrence, Illinois",0.0
1242,"Lawrence, Indiana",0.0
1243,"Lawrence, Kentucky",0.0
1244,"Lawrence, Missouri",0.0
1245,"Lawrence, Pennsylvania",0.0
1246,"Lawrence, South Dakota",0.0
1247,"Le sueur, Minnesota",0.0
1248,"Lea, New Mexico",0.0
1249,"Leavenworth, Kansas",0.0
1250,"Lebanon county, Pennsylvania",0.0
1251,"Lebanon, Pennsylvania",0.0
1252,"Lee county, South Carolina",0.0
1253,"Lee, Alabama",0.0
1254,"Lee, Arkansas",0.0
1255,"Lee, Florida",0.0
1256,"Lee, Illinois",0.0
1257,"Lee, Kentucky",0.0
1258,"Lee, North Carolina",0.0
1259,"Lee, South Carolina",0.0
1260,"Lee, Texas",0.0
1261,"Lee, Virginia",0.0
1262,"Leelanau, Michigan",0.0
1263,"Lehigh county, Pennsylvania",0.0
1264,"Lehigh, Pennsylvania",0.0
1265,"Lemhi, Idaho",0.0
1266,"Lenawee, Michigan",0.0
1267,"Lenoir, North Carolina",0.0
1268,"Leon, Florida",0.0
1269,"Leon, Texas",0.0
1270,"Leslie, Kentucky",0.0
1271,"Letcher, Kentucky",0.0
1272,"Levy county, Florida",0.0
1273,"Levy, Florida",0.0
1274,"Lewis and clark, Montana",0.0
1275,"Lewis county, Washington",0.0
1276,"Lewis, Idaho",0.0
1277,"Lewis, Kentucky",0.0
1278,"Lewis, Missouri",0.0
1279,"Lewis, New York",0.0
1280,"Lewis, Washington",0.0
1281,"Lewis, West Virginia",0.0
1282,"Lexington county, South Carolina",0.0
1283,"Lexington, South Carolina",0.0
1284,"Liberty, Florida",0.0
1285,"Liberty, Montana",0.0
1286,"Liberty, Texas",0.0
1287,"Limestone, Alabama",0.0
1288,"Limestone, Texas",0.0
1289,"Lincoln parish, Louisiana",0.0
1290,"Lincoln, Arkansas",0.0
1291,"Lincoln, Idaho",0.0
1292,"Lincoln, Kentucky",0.0
1293,"Lincoln, Louisiana",0.0
1294,"Lincoln, Maine",0.0
1295,"Lincoln, Minnesota",0.0
1296,"Lincoln, Missouri",0.0
1297,"Lincoln, Montana",0.0
1298,"Lincoln, Nebraska",0.0
1299,"Lincoln, Nevada",0.0
1300,"Lincoln, New Mexico",0.0
1301,"Lincoln, North Carolina",0.0
1302,"Lincoln, Oklahoma",0.0
1303,"Lincoln, Oregon",0.0
1304,"Lincoln, Washington",0.0
1305,"Lincoln, West Virginia",0.0
1306,"Lincoln, Wisconsin",0.0
1307,"Lincoln, Wyoming",0.0
1308,"Linn county, Oregon",0.0
1309,"Linn, Kansas",0.0
1310,"Linn, Missouri",0.0
1311,"Linn, Oregon",0.0
1312,"Lipscomb, Texas",0.0
1313,"Litchfield, Connecticut",0.0
1314,"Little river, Arkansas",0.0
1315,"Live oak, Texas",0.0
1316,"Livingston county, New York",0.0
1317,"Livingston parish, Louisiana",0.0
1318,"Livingston, Illinois",0.0
1319,"Livingston, Kentucky",0.0
1320,"Livingston, Louisiana",0.0
1321,"Livingston, Michigan",0.0
1322,"Livingston, Missouri",0.0
1323,"Livingston, New York",0.0
1324,"Llano, Texas",0.0
1325,"Logan, Arkansas",0.0
1326,"Logan, Illinois",0.0
1327,"Logan, Nebraska",0.0
1328,"Logan, North Dakota",0.0
1329,"Logan, West Virginia",0.0
1330,"Lonoke, Arkansas",0.0
1331,"Los alamos, New Mexico",0.0
1332,"Los angeles, California",0.0
1333,"Loudoun, Virginia",0.0
1334,"Louisa, Virginia",0.0
1335,"Loup, Nebraska",0.0
1336,"Love, Oklahoma",0.0
1337,"Loving, Texas",0.0
1338,"Lowndes, Alabama",0.0
1339,"Lubbock, Texas",0.0
1340,"Lucas, Ohio",0.0
1341,"Luce, Michigan",0.0
1342,"Luna, New Mexico",0.0
1343,"Lunenburg, Virginia",0.0
1344,"Luzerne county, Pennsylvania",0.0
1345,"Luzerne, Pennsylvania",0.0
1346,"Lycoming county, Pennsylvania",0.0
1347,"Lycoming, Pennsylvania",0.0
1348,"Lyman, South Dakota",0.0
1349,"Lynchburg, Virginia",0.0
1350,"Lynn, Texas",0.0
1351,"Lyon, Kansas",0.0
1352,"Lyon, Kentucky",0.0
1353,"Lyon, Minnesota",0.0
1354,"Lyon, Nevada",0.00013636363636363637
1355,"Mackinac, Michigan",0.0
1356,"Macomb, Michigan",0.0
1357,"Macon, Alabama",0.0
1358,"Macon, Illinois",0.0
1359,"Macon, Missouri",0.0
1360,"Macon, North Carolina",0.0
1361,"Macoupin, Illinois",0.0
1362,"Madera county, California",0.0
1363,"Madera, California",0.0
1364,"Madison, Alabama",0.0
1365,"Madison, Florida",0.0
1366,"Madison, Idaho",0.0
1367,"Madison, Illinois",0.0
1368,"Madison, Indiana",0.0
1369,"Madison, Kentucky",0.0
1370,"Madison, Louisiana",0.0
1371,"Madison, Missouri",0.0
1372,"Madison, Montana",0.0
1373,"Madison, Nebraska",0.0
1374,"Madison, New York",0.0
1375,"Madison, North Carolina",0.0
1376,"Madison, Texas",0.0
1377,"Madison, Virginia",0.0
1378,"Magoffin, Kentucky",0.0
1379,"Mahnomen, Minnesota",0.0
1380,"Malheur, Oregon",0.0
1381,"Manassas, Virginia",0.0
1382,"Manatee county, Florida",0.0
1383,"Manatee, Florida",0.0
1384,"Manistee, Michigan",0.0
1385,"Manitowoc, Wisconsin",0.0
1386,"Marathon, Wisconsin",0.0
1387,"Marengo, Alabama",0.0
1388,"Maricopa, Arizona",1.5048908954100828e-05
1389,"Maries county, Missouri",0.0
1390,"Maries, Missouri",0.0
1391,"Marin, California",0.0
1392,"Marinette, Wisconsin",0.0
1393,"Marion county, Missouri",0.0
1394,"Marion, Alabama",0.0
1395,"Marion, Arkansas",0.0
1396,"Marion, Florida",0.0
1397,"Marion, Illinois",0.0
1398,"Marion, Indiana",0.0
1399,"Marion, Kansas",0.0
1400,"Marion, Kentucky",0.0
1401,"Marion, Missouri",0.0
1402,"Marion, Ohio",0.0
1403,"Marion, Oregon",0.0
1404,"Marion, South Carolina",0.0
1405,"Marion, Texas",0.0
1406,"Marion, West Virginia",0.0
1407,"Mariposa, California",0.0
1408,"Marlboro, South Carolina",0.0
1409,"Marquette, Michigan",0.0
1410,"Marquette, Wisconsin",0.0
1411,"Marshall, Alabama",0.0
1412,"Marshall, Illinois",0.0
1413,"Marshall, Indiana",0.0
1414,"Marshall, Kentucky",0.0
1415,"Marshall, Minnesota",0.0
1416,"Marshall, West Virginia",0.0
1417,"Martin county, Florida",0.0
1418,"Martin, Florida",0.0
1419,"Martin, Indiana",0.0
1420,"Martin, Kentucky",0.0
1421,"Martin, Minnesota",0.0
1422,"Martin, North Carolina",0.0
1423,"Martin, Texas",0.0
1424,"Martinsville, Virginia",0.0
1425,"Mason, Illinois",0.0
1426,"Mason, Kentucky",0.0
1427,"Mason, Michigan",0.0
1428,"Mason, Texas",0.0
1429,"Mason, Washington",0.0
1430,"Mason, West Virginia",0.0
1431,"Massac, Illinois",0.0
1432,"Matagorda, Texas",0.0
1433,"Maui, Hawaii",0.0
1434,"Maverick, Texas",0.0
1435,"Mayes, Oklahoma",0.0
1436,"Mcclain, Oklahoma",0.0
1437,"Mccone, Montana",0.0
1438,"Mccook, South Dakota",0.0
1439,"Mccormick, South Carolina",0.0
1440,"Mccracken, Kentucky",0.0
1441,"Mccreary, Kentucky",0.0
1442,"Mcculloch, Texas",0.0
1443,"Mcdonald, Missouri",0.0
1444,"Mcdonough, Illinois",0.0
1445,"Mcdowell, North Carolina",0.0
1446,"Mcdowell, West Virginia",0.0
1447,"Mchenry, Illinois",0.0
1448,"Mchenry, North Dakota",0.0
1449,"Mcintosh, North Dakota",0.0
1450,"Mckean county, Pennsylvania",0.0
1451,"Mckean, Pennsylvania",0.0
1452,"Mckenzie, North Dakota",0.0
1453,"Mckinley, New Mexico",0.0
1454,"Mclean, Illinois",0.0
1455,"Mclean, Kentucky",0.0
1456,"Mclean, North Dakota",0.0
1457,"Mclennan, Texas",0.0
1458,"Mcleod, Minnesota",0.0
1459,"Mcmullen, Texas",0.0
1460,"Mcpherson, Nebraska",0.0
1461,"Meade, Kentucky",0.0
1462,"Meade, South Dakota",0.0
1463,"Meagher, Montana",0.0
1464,"Mecklenburg, North Carolina",0.0
1465,"Mecklenburg, Virginia",0.0
1466,"Mecosta, Michigan",0.0
1467,"Medina, Ohio",0.0
1468,"Medina, Texas",0.0
1469,"Meeker, Minnesota",0.0
1470,"Menard, Illinois",0.0
1471,"Menard, Texas",0.0
1472,"Mendocino, California",0.0
1473,"Menifee, Kentucky",0.0
1474,"Menominee, Michigan",0.0
1475,"Merced, California",0.0
1476,"Mercer county, Pennsylvania",0.0
1477,"Mercer, Illinois",0.0
1478,"Mercer, Kentucky",0.0
1479,"Mercer, Missouri",0.0
1480,"Mercer, New Jersey",0.0
1481,"Mercer, North Dakota",0.0
1482,"Mercer, Pennsylvania",0.0
1483,"Mercer, West Virginia",0.0
1484,"Merrick, Nebraska",0.0
1485,"Merrimack, New Hampshire",0.0
1486,"Miami, Indiana",0.0
1487,"Miami, Kansas",0.0
1488,"Miami, Ohio",0.0
1489,"Miami-dade, Florida",0.0
1490,"Middlesex, Connecticut",0.0
1491,"Middlesex, Massachusetts",0.0
1492,"Middlesex, New Jersey",0.0
1493,"Midland, Michigan",0.0
1494,"Midland, Texas",0.0
1495,"Mifflin, Pennsylvania",0.0
1496,"Milam, Texas",0.0
1497,"Millard, Utah",0.0
1498,"Mille lacs county, Minnesota",0.0
1499,"Mille lacs, Minnesota",0.0
1500,"Miller, Arkansas",0.0
1501,"Miller, Missouri",0.0
1502,"Mills, Texas",0.0
1503,"Milwaukee, Wisconsin",0.0
1504,"Miner, South Dakota",0.0
1505,"Mineral, Montana",0.0
1506,"Mineral, Nevada",0.0
1507,"Mineral, West Virginia",0.0
1508,"Mingo, West Virginia",0.0
1509,"Minidoka, Idaho",0.0
1510,"Minnehaha, South Dakota",0.0
1511,"Missaukee, Michigan",0.0
1512,"Mississippi, Arkansas",0.0
1513,"Mississippi, Missouri",0.0
1514,"Missoula, Montana",0.0
1515,"Mitchell, Kansas",0.0
1516,"Mitchell, North Carolina",0.0
1517,"Mitchell, Texas",0.0
1518,"Mobile, Alabama",0.0
1519,"Modoc, California",0.0
1520,"Mohave, Arizona",0.0
1521,"Moniteau, Missouri",0.0
1522,"Monmouth, New Jersey",0.0
1523,"Mono, California",0.0
1524,"Monongalia, West Virginia",0.0
1525,"Monroe county, Pennsylvania",0.0
1526,"Monroe, Alabama",0.0
1527,"Monroe, Arkansas",0.0
1528,"Monroe, Florida",0.0
1529,"Monroe, Illinois",0.0100205625
1530,"Monroe, Indiana",0.0
1531,"Monroe, Kentucky",0.0
1532,"Monroe, Michigan",0.0
1533,"Monroe, Missouri",0.0
1534,"Monroe, New York",0.0
1535,"Monroe, Pennsylvania",0.0
1536,"Monroe, West Virginia",0.0
1537,"Monroe, Wisconsin",0.0
1538,"Montague, Texas",0.0
1539,"Montcalm, Michigan",0.0
1540,"Monterey, California",0.0
1541,"Montgomery county, Pennsylvania",0.0
1542,"Montgomery, Alabama",0.0
1543,"Montgomery, Arkansas",0.0
1544,"Montgomery, Illinois",0.0011666666666666668
1545,"Montgomery, Indiana",0.0
1546,"Montgomery, Kansas",0.0
1547,"Montgomery, Kentucky",0.0
1548,"Montgomery, Maryland",0.0
1549,"Montgomery, Missouri",0.0
1550,"Montgomery, New York",0.0
1551,"Montgomery, North Carolina",0.0
1552,"Montgomery, Pennsylvania",0.0
1553,"Montgomery, Texas",0.0
1554,"Montgomery, Virginia",0.0
1555,"Montmorency, Michigan",0.0
1556,"Montour, Pennsylvania",0.0
1557,"Moody, South Dakota",0.0
1558,"Moore county, Texas",0.0
1559,"Moore, North Carolina",0.0
1560,"Moore, Texas",0.0
1561,"Mora, New Mexico",0.0
1562,"Morehouse, Louisiana",0.0
1563,"Morgan, Alabama",0.0
1564,"Morgan, Illinois",0.0
1565,"Morgan, Indiana",0.0
