,county,di(2-ethylhexyl)_phthalate
1421,"Milwaukee, Wisconsin",0.0
1422,"Miner, South Dakota",0.0
1423,"Mineral, Montana",0.0
1424,"Mineral, Nevada",0.0
1425,"Mineral, West Virginia",0.0
1426,"Mingo, West Virginia",0.8333333333333334
1427,"Minidoka, Idaho",0.07857142857142858
1428,"Minnehaha, South Dakota",0.0
1429,"Mississippi, Arkansas",0.11406250000000001
1430,"Missoula, Montana",0.23711229946524062
1431,"Mitchell, Iowa",1.435294117647059
1432,"Mitchell, North Carolina",0.0
1433,"Mitchell, Texas",0.0
1434,"Mobile, Alabama",0.02591269841269841
1435,"Modoc, California",0.0
1436,"Mohave, Arizona",0.14551569506726458
1437,"Monmouth, New Jersey",0.0
1438,"Mono, California",0.0
1439,"Monona, Iowa",0.0
1440,"Monongalia, West Virginia",0.0
1441,"Monroe county, Pennsylvania",0.0
1442,"Monroe, Alabama",0.1343916666666667
1443,"Monroe, Arkansas",0.12
1444,"Monroe, Florida",0.0
1445,"Monroe, Illinois",0.2753333333333333
1446,"Monroe, Indiana",0.4857692307692308
1447,"Monroe, Kentucky",0.0
1448,"Monroe, New York",0.0
1449,"Monroe, Ohio",0.0
1450,"Monroe, Pennsylvania",0.09170568561872909
1451,"Monroe, West Virginia",0.0
1452,"Monroe, Wisconsin",0.9
1453,"Montague, Texas",0.0
1454,"Monterey, California",0.006873614190687362
1455,"Montgomery county, Pennsylvania",0.0
1456,"Montgomery, Alabama",0.0013333333333333335
1457,"Montgomery, Arkansas",0.0
1458,"Montgomery, Illinois",0.16904761904761903
1459,"Montgomery, Indiana",0.03375
1460,"Montgomery, Iowa",0.0
1461,"Montgomery, Kentucky",0.0
1462,"Montgomery, Maryland",0.39896551724137924
1463,"Montgomery, New York",0.1422222222222222
1464,"Montgomery, North Carolina",0.0
1465,"Montgomery, Ohio",0.0
1466,"Montgomery, Pennsylvania",0.04706250000000001
1467,"Montgomery, Texas",0.03310810810810811
1468,"Montgomery, Virginia",0.0
1469,"Montour, Pennsylvania",0.0
1470,"Moody, South Dakota",0.0
1471,"Moore, North Carolina",0.01522222222222222
1472,"Moore, Texas",0.0
1473,"Mora, New Mexico",0.5046511627906977
1474,"Morehouse, Louisiana",0.19243243243243244
1475,"Morgan, Alabama",0.0
1476,"Morgan, Illinois",0.0
1477,"Morgan, Indiana",0.17499999999999996
1478,"Morgan, Kentucky",0.0
1479,"Morgan, Utah",0.0
1480,"Morgan, West Virginia",0.5833333333333334
1481,"Morrill, Nebraska",0.0
1482,"Morris, New Jersey",0.137
1483,"Morris, Texas",0.0
1484,"Morrison, Minnesota",0.03043478260869565
1485,"Morrow, Ohio",0.0
1486,"Morrow, Oregon",0.06896551724137931
1487,"Motley, Texas",0.0
1488,"Moultrie, Illinois",0.0
1489,"Mountrail, North Dakota",0.0
1490,"Mower, Minnesota",0.0
1491,"Muhlenberg, Kentucky",0.043478260869565216
1492,"Multnomah county, Oregon",0.0
1493,"Multnomah, Oregon",0.0
1494,"Murray, Minnesota",0.0
1495,"Muscatine, Iowa",0.5490909090909092
1496,"Muskingum, Ohio",0.0
1497,"Musselshell, Montana",0.0
1498,"Nacogdoches, Texas",0.24688888888888888
1499,"Nance, Nebraska",0.0
1500,"Nantucket, Massachusetts",0.0
1501,"Napa, California",0.36375
1502,"Nash, North Carolina",0.060616438356164384
1503,"Nassau, Florida",0.12701492537313433
1504,"Nassau, New York",0.00284577723378213
1505,"Natchitoches, Louisiana",0.7792045454545454
1506,"Natrona, Wyoming",0.0
1507,"Navajo, Arizona",0.016324786324786327
1508,"Navarro, Texas",0.049523809523809526
1509,"Nelson, Kentucky",0.061
1510,"Nelson, Virginia",0.0
1511,"Nemaha, Nebraska",0.0
1512,"Nevada county, Arkansas",0.0
1513,"Nevada, Arkansas",2.5380000000000007
1514,"Nevada, California",0.0
1515,"New hanover, North Carolina",0.03164456233421751
1516,"New haven, Connecticut",0.09581151832460734
1517,"New london, Connecticut",0.0507380073800738
1518,"Newberry, South Carolina",0.4115384615384615
1519,"Newport, Rhode Island",0.13189655172413794
1520,"Newton county, Arkansas",0.0
1521,"Newton, Arkansas",0.0
1522,"Newton, Indiana",0.06
1523,"Newton, Missouri",0.0
1524,"Newton, Texas",0.0
1525,"Nez perce, Idaho",0.0
1526,"Niagara, New York",0.0
1527,"Nicholas, Kentucky",0.0
1528,"Nicholas, West Virginia",0.0
1529,"Nicollet, Minnesota",0.0
1530,"Niobrara, Wyoming",0.0
1531,"Noble, Indiana",0.4329268292682927
1532,"Nobles, Minnesota",0.11875
1533,"Nolan, Texas",0.0
1534,"Norfolk, Massachusetts",0.0
1535,"Norfolk, Virginia",0.0
1536,"North slope, Alaska",0.0
1537,"Northampton county, Pennsylvania",0.0
1538,"Northampton, North Carolina",0.02318840579710145
1539,"Northampton, Pennsylvania",0.007377049180327869
1540,"Northampton, Virginia",0.0
1541,"Northumberland, Pennsylvania",0.0
1542,"Northumberland, Virginia",0.6842105263157895
1543,"Nottoway, Virginia",0.9608695652173914
1544,"Nuckolls, Nebraska",0.0
1545,"Nueces, Texas",0.0
1546,"Nye, Nevada",0.051897810218978095
1547,"O'brien, Iowa",0.0
1548,"Oakland, Michigan",0.6
1549,"Obrien, Iowa",0.0
1550,"Ochiltree, Texas",0.0
1551,"Oconee, South Carolina",0.19615384615384615
1552,"Oconto, Wisconsin",5.1547368421052635
1553,"Ogle, Illinois",0.0
1554,"Ohio, Indiana",0.0
1555,"Ohio, Kentucky",0.02702702702702703
1556,"Ohio, West Virginia",0.0
1557,"Okaloosa county, Florida",0.0
1558,"Okaloosa, Florida",0.016532663316582916
1559,"Okanogan, Washington",0.0
1560,"Okeechobee, Florida",0.0
1561,"Oldham, Kentucky",0.0
1562,"Oldham, Texas",0.0
1563,"Olmsted, Minnesota",0.029365079365079365
1564,"Oneida, Idaho",0.0
1565,"Oneida, New York",0.0
1566,"Oneida, Wisconsin",0.3888888888888889
1567,"Onondaga, New York",0.15046296296296297
1568,"Onslow, North Carolina",0.0
1569,"Ontario, New York",0.125
1570,"Orange, California",0.0
1571,"Orange, Florida",0.16809180327868853
1572,"Orange, New York",0.04236328125
1573,"Orange, North Carolina",0.13032608695652173
1574,"Orange, Texas",0.056499999999999995
1575,"Orange, Vermont",0.0
1576,"Orange, Virginia",0.0
1577,"Orangeburg, South Carolina",0.0
1578,"Orleans, Louisiana",0.505625
1579,"Orleans, New York",0.0
1580,"Orleans, Vermont",0.07213114754098361
1581,"Osceola, Florida",1.630611111111111
1582,"Osceola, Iowa",0.0
1583,"Oswego, New York",0.0232258064516129
1584,"Otero county, New Mexico",0.0
1585,"Otero, New Mexico",0.0
1586,"Otoe, Nebraska",0.0
1587,"Otsego, Michigan",0.0
1588,"Otsego, New York",0.0
1589,"Otter tail, Minnesota",0.13555555555555554
1590,"Ouachita, Arkansas",0.0
1591,"Ouachita, Louisiana",0.5798165137614681
1592,"Outagamie, Wisconsin",5.8933333333333335
1593,"Owen, Indiana",0.0
1594,"Owen, Kentucky",0.0
1595,"Owsley, Kentucky",0.0
1596,"Owyhee, Idaho",0.0408695652173913
1597,"Oxford, Maine",0.062
1598,"Ozaukee, Wisconsin",0.3001612903225807
1599,"Pacific, Washington",0.043478260869565216
1600,"Page, Iowa",2.4193548387096775
1601,"Page, Virginia",0.0
1602,"Palm beach, Florida",0.050122699386503065
1603,"Palo alto, Iowa",0.4807692307692307
1604,"Palo pinto, Texas",0.046
1605,"Pamlico, North Carolina",0.0
1606,"Panola, Texas",0.0108
1607,"Park, Montana",0.0
1608,"Park, Wyoming",0.0
1609,"Parke, Indiana",0.0
1610,"Parker, Texas",0.045394736842105265
1611,"Parmer, Texas",0.0
1612,"Pasco county, Florida",0.0
1613,"Pasco, Florida",0.11080996884735204
1614,"Pasquotank, North Carolina",0.0
1615,"Patrick, Virginia",0.0
1616,"Pawnee, Nebraska",0.04261538461538462
1617,"Payette, Idaho",0.10248936170212766
1618,"Pecos, Texas",0.0
1619,"Pend oreille, Washington",0.0
1620,"Pender, North Carolina",0.03783783783783783
1621,"Pendleton, Kentucky",0.08666666666666667
1622,"Pendleton, West Virginia",0.11764705882352941
1623,"Pennington, Minnesota",0.0
1624,"Pennington, South Dakota",0.025636942675159237
1625,"Penobscot, Maine",0.10862068965517242
1626,"Peoria, Illinois",0.016304347826086956
1627,"Perkins, Nebraska",0.0
1628,"Perquimans, North Carolina",0.0
1629,"Perry county, Pennsylvania",0.3866666666666667
1630,"Perry, Alabama",0.0
1631,"Perry, Arkansas",0.0
1632,"Perry, Illinois",0.042666666666666665
1633,"Perry, Indiana",0.0
1634,"Perry, Kentucky",0.0
1635,"Perry, Pennsylvania",0.8195652173913044
1636,"Pershing, Nevada",0.0
1637,"Person, North Carolina",0.0
1638,"Petroleum, Montana",0.0
1639,"Pettis, Missouri",0.0
1640,"Phelps, Nebraska",0.0
1641,"Philadelphia, Pennsylvania",0.0
1642,"Phillips, Arkansas",0.0775
1643,"Phillips, Montana",0.10909090909090909
1644,"Piatt, Illinois",0.035555555555555556
1645,"Pickaway, Ohio",0.0
1646,"Pickens, Alabama",0.0
1647,"Pickens, South Carolina",0.12076923076923075
1648,"Pierce county, Washington",0.0
1649,"Pierce, Nebraska",0.0
1650,"Pierce, Washington",0.001549514563106796
1651,"Pierce, Wisconsin",0.4125
1652,"Pike, Alabama",0.021940298507462687
1653,"Pike, Arkansas",0.0
1654,"Pike, Illinois",0.053355675510204086
1655,"Pike, Indiana",0.0
1656,"Pike, Kentucky",0.0
1657,"Pike, Ohio",0.0
1658,"Pike, Pennsylvania",0.09453551912568305
1659,"Pima, Arizona",0.04136296296296296
1660,"Pinal, Arizona",0.0
1661,"Pine, Minnesota",0.024999999999999998
1662,"Pinellas, Florida",0.0
1663,"Pipestone, Minnesota",0.6357142857142858
1664,"Piscataquis, Maine",0.0
1665,"Pitt, North Carolina",0.007368421052631579
1666,"Pittsylvania, Virginia",0.0
1667,"Piute, Utah",0.0
1668,"Placer, California",0.0
1669,"Plaquemines, Louisiana",0.42708333333333326
1670,"Platte, Missouri",0.0
1671,"Platte, Nebraska",0.05473684210526316
1672,"Platte, Wyoming",0.0
1673,"Pleasants, West Virginia",0.0
1674,"Plymouth, Iowa",0.2
1675,"Plymouth, Massachusetts",0.0
1676,"Pocahontas, Iowa",0.15
1677,"Pocahontas, West Virginia",0.0
1678,"Poinsett, Arkansas",0.0
1679,"Pointe coupee parish, Louisiana",1.2114285714285715
1680,"Pointe coupee, Louisiana",0.6464864864864865
1681,"Polk, Arkansas",0.0
1682,"Polk, Florida",0.02533333333333334
1683,"Polk, Iowa",0.0
1684,"Polk, Minnesota",0.0
1685,"Polk, Nebraska",0.0
1686,"Polk, North Carolina",0.0
1687,"Polk, Oregon",0.056249999999999994
1688,"Polk, Texas",0.10887640449438202
1689,"Polk, Wisconsin",0.21333333333333335
1690,"Pondera, Montana",0.0
1691,"Pope, Arkansas",0.24294117647058822
1692,"Pope, Illinois",0.0
1693,"Pope, Minnesota",0.0
1694,"Portage county, Wisconsin",1.62
1695,"Portage, Wisconsin",1.6857142857142855
1696,"Porter, Indiana",0.0803030303030303
1697,"Portsmouth, Virginia",0.0
1698,"Posey, Indiana",0.0
1699,"Pottawattamie, Iowa",0.0
1700,"Potter, Pennsylvania",0.0
1701,"Potter, Texas",0.585
1702,"Powder river, Montana",0.0
1703,"Powell, Kentucky",0.0
1704,"Powell, Montana",0.0
1705,"Power, Idaho",0.26994117647058824
1706,"Poweshiek, Iowa",0.0
1707,"Prairie, Arkansas",0.0
1708,"Prairie, Montana",0.0
1709,"Preble, Ohio",0.0
1710,"Presidio, Texas",0.0
1711,"Presque isle, Michigan",0.0
1712,"Preston, West Virginia",0.0
1713,"Price, Wisconsin",1.1400000000000001
1714,"Prince george's, Maryland",0.7384615384615384
1715,"Prince george, Virginia",0.0
1716,"Prince georges, Maryland",1.1
1717,"Prince william, Virginia",0.0
1718,"Providence, Rhode Island",0.19070796460176992
1719,"Pulaski, Arkansas",0.10774999999999998
1720,"Pulaski, Illinois",0.0
1721,"Pulaski, Indiana",0.0
1722,"Pulaski, Kentucky",0.015333333333333332
1723,"Pulaski, Virginia",0.0
1724,"Putnam county, Indiana",0.0
1725,"Putnam, Florida",0.02077464788732394
1726,"Putnam, Illinois",0.09876670666666668
1727,"Putnam, Indiana",0.42699999999999994
1728,"Putnam, New York",0.0
1729,"Putnam, Tennessee",0.0
1730,"Putnam, West Virginia",0.0
1731,"Quay, New Mexico",0.0
1732,"Queen anne's, Maryland",1.0409523809523809
1733,"Racine, Wisconsin",1.3774193548387097
1734,"Radford, Virginia",0.0
1735,"Rains, Texas",0.2625
1736,"Raleigh, West Virginia",0.0
1737,"Ramsey, Minnesota",0.24411764705882355
1738,"Ramsey, North Dakota",0.0
1739,"Randall, Texas",0.03823529411764706
1740,"Randolph, Alabama",0.0
1741,"Randolph, Arkansas",0.12774193548387097
1742,"Randolph, Illinois",0.03134328358208956
1743,"Randolph, Indiana",0.08333333333333333
1744,"Randolph, North Carolina",0.10972067039106145
1745,"Randolph, West Virginia",0.0642857142857143
1746,"Rapides, Louisiana",0.6197155172413792
1747,"Ravalli, Montana",0.0
1748,"Real, Texas",0.0
1749,"Red lake, Minnesota",0.0
1750,"Red river, Louisiana",1.1761538461538463
1751,"Red river, Texas",0.07777777777777778
1752,"Red willow, Nebraska",0.9461538461538462
1753,"Redwood, Minnesota",0.0
1754,"Reeves, Texas",0.0
1755,"Refugio, Texas",0.4185714285714286
1756,"Rensselaer, New York",0.0
1757,"Renville, Minnesota",0.03333333333333333
1758,"Rice, Minnesota",0.1326923076923077
1759,"Rich, Utah",0.0
1760,"Richardson, Nebraska",0.0
1761,"Richland, Illinois",0.08666666666666667
1762,"Richland, Louisiana",0.6547058823529412
1763,"Richland, Montana",0.40869565217391307
1764,"Richland, Ohio",0.0034375
1765,"Richland, South Carolina",0.07914893617021278
1766,"Richland, Wisconsin",0.0
1767,"Richmond, North Carolina",0.18093023255813953
1768,"Richmond, Virginia",0.0
1769,"Rio arriba, New Mexico",0.07672955974842767
1770,"Ripley, Indiana",0.0
1771,"Ritchie, West Virginia",0.0
1772,"Riverside, California",0.0033966033966033966
1773,"Roane, West Virginia",0.0
1774,"Roanoke, Virginia",0.0
1775,"Roberts, South Dakota",0.0
1776,"Roberts, Texas",0.0
1777,"Robertson, Texas",0.0
1778,"Robeson, North Carolina",0.015519999999999999
1779,"Rock island, Illinois",0.04223021582733813
1780,"Rock, Minnesota",0.0
1781,"Rock, Nebraska",0.0
1782,"Rock, Wisconsin",0.5222500000000001
1783,"Rockbridge, Virginia",0.0
1784,"Rockcastle, Kentucky",0.0
1785,"Rockingham, New Hampshire",0.22510080645161287
1786,"Rockingham, North Carolina",0.02282608695652174
1787,"Rockingham, Virginia",0.0
1788,"Rockland, New York",0.03951612903225807
1789,"Roosevelt, Montana",0.0
1790,"Roosevelt, New Mexico",0.0
1791,"Roseau, Minnesota",0.06388888888888888
1792,"Rosebud, Montana",0.0
1793,"Ross, Ohio",0.0
1794,"Rowan county, North Carolina",0.0
1795,"Rowan, Kentucky",0.03793103448275863
1796,"Rowan, North Carolina",0.07935483870967742
1797,"Runnels, Texas",0.9428571428571428
1798,"Rush, Indiana",0.0
1799,"Rusk, Texas",0.0016176470588235294
1800,"Rusk, Wisconsin",0.0
1801,"Russell, Alabama",0.0
1802,"Russell, Kentucky",0.0
1803,"Russell, Virginia",0.0
1804,"Rutherford, North Carolina",0.11772151898734177
1805,"Rutland, Vermont",0.06850393700787401
1806,"Sabine, Louisiana",0.9577166666666667
1807,"Sabine, Texas",0.042
1808,"Sac, Iowa",1.6444444444444446
1809,"Sacramento county, California",0.11379310344827585
1810,"Sacramento, California",0.008322496749024707
1811,"Sagadahoc, Maine",0.03
1812,"Saint bernard, Louisiana",0.7925
1813,"Saint charles, Missouri",0.0
1814,"Saint clair, Michigan",0.0
1815,"Saint james, Louisiana",0.41
1816,"Saint landry, Louisiana",0.79
1817,"Saint lawrence, New York",6.666666666666667
1818,"Saint louis, Minnesota",0.0
1819,"Saint marys, Maryland",0.0
1820,"Saint tammany, Louisiana",0.5222222222222223
1821,"Salem, New Jersey",0.0
1822,"Salem, Virginia",0.0
1823,"Saline county, Arkansas",0.0
1824,"Saline, Arkansas",0.31869565217391305
1825,"Saline, Illinois",0.0
1826,"Saline, Nebraska",0.0
1827,"Salt lake, Utah",0.08957746478873238
1828,"Saluda, South Carolina",0.0
1829,"Sampson, North Carolina",0.04155844155844156
1830,"San augustine, Texas",0.0
1831,"San benito, California",0.0
1832,"San bernardino county, California",0.0
1833,"San bernardino, California",0.049112426035502955
1834,"San diego county, California",0.0
1835,"San diego, California",0.0
1836,"San francisco, California",0.2545454545454546
1837,"San jacinto, Texas",0.015681818181818182
1838,"San joaquin, California",0.0
1839,"San juan, New Mexico",0.0
1840,"San juan, Utah",0.0
1841,"San juan, Washington",0.0
1842,"San luis obispo, California",0.13333333333333333
1843,"San mateo, California",0.04635416666666667
1844,"San miguel, New Mexico",0.007252747252747253
1845,"San patricio, Texas",0.0
1846,"San saba, Texas",0.0
1847,"Sanborn, South Dakota",0.0
1848,"Sanders, Montana",0.25384615384615383
1849,"Sandoval, New Mexico",0.1254871794871795
1850,"Sandusky, Ohio",0.0
1851,"Sangamon, Illinois",0.05384615384615384
1852,"Sanpete, Utah",0.0
1853,"Santa barbara, California",0.0
1854,"Santa clara, California",0.0037558685446009393
1855,"Santa cruz, Arizona",0.05844155844155844
1856,"Santa cruz, California",0.029019607843137257
1857,"Santa fe, New Mexico",0.09286585365853657
1858,"Santa rosa county, Florida",0.0
1859,"Santa rosa, Florida",0.15780000000000002
1860,"Sarasota, Florida",0.02502803738317757
1861,"Saratoga, New York",0.015615615615615617
1862,"Sarpy, Nebraska",0.046226415094339626
1863,"Sauk, Wisconsin",0.1688235294117647
1864,"Saunders, Nebraska",0.11391304347826088
1865,"Sawyer, Wisconsin",0.10875
1866,"Schenectady, New York",0.0
1867,"Schleicher, Texas",0.0
1868,"Schoharie, New York",0.0
1869,"Schuyler, Illinois",0.0
1870,"Schuyler, New York",0.0
1871,"Schuylkill, Pennsylvania",0.0
1872,"Scotland, North Carolina",0.0
1873,"Scott, Arkansas",0.0
1874,"Scott, Illinois",0.0
1875,"Scott, Indiana",0.44
1876,"Scott, Iowa",0.18648648648648647
1877,"Scott, Kentucky",0.0
1878,"Scott, Minnesota",0.2883928571428571
1879,"Scott, Virginia",0.0
1880,"Scotts bluff, Nebraska",0.0
1881,"Scurry, Texas",0.06999999999999999
1882,"Searcy, Arkansas",0.0
1883,"Sebastian, Arkansas",0.0453125
1884,"Seminole county, Florida",0.12
1885,"Seminole, Florida",0.28202020202020206
1886,"Seneca, New York",0.0
1887,"Seneca, Ohio",0.0
1888,"Sevier, Arkansas",0.0
1889,"Sevier, Utah",0.0
1890,"Seward, Nebraska",0.024523809523809524
1891,"Shackelford, Texas",0.0
1892,"Shannon, South Dakota",0.0
1893,"Sharp county, Arkansas",0.0
1894,"Sharp, Arkansas",0.13146341463414635
1895,"Shasta, California",0.02225
1896,"Shawano, Wisconsin",0.08125
1897,"Sheboygan, Wisconsin",0.5495
1898,"Shelby, Alabama",0.007246376811594203
1899,"Shelby, Illinois",0.0815625
1900,"Shelby, Indiana",0.19375
1901,"Shelby, Iowa",0.0
1902,"Shelby, Kentucky",0.023809523809523808
1903,"Shelby, Ohio",0.0
1904,"Shelby, Tennessee",0.0
1905,"Shelby, Texas",0.02638888888888889
1906,"Shenandoah, Virginia",0.0
1907,"Sherburne, Minnesota",0.08941176470588234
1908,"Sheridan, Montana",0.0
1909,"Sheridan, Nebraska",0.0
1910,"Sheridan, Wyoming",0.0
1911,"Sherman, Nebraska",0.4431428571428571
1912,"Sherman, Oregon",1.005
1913,"Sherman, Texas",0.0
1914,"Shoshone, Idaho",0.22766666666666668
1915,"Sibley, Minnesota",0.0
1916,"Sierra, New Mexico",0.5193548387096775
1917,"Silver bow, Montana",0.0
1918,"Silverbow, Montana",0.0
1919,"Simpson, Kentucky",0.0
1920,"Sioux, Iowa",0.14285714285714285
1921,"Sioux, Nebraska",0.0
1922,"Siskiyou, California",0.0
1923,"Skagit, Washington",0.0
1924,"Skamania, Washington",0.0
1925,"Smith, Texas",0.05817391304347826
1926,"Smyth, Virginia",0.0
1927,"Snohomish, Washington",0.0
1928,"Snyder county, Pennsylvania",0.0
1929,"Snyder, Pennsylvania",0.0
1930,"Socorro, New Mexico",0.1575925925925926
1931,"Solano, California",0.0
1932,"Somerset county, Pennsylvania",0.0
1933,"Somerset, Maine",0.011428571428571429
1934,"Somerset, Maryland",3.729444444444445
1935,"Somerset, New Jersey",0.05600000000000001
1936,"Somerset, Pennsylvania",0.0
1937,"Somervell, Texas",0.8058823529411765
1938,"Sonoma, California",0.0
1939,"Southampton, Virginia",0.0
1940,"Spartanburg, South Carolina",0.17142857142857143
1941,"Spencer, Indiana",0.0
1942,"Spink county, South Dakota",0.0
1943,"Spokane, Washington",0.3407449999999999
1944,"Spotsylvania, Virginia",0.0
1945,"St clair, Alabama",0.06977777777777777
1946,"St helena, Louisiana",1.0350000000000001
1947,"St joseph, Indiana",0.0
1948,"St landry, Louisiana",0.6140000000000001
1949,"St lawrence, New York",0.0
1950,"St mary's, Maryland",0.619
1951,"St tammany, Louisiana",0.9390909090909091
1952,"St. bernard, Louisiana",0.7300000000000001
1953,"St. charles, Louisiana",0.5107692307692308
1954,"St. clair, Alabama",0.06796116504854369
1955,"St. clair, Illinois",0.16054794520547944
1956,"St. croix, Wisconsin",0.4666666666666666
1957,"St. francis, Arkansas",0.0
1958,"St. helena, Louisiana",1.7200000000000002
1959,"St. james, Louisiana",0.45
1960,"St. john the baptist parish, Louisiana",0.5085714285714286
1961,"St. john the baptist, Louisiana",0.6407142857142857
1962,"St. johns, Florida",0.13849624060150378
1963,"St. joseph county, Indiana",0.0
1964,"St. joseph, Indiana",0.07283582089552239
1965,"St. landry, Louisiana",0.7378947368421054
1966,"St. lawrence, New York",1.1787898089171973
1967,"St. louis, Minnesota",0.18787878787878787
1968,"St. lucie, Florida",0.0
1969,"St. martin parish, Louisiana",1.1
1970,"St. martin, Louisiana",0.7676190476190479
1971,"St. mary parish, Louisiana",0.9299999999999999
1972,"St. mary's county, Maryland",0.8
1973,"St. mary's, Maryland",0.5723188405797102
1974,"St. mary, Louisiana",0.7021052631578947
1975,"St. tammany parish, Louisiana",0.5607407407407409
1976,"St. tammany, Louisiana",0.8677021276595746
1977,"Stafford, Virginia",0.0
1978,"Stanislaus, California",0.03013100436681223
1979,"Stanly, North Carolina",3.453125
1980,"Stanton, Nebraska",0.0
1981,"Stark, Illinois",0.0
1982,"Stark, Ohio",0.0
1983,"Starke, Indiana",0.0
1984,"Starr, Texas",0.40157894736842104
1985,"Staunton, Virginia",0.0
1986,"Stearns, Minnesota",0.04731182795698925
1987,"Steele, Minnesota",0.0
1988,"Stephens, Texas",0.06333333333333334
1989,"Stephenson, Illinois",0.0
1990,"Sterling, Texas",0.0
1991,"Steuben, Indiana",0.4321212121212122
1992,"Steuben, New York",0.9803000000000001
1993,"Stevens, Minnesota",0.0
1994,"Stevens, Washington",0.11983050847457627
1995,"Stillwater, Montana",0.0
1996,"Stokes, North Carolina",0.037875
1997,"Stone, Arkansas",0.0
1998,"Stone, Missouri",0.0
1999,"Stonewall, Texas",0.0
2000,"Storey, Nevada",0.0
2001,"Story, Iowa",0.10555555555555556
2002,"Strafford, New Hampshire",0.08063241106719368
2003,"Sublette, Wyoming",0.0
2004,"Suffolk city, Virginia",0.0
2005,"Suffolk, Massachusetts",0.0
2006,"Suffolk, Virginia",0.0
2007,"Sullivan, Indiana",0.0
2008,"Sullivan, New Hampshire",0.05
2009,"Sullivan, New York",0.0
2010,"Sullivan, Pennsylvania",0.0
2011,"Summers, West Virginia",0.0
2012,"Summit, Ohio",0.07090909090909091
2013,"Summit, Utah",0.041249999999999995
2014,"Sumter, Alabama",0.0
2015,"Sumter, Florida",0.05663865546218486
2016,"Sumter, South Carolina",0.04217391304347826
2017,"Surry, North Carolina",0.08086124401913874
2018,"Surry, Virginia",0.0
2019,"Susquehanna, Pennsylvania",0.01
2020,"Sussex, New Jersey",0.0485
2021,"Sutter, California",0.0
2022,"Sutton, Texas",0.0
2023,"Suwannee, Florida",0.0
2024,"Swain, North Carolina",0.0
2025,"Sweet grass, Montana",0.44090909090909086
2026,"Sweetwater county, Wyoming",0.0
2027,"Sweetwater, Wyoming",0.06808510638297872
2028,"Swift county, Minnesota",0.0
2029,"Swift, Minnesota",0.0
2030,"Swisher, Texas",0.0
2031,"Switzerland, Indiana",0.0
2032,"Talbot, Maryland",0.6736842105263158
2033,"Talladega, Alabama",0.07207207207207207
2034,"Tallapoosa, Alabama",0.0
2035,"Tama, Iowa",0.0
2036,"Taney, Missouri",0.0
2037,"Tangipahoa parish, Louisiana",0.13
2038,"Tangipahoa, Louisiana",0.5437704918032786
2039,"Taos, New Mexico",0.1465909090909091
2040,"Tarrant, Texas",0.0606951871657754
2041,"Taylor, Florida",0.075
2042,"Taylor, Kentucky",0.0
2043,"Taylor, Texas",0.0
2044,"Taylor, West Virginia",0.0
2045,"Tazewell, Illinois",0.20099290780141846
2046,"Tazewell, Virginia",0.0
2047,"Tensas, Louisiana",0.9788235294117648
2048,"Terrebonne, Louisiana",0.6409090909090909
2049,"Terrell, Texas",0.0
2050,"Terry, Texas",0.0
2051,"Teton, Idaho",2.1592000000000002
2052,"Teton, Montana",0.0
2053,"Teton, Wyoming",0.06509433962264151
2054,"Thayer, Nebraska",0.05244897959183673
2055,"Thomas, Nebraska",0.0
2056,"Throckmorton, Texas",0.05666666666666667
2057,"Thurston, Nebraska",0.0
2058,"Thurston, Washington",0.0
2059,"Tillamook county, Oregon",0.0
2060,"Tillamook, Oregon",0.0
2061,"Tioga county, Pennsylvania",0.0
2062,"Tioga, New York",0.0
2063,"Tioga, Pennsylvania",0.0
2064,"Tippecanoe, Indiana",0.7138983050847457
2065,"Tipton, Indiana",0.0
2066,"Titus, Texas",0.01888888888888889
2067,"Todd, Kentucky",0.0
2068,"Todd, Minnesota",0.34285714285714286
2069,"Todd, South Dakota",0.0
2070,"Tolland, Connecticut",0.1746641074856046
2071,"Tom green, Texas",0.0
2072,"Tompkins, New York",0.010655737704918034
2073,"Tooele, Utah",0.2314130434782609
2074,"Toole, Montana",0.0
2075,"Torrance, New Mexico",0.0
2076,"Transylvania, North Carolina",0.09220338983050848
2077,"Traverse, Minnesota",0.0
2078,"Travis, Texas",0.0
2079,"Treasure, Montana",0.0
2080,"Trempealeau, Wisconsin",4.0
2081,"Trigg, Kentucky",0.0
2082,"Trimble, Kentucky",0.0
2083,"Trinity, Texas",0.034545454545454546
2084,"Tripp, South Dakota",0.0
2085,"Trumbull, Ohio",0.765
2086,"Tucker, West Virginia",0.0
2087,"Tulare, California",0.12931726907630522
2088,"Tuolumne, California",0.0
2089,"Turner, South Dakota",0.0
2090,"Tuscaloosa, Alabama",0.0
2091,"Tuscarawas, Ohio",0.0
2092,"Tuscola, Michigan",0.0
2093,"Twin falls, Idaho",0.0
2094,"Tyler, Texas",0.055999999999999994
2095,"Tyler, West Virginia",0.0
2096,"Tyrrell, North Carolina",0.0
2097,"Uinta, Wyoming",0.17647058823529413
2098,"Uintah, Utah",0.0
2099,"Ulster, New York",0.16605263157894737
2100,"Umatilla, Oregon",0.009038461538461539
2101,"Union county, Pennsylvania",0.0
2102,"Union parish, Louisiana",0.6275000000000001
2103,"Union, Arkansas",0.021360946745562128
2104,"Union, Florida",0.0
2105,"Union, Illinois",0.0
2106,"Union, Indiana",0.0
2107,"Union, Iowa",1.1333333333333333
