,county,E_coli
2333,"Wyoming, Pennsylvania",0.0
2334,"Wyoming, West Virginia",0.0
2335,"Wythe, Virginia",0.0
2336,"Yadkin, North Carolina",0.0
2337,"Yakima, Washington",0.0
2338,"Yakutat city and, Alaska",0.0
2339,"Yakutat, Alaska",0.0
2340,"Yamhill, Oregon",0.0
2341,"Yancey, North Carolina",0.0
2342,"Yates, New York",0.0
2343,"Yavapai, Arizona",0.0
2344,"Yell, Arkansas",0.0
2345,"Yellow medicine county, Minnesota",0.0
2346,"Yellowstone, Montana",0.0
2347,"Yoakum, Texas",0.0
2348,"York county, Pennsylvania",0.0
2349,"York, Maine",0.0
2350,"York, Nebraska",0.0
2351,"York, Pennsylvania",0.0
2352,"York, South Carolina",0.0
2353,"York, Virginia",0.0
2354,"Young, Texas",0.0
2355,"Yukon koyukuk, Alaska",0.0
2356,"Yukon-koyukuk census area, Alaska",0.0
2357,"Yukon-koyukuk, Alaska",0.0
2358,"Yuma county, Arizona",0.0
2359,"Yuma, Arizona",0.0
2360,"Zapata county, Texas",0.0
2361,"Zapata, Texas",0.0
2362,"Zavala, Texas",0.0
