,county,E_coli
801,"Gonzales, Texas",0.0
802,"Goochland, Virginia",0.0
803,"Gooding, Idaho",0.0
804,"Goshen, Wyoming",0.0
805,"Gosper, Nebraska",0.0
806,"Gove, Kansas",0.0
807,"Grady, Oklahoma",0.0
808,"Graham, Arizona",0.0
809,"Graham, Kansas",0.0
810,"Graham, North Carolina",0.0
811,"Grand forks, North Dakota",0.0
812,"Grand isle, Vermont",0.0
813,"Grand, Utah",0.0
814,"Granite, Montana",0.0
815,"Grant, Arkansas",0.0
816,"Grant, Indiana",0.0
817,"Grant, Kansas",0.0
818,"Grant, Kentucky",0.0
819,"Grant, Louisiana",0.0
820,"Grant, Nebraska",0.0
821,"Grant, New Mexico",0.0
822,"Grant, North Dakota",0.0
823,"Grant, Oklahoma",0.0
824,"Grant, Oregon",0.0
825,"Grant, Washington",0.0
826,"Grant, West Virginia",0.0
827,"Granville, North Carolina",0.0
828,"Graves, Kentucky",0.0
829,"Gray, Kansas",0.0
830,"Gray, Texas",0.0
831,"Grays harbor, Washington",0.0
832,"Grayson, Kentucky",0.0
833,"Grayson, Texas",0.0
834,"Grayson, Virginia",0.0
835,"Greeley, Kansas",0.0
836,"Greeley, Nebraska",0.0
837,"Greenbrier, West Virginia",0.0
838,"Greene, Alabama",0.0
839,"Greene, Arkansas",0.0
840,"Greene, Illinois",0.0
841,"Greene, Indiana",0.0
842,"Greene, Iowa",0.0
843,"Greene, Missouri",0.0
844,"Greene, New York",0.0
845,"Greene, North Carolina",0.0
846,"Greene, Ohio",0.0
847,"Greene, Pennsylvania",0.0
848,"Greene, Virginia",0.0
849,"Greenlee, Arizona",0.0
850,"Greensville, Virginia",0.0
851,"Greenup, Kentucky",0.0
852,"Greenville, South Carolina",0.0
853,"Greenwood, Kansas",0.0
854,"Greenwood, South Carolina",0.0
855,"Greer, Oklahoma",0.0
856,"Gregg, Texas",0.0
857,"Griggs, North Dakota",0.0
858,"Grimes, Texas",0.0
859,"Grundy, Illinois",0.0
860,"Grundy, Iowa",0.0
861,"Grundy, Missouri",0.0
862,"Guadalupe, New Mexico",0.0
863,"Guadalupe, Texas",0.0
864,"Guernsey, Ohio",0.0
865,"Guilford, North Carolina",0.0
866,"Guillford, North Carolina",0.0
867,"Guthrie, Iowa",0.0
868,"Haines, Alaska",0.0
869,"Hale, Alabama",0.0
870,"Hale, Texas",0.0
871,"Halifax, North Carolina",0.0
872,"Halifax, Virginia",0.0
873,"Hall, Nebraska",0.0
874,"Hall, Texas",0.0
875,"Hamilton, Indiana",0.0
876,"Hamilton, Iowa",0.0
877,"Hamilton, Kansas",0.0
878,"Hamilton, Nebraska",0.0
879,"Hamilton, New York",0.0
880,"Hamilton, Ohio",0.0
881,"Hamilton, Texas",0.0
882,"Hampshire, West Virginia",0.0
883,"Hampton city, Virginia",0.0
884,"Hampton, South Carolina",0.0
885,"Hancock, Illinois",0.0
886,"Hancock, Indiana",0.0
887,"Hancock, Iowa",0.0
888,"Hancock, Kentucky",0.0
889,"Hancock, Maine",0.0
890,"Hancock, Ohio",0.0
891,"Hancock, West Virginia",0.0
892,"Hanover, Virginia",0.0
893,"Hansford, Texas",0.0
894,"Hardeman, Texas",0.0
895,"Hardin, Illinois",0.0
896,"Hardin, Iowa",0.0
897,"Hardin, Kentucky",0.0
898,"Hardin, Ohio",0.0
899,"Hardin, Texas",0.0
900,"Harding, New Mexico",0.0
901,"Hardy, West Virginia",0.0
902,"Harlan, Kentucky",0.0
903,"Harlan, Nebraska",0.0
904,"Harmon, Oklahoma",0.0
905,"Harnett, North Carolina",0.0
906,"Harney, Oregon",0.0
907,"Harper, Kansas",0.0
908,"Harper, Oklahoma",0.0
909,"Harris, Texas",0.0
910,"Harrison, Indiana",0.0
911,"Harrison, Iowa",0.0
912,"Harrison, Kentucky",0.0
913,"Harrison, Missouri",0.0
914,"Harrison, Ohio",0.0
915,"Harrison, Texas",0.0
916,"Harrison, West Virginia",0.0
917,"Harrisonburg, Virginia",0.0
918,"Hart, Kentucky",0.0
919,"Hartford, Connecticut",0.0
920,"Hartley, Texas",0.0
921,"Harvey, Kansas",0.0
922,"Haskell, Kansas",0.0
923,"Haskell, Oklahoma",0.0
924,"Haskell, Texas",0.0
925,"Hawaii, Hawaii",0.0
926,"Hayes, Nebraska",0.0
927,"Hays, Texas",0.0
928,"Haywood, North Carolina",0.0
929,"Hemphill, Texas",0.0
930,"Hempstead, Arkansas",0.0
931,"Henderson, Illinois",0.0
932,"Henderson, Kentucky",0.0
933,"Henderson, North Carolina",0.0
934,"Henderson, Texas",0.0
935,"Hendricks, Indiana",0.0
936,"Henrico, Virginia",0.0
937,"Henry, Alabama",0.0
938,"Henry, Illinois",0.0
939,"Henry, Indiana",0.0
940,"Henry, Iowa",0.0
941,"Henry, Kentucky",0.0
942,"Henry, Missouri",0.0
943,"Henry, Ohio",0.0
944,"Henry, Virginia",0.0
945,"Herkimer, New York",0.0
946,"Hertford, North Carolina",0.0
947,"Hickman, Kentucky",0.0
948,"Hickory, Missouri",0.0
949,"Hidalgo, New Mexico",0.0
950,"Hidalgo, Texas",0.0
951,"Highland, Ohio",0.0
952,"Highland, Virginia",0.0
953,"Hill, Montana",0.0
954,"Hill, Texas",0.0
955,"Hitchcock, Nebraska",0.0
956,"Hocking, Ohio",0.0
957,"Hockley, Texas",0.0
958,"Hodgeman, Kansas",0.0
959,"Hoke, North Carolina",0.0
960,"Holmes, Ohio",0.0
961,"Holt, Missouri",0.0
962,"Holt, Nebraska",0.0
963,"Honolulu, Hawaii",0.0
964,"Hood river, Oregon",0.0
965,"Hood, Texas",0.0
966,"Hooker, Nebraska",0.0
967,"Hoonah angoon, Alaska",0.0
968,"Hoonah-angoon, Alaska",0.0
969,"Hopewell, Virginia",0.0
970,"Hopkins, Kentucky",0.0
971,"Hopkins, Texas",0.0
972,"Horry, South Carolina",0.0
973,"Hot spring, Arkansas",0.0
974,"Hot springs, Wyoming",0.0
975,"Houston, Alabama",0.0
976,"Houston, Texas",0.0
977,"Howard, Arkansas",0.0
978,"Howard, Indiana",0.0
979,"Howard, Iowa",0.0
980,"Howard, Missouri",0.0
981,"Howard, Nebraska",0.0
982,"Howard, Texas",0.0
983,"Howell, Missouri",0.0
984,"Hudson, New Jersey",0.0
985,"Hudspeth, Texas",0.0
986,"Hughes, Oklahoma",0.0
987,"Humboldt, Iowa",0.0
988,"Humboldt, Nevada",0.0
989,"Hunt, Texas",0.0
990,"Hunterdon, New Jersey",0.0
991,"Huntingdon, Pennsylvania",0.0
992,"Huntington, Indiana",0.0
993,"Huron, Ohio",0.0
994,"Hutchinson, Texas",0.0
995,"Hyde, North Carolina",0.0
996,"Iberia parish, Louisiana",0.0
997,"Iberia, Louisiana",0.0
998,"Iberville parish, Louisiana",0.0
999,"Iberville, Louisiana",0.0
1000,"Ida, Iowa",0.0
1001,"Idaho, Idaho",0.0
1002,"Independence, Arkansas",0.0
1003,"Indiana, Pennsylvania",0.0
1004,"Iowa, Iowa",0.0
1005,"Iredell, North Carolina",0.0
1006,"Irion, Texas",0.0
1007,"Iron, Missouri",0.0
1008,"Iron, Utah",0.0
1009,"Iroquois, Illinois",0.0
1010,"Island, Washington",0.0
1011,"Isle of wight, Virginia",0.0
1012,"Izard, Arkansas",0.0
1013,"Jack, Texas",0.0
1014,"Jackson, Alabama",0.0
1015,"Jackson, Arkansas",0.0
1016,"Jackson, Illinois",0.0
1017,"Jackson, Indiana",0.0
1018,"Jackson, Iowa",0.0
1019,"Jackson, Kansas",0.0
1020,"Jackson, Louisiana",0.0
1021,"Jackson, Missouri",0.0
1022,"Jackson, North Carolina",0.0
1023,"Jackson, Ohio",0.0
1024,"Jackson, Oklahoma",0.0
1025,"Jackson, Oregon",0.0
1026,"Jackson, Texas",0.0
1027,"Jackson, West Virginia",0.0
1028,"Jackson, Wisconsin",0.0
1029,"James (city), Virginia",0.0
1030,"James city, Virginia",0.0
1031,"Jasper, Illinois",0.0
1032,"Jasper, Indiana",0.0
1033,"Jasper, Iowa",0.0
1034,"Jasper, Missouri",0.0
1035,"Jasper, South Carolina",0.0
1036,"Jasper, Texas",0.0
1037,"Jay, Indiana",0.0
1038,"Jeff davis, Texas",0.0
1039,"Jefferson davis, Louisiana",0.0
1040,"Jefferson, Alabama",0.0
1041,"Jefferson, Arkansas",0.0
1042,"Jefferson, Idaho",0.0
1043,"Jefferson, Illinois",0.0
1044,"Jefferson, Indiana",0.0
1045,"Jefferson, Iowa",0.0
1046,"Jefferson, Kansas",0.0
1047,"Jefferson, Kentucky",0.0
1048,"Jefferson, Louisiana",0.0
1049,"Jefferson, Missouri",0.0
1050,"Jefferson, Montana",0.0
1051,"Jefferson, Nebraska",0.0
1052,"Jefferson, New York",0.0
1053,"Jefferson, Ohio",0.0
1054,"Jefferson, Oklahoma",0.0
1055,"Jefferson, Oregon",0.0
1056,"Jefferson, Pennsylvania",0.0
1057,"Jefferson, Texas",0.0
1058,"Jefferson, Washington",0.0
1059,"Jefferson, West Virginia",0.0
1060,"Jennings, Indiana",0.0
1061,"Jerome, Idaho",0.0
1062,"Jersey, Illinois",0.0
1063,"Jessamine, Kentucky",0.0
1064,"Jewell, Kansas",0.0
1065,"Jim hogg, Texas",0.0
1066,"Jim wells, Texas",0.0
1067,"Jo daviess, Illinois",0.0
1068,"Johnson, Arkansas",0.0
1069,"Johnson, Illinois",0.0
1070,"Johnson, Indiana",0.0
1071,"Johnson, Iowa",0.0
1072,"Johnson, Kansas",0.0
1073,"Johnson, Kentucky",0.0
1074,"Johnson, Missouri",0.0
1075,"Johnson, Nebraska",0.0
1076,"Johnson, Texas",0.0
1077,"Johnson, Wyoming",0.0
1078,"Johnston, North Carolina",0.0
1079,"Johnston, Oklahoma",0.0
1080,"Jones, Iowa",0.0
1081,"Jones, North Carolina",0.0
1082,"Jones, Texas",0.0
1083,"Josephine, Oregon",0.0
1084,"Juab, Utah",0.0
1085,"Judith basin, Montana",0.0
1086,"Juneau city and, Alaska",0.0
1087,"Juneau, Alaska",0.0
1088,"Juniata, Pennsylvania",0.0
1089,"Kanawha county, West Virginia",0.0
1090,"Kanawha, West Virginia",0.0
1091,"Kane, Illinois",0.0
1092,"Kane, Utah",0.0
1093,"Kankakee, Illinois",0.0
1094,"Karnes, Texas",0.0
1095,"Kauai, Hawaii",0.0
1096,"Kaufman, Texas",0.0
1097,"Kay, Oklahoma",0.0
1098,"Kearney, Nebraska",0.0
1099,"Keith, Nebraska",0.0
1100,"Kenai peninsula borough, Alaska",0.0
1101,"Kenai peninsula, Alaska",0.0
1102,"Kendall, Illinois",0.0
1103,"Kendall, Texas",0.0
1104,"Kenedy, Texas",0.0
1105,"Kennebec, Maine",0.0
1106,"Kent, Rhode Island",0.0
1107,"Kent, Texas",0.0
1108,"Kenton, Kentucky",0.0
1109,"Keokuk, Iowa",0.0
1110,"Kerr, Texas",0.0
1111,"Kershaw, South Carolina",0.0
1112,"Ketchikan gateway, Alaska",0.0
1113,"Keya paha, Nebraska",0.0
1114,"Kidder, North Dakota",0.0
1115,"Kimball, Nebraska",0.0
1116,"Kimble, Texas",0.0
1117,"King and queen, Virginia",0.0
1118,"King george, Virginia",0.0
1119,"King william, Virginia",0.0
1120,"King, Washington",0.0
1121,"Kingfisher, Oklahoma",0.0
1122,"Kingman, Kansas",0.0
1123,"Kinney, Texas",0.0
1124,"Kiowa, Kansas",0.0
1125,"Kiowa, Oklahoma",0.0
1126,"Kitsap, Washington",0.0
1127,"Kittitas, Washington",0.0
1128,"Klamath, Oregon",0.0
1129,"Kleberg, Texas",0.0
1130,"Klickitat, Washington",0.0
1131,"Knott, Kentucky",0.0
1132,"Knox, Illinois",0.0
1133,"Knox, Indiana",0.0
1134,"Knox, Kentucky",0.0
1135,"Knox, Maine",0.0
1136,"Knox, Missouri",0.0
1137,"Knox, Nebraska",0.0
1138,"Knox, Ohio",0.0
1139,"Knox, Texas",0.0
1140,"Kodiak island, Alaska",0.0
1141,"Koochiching county, Minnesota",0.0
1142,"Koochiching, Minnesota",0.0
1143,"Kootenai, Idaho",0.0
1144,"Kosciusko, Indiana",0.0
1145,"Kossuth, Iowa",0.0
1146,"La grange, Indiana",0.0
1147,"La paz, Arizona",0.0
1148,"La plata, Colorado",0.0
1149,"La porte, Indiana",0.0
1150,"La salle, Illinois",0.0
1151,"La salle, Louisiana",0.0
1152,"La salle, Texas",0.0
1153,"Labette, Kansas",0.0
1154,"Lackawanna, Pennsylvania",0.0
1155,"Laclede, Missouri",0.0
1156,"Lafayette parish, Louisiana",0.0
1157,"Lafayette, Arkansas",0.0
1158,"Lafayette, Louisiana",0.0
1159,"Lafayette, Missouri",0.0
1160,"Lafourche, Louisiana",0.0
1161,"Lagrange, Indiana",0.0
1162,"Lake and peninsula, Alaska",0.0
1163,"Lake of the woods, Minnesota",0.0
1164,"Lake, Illinois",0.0
1165,"Lake, Indiana",0.0
1166,"Lake, Minnesota",0.0
1167,"Lake, Montana",0.0
1168,"Lake, Ohio",0.0
1169,"Lake, Oregon",0.0
1170,"Lamar, Alabama",0.0
1171,"Lamar, Texas",0.0
1172,"Lamb, Texas",0.0
1173,"Lamoille, Vermont",0.0
1174,"Lamoure, North Dakota",0.0
1175,"Lampasas, Texas",0.0
1176,"Lancaster county, Pennsylvania",0.0
1177,"Lancaster, Nebraska",0.0
1178,"Lancaster, Pennsylvania",0.0
1179,"Lancaster, South Carolina",0.0
1180,"Lancaster, Virginia",0.0
1181,"Lander, Nevada",0.0
1182,"Lane, Kansas",0.0
1183,"Lane, Oregon",0.0
1184,"Laporte, Indiana",0.0
1185,"Laramie, Wyoming",0.0
1186,"Larue, Kentucky",0.0
1187,"Lasalle, Illinois",0.0
1188,"Latah, Idaho",0.0
1189,"Latimer, Oklahoma",0.0
1190,"Lauderdale, Alabama",0.0
1191,"Laurel, Kentucky",0.0
1192,"Laurens, South Carolina",0.0
1193,"Lavaca, Texas",0.0
1194,"Lawrence county, Arkansas",0.0
1195,"Lawrence, Alabama",0.0
1196,"Lawrence, Arkansas",0.0
1197,"Lawrence, Illinois",0.0
1198,"Lawrence, Indiana",0.0
1199,"Lawrence, Missouri",0.0
1200,"Lawrence, Ohio",0.0
1201,"Lawrence, Pennsylvania",0.0
1202,"Le flore, Oklahoma",0.0
1203,"Lea, New Mexico",0.0
1204,"Leavenworth, Kansas",0.0
1205,"Lebanon county, Pennsylvania",0.0
1206,"Lebanon, Pennsylvania",0.0
1207,"Lee, Alabama",0.0
1208,"Lee, Arkansas",0.0
1209,"Lee, Illinois",0.0
1210,"Lee, Iowa",0.0
1211,"Lee, North Carolina",0.0
1212,"Lee, Texas",0.0
1213,"Lee, Virginia",0.0
1214,"Lehigh, Pennsylvania",0.0
1215,"Lemhi, Idaho",0.0
1216,"Lenoir, North Carolina",0.0
1217,"Leon, Texas",0.0
1218,"Leslie, Kentucky",0.0
1219,"Letcher, Kentucky",0.0
1220,"Lewis and clark, Montana",0.0
1221,"Lewis county, Washington",0.0
1222,"Lewis, Idaho",0.0
1223,"Lewis, Missouri",0.0
1224,"Lewis, New York",0.0
1225,"Lewis, Washington",0.0
1226,"Lewis, West Virginia",0.0
1227,"Lexington, South Carolina",0.0
1228,"Lexington, Virginia",0.0
1229,"Liberty, Montana",0.0
1230,"Liberty, Texas",0.0
1231,"Licking, Ohio",0.0
1232,"Limestone, Alabama",0.0
1233,"Limestone, Texas",0.0
1234,"Lincoln, Arkansas",0.0
1235,"Lincoln, Idaho",0.0
1236,"Lincoln, Kansas",0.0
1237,"Lincoln, Kentucky",0.0
1238,"Lincoln, Louisiana",0.0
1239,"Lincoln, Maine",0.0
1240,"Lincoln, Missouri",0.0
1241,"Lincoln, Montana",0.0
1242,"Lincoln, Nebraska",0.0
1243,"Lincoln, Nevada",0.0
1244,"Lincoln, New Mexico",0.0
1245,"Lincoln, North Carolina",0.0
1246,"Lincoln, Oklahoma",0.0
1247,"Lincoln, Oregon",0.0
1248,"Lincoln, Washington",0.0
1249,"Lincoln, West Virginia",0.0
1250,"Lincoln, Wyoming",0.0
1251,"Linn county, Oregon",0.0
1252,"Linn, Iowa",0.0
1253,"Linn, Kansas",0.0
1254,"Linn, Missouri",0.0
1255,"Linn, Oregon",0.0
1256,"Lipscomb, Texas",0.0
1257,"Litchfield, Connecticut",0.0
1258,"Little river, Arkansas",0.0
1259,"Live oak, Texas",0.0
1260,"Livingston county, New York",0.0
1261,"Livingston, Illinois",0.0
1262,"Livingston, Kentucky",0.0
1263,"Livingston, Louisiana",0.0
1264,"Livingston, Missouri",0.0
1265,"Livingston, New York",0.0
1266,"Llano, Texas",0.0
1267,"Logan, Arkansas",0.0
1268,"Logan, Illinois",0.0
1269,"Logan, Kansas",0.0
1270,"Logan, Kentucky",0.0
1271,"Logan, Nebraska",0.0
1272,"Logan, North Dakota",0.0
1273,"Logan, Ohio",0.0
1274,"Logan, Oklahoma",0.0
1275,"Logan, West Virginia",0.0
1276,"Lonoke, Arkansas",0.0
1277,"Lorain, Ohio",0.0
1278,"Los alamos, New Mexico",0.0
1279,"Loudoun, Virginia",0.0
1280,"Louisa, Iowa",0.0
1281,"Louisa, Virginia",0.0
1282,"Loup, Nebraska",0.0
1283,"Love, Oklahoma",0.0
1284,"Lowndes, Alabama",0.0
1285,"Lubbock, Texas",0.0
1286,"Lucas, Iowa",0.0
1287,"Lucas, Ohio",0.0
1288,"Luna, New Mexico",0.0
1289,"Lunenburg, Virginia",0.0
1290,"Luzerne county, Pennsylvania",0.0
1291,"Luzerne, Pennsylvania",0.0
1292,"Lycoming county, Pennsylvania",0.0
1293,"Lycoming, Pennsylvania",0.0
1294,"Lynchburg, Virginia",0.0
1295,"Lynn, Texas",0.0
1296,"Lyon, Iowa",0.0
1297,"Lyon, Kansas",0.0
1298,"Lyon, Kentucky",0.0
1299,"Lyon, Nevada",0.0
1300,"Macon, Alabama",0.0
1301,"Macon, Illinois",0.0
1302,"Macon, Missouri",0.0
1303,"Macon, North Carolina",0.0
1304,"Macoupin, Illinois",0.0
1305,"Madison, Alabama",0.0
1306,"Madison, Arkansas",0.0
1307,"Madison, Idaho",0.0
1308,"Madison, Illinois",0.0
1309,"Madison, Indiana",0.0
1310,"Madison, Iowa",0.0
1311,"Madison, Kentucky",0.0
1312,"Madison, Louisiana",0.0
1313,"Madison, Missouri",0.0
1314,"Madison, Montana",0.0
1315,"Madison, Nebraska",0.0
1316,"Madison, New York",0.0
1317,"Madison, North Carolina",0.0
1318,"Madison, Ohio",0.0
1319,"Madison, Texas",0.0
1320,"Madison, Virginia",0.0
1321,"Magoffin, Kentucky",0.0
1322,"Mahaska, Iowa",0.0
1323,"Mahoning, Ohio",0.0
1324,"Major, Oklahoma",0.0
1325,"Malheur, Oregon",0.0
1326,"Manassas, Virginia",0.0
1327,"Marengo, Alabama",0.0
1328,"Maricopa, Arizona",0.0
1329,"Maries county, Missouri",0.0
1330,"Maries, Missouri",0.0
1331,"Marion, Alabama",0.0
1332,"Marion, Arkansas",0.0
1333,"Marion, Illinois",0.0
1334,"Marion, Indiana",0.0
1335,"Marion, Iowa",0.0
1336,"Marion, Kansas",0.0
1337,"Marion, Kentucky",0.0
1338,"Marion, Ohio",0.0
1339,"Marion, Oregon",0.0
1340,"Marion, South Carolina",0.0
1341,"Marion, Texas",0.0
1342,"Marion, West Virginia",0.0
1343,"Marlboro, South Carolina",0.0
1344,"Marshall, Alabama",0.0
1345,"Marshall, Illinois",0.0
1346,"Marshall, Indiana",0.0
1347,"Marshall, Iowa",0.0
1348,"Marshall, Kansas",0.0
1349,"Marshall, Kentucky",0.0
1350,"Marshall, Oklahoma",0.0
1351,"Marshall, West Virginia",0.0
1352,"Martin, Indiana",0.0
1353,"Martin, Kentucky",0.0
1354,"Martin, Minnesota",0.0
1355,"Martin, North Carolina",0.0
1356,"Martin, Texas",0.0
1357,"Martinsville, Virginia",0.0
1358,"Mason, Illinois",0.0
1359,"Mason, Kentucky",0.0
1360,"Mason, Texas",0.0
1361,"Mason, Washington",0.0
1362,"Mason, West Virginia",0.0
1363,"Massac, Illinois",0.0
1364,"Matagorda, Texas",0.0
1365,"Matanuska-susitna borough, Alaska",0.0
1366,"Matanuska-susitna, Alaska",0.0
1367,"Mathews, Virginia",0.0
1368,"Maui, Hawaii",0.0
1369,"Maverick, Texas",0.0
1370,"Mayes, Oklahoma",0.0
1371,"Mcclain, Oklahoma",0.0
1372,"Mccone, Montana",0.0
1373,"Mccracken, Kentucky",0.0
1374,"Mcculloch, Texas",0.0
1375,"Mccurtain, Oklahoma",0.0
1376,"Mcdonald, Missouri",0.0
1377,"Mcdonough, Illinois",0.0
1378,"Mcdowell, North Carolina",0.0
1379,"Mcdowell, West Virginia",0.0
1380,"Mchenry, Illinois",0.0
1381,"Mchenry, North Dakota",0.0
1382,"Mcintosh, North Dakota",0.0
1383,"Mcintosh, Oklahoma",0.0
1384,"Mckean, Pennsylvania",0.0
1385,"Mckenzie, North Dakota",0.0
1386,"Mckinley, New Mexico",0.0
1387,"Mclean, Illinois",0.0
1388,"Mclean, Kentucky",0.0
1389,"Mclean, North Dakota",0.0
1390,"Mclennan, Texas",0.0
1391,"Mcmullen, Texas",0.0
1392,"Mcpherson, Kansas",0.0
1393,"Mcpherson, Nebraska",0.0
1394,"Meade, Kansas",0.0
1395,"Meade, Kentucky",0.0
1396,"Meagher, Montana",0.0
1397,"Mecklenburg, North Carolina",0.0
1398,"Mecklenburg, Virginia",0.0
1399,"Medina, Ohio",0.0
1400,"Medina, Texas",0.0
1401,"Meigs, Ohio",0.0
1402,"Menard, Illinois",0.0
1403,"Menard, Texas",0.0
1404,"Menifee, Kentucky",0.0
1405,"Menominee, Wisconsin",0.0
1406,"Mercer county, Pennsylvania",0.0
1407,"Mercer, Illinois",0.0
1408,"Mercer, Kentucky",0.0
1409,"Mercer, New Jersey",0.0
1410,"Mercer, North Dakota",0.0
1411,"Mercer, Ohio",0.0
1412,"Mercer, Pennsylvania",0.0
1413,"Mercer, West Virginia",0.0
1414,"Merrick, Nebraska",0.0
1415,"Metcalfe, Kentucky",0.0
1416,"Miami, Indiana",0.0
1417,"Miami, Kansas",0.0
1418,"Miami, Ohio",0.0
1419,"Middlesex, Connecticut",0.0
1420,"Middlesex, New Jersey",0.0
1421,"Middlesex, Virginia",0.0
1422,"Midland, Texas",0.0
1423,"Mifflin, Pennsylvania",0.0
1424,"Milam, Texas",0.0
1425,"Millard, Utah",0.0
1426,"Miller, Arkansas",0.0
1427,"Miller, Missouri",0.0
1428,"Mills, Iowa",0.0
1429,"Mills, Texas",0.0
1430,"Mineral, Montana",0.0
1431,"Mineral, Nevada",0.0
1432,"Mineral, West Virginia",0.0
1433,"Mingo, West Virginia",0.0
1434,"Minidoka, Idaho",0.0
1435,"Mississippi, Arkansas",0.0
1436,"Mississippi, Missouri",0.0
1437,"Missoula, Montana",0.0
1438,"Mitchell, Iowa",0.0
1439,"Mitchell, Kansas",0.0
1440,"Mitchell, North Carolina",0.0
1441,"Mitchell, Texas",0.0
1442,"Mobile, Alabama",0.0
1443,"Modoc, California",0.0
1444,"Mohave, Arizona",0.0
1445,"Moniteau, Missouri",0.0
1446,"Monmouth, New Jersey",0.0
1447,"Monona, Iowa",0.0
1448,"Monongalia, West Virginia",0.0
1449,"Monroe county, Pennsylvania",0.0
1450,"Monroe, Alabama",0.0
1451,"Monroe, Arkansas",0.0
1452,"Monroe, Illinois",0.0
1453,"Monroe, Indiana",0.0
1454,"Monroe, Iowa",0.0
1455,"Monroe, Kentucky",0.0
1456,"Monroe, New York",0.0
1457,"Monroe, Ohio",0.0
1458,"Monroe, Pennsylvania",0.0
1459,"Monroe, West Virginia",0.0
1460,"Montague, Texas",0.0
1461,"Montgomery county, Pennsylvania",0.0
1462,"Montgomery, Alabama",0.0
1463,"Montgomery, Arkansas",0.0
1464,"Montgomery, Illinois",0.0
1465,"Montgomery, Indiana",0.0
1466,"Montgomery, Iowa",0.0
1467,"Montgomery, Kansas",0.0
1468,"Montgomery, Kentucky",0.0
1469,"Montgomery, Missouri",0.0
1470,"Montgomery, New York",0.0
1471,"Montgomery, North Carolina",0.0
1472,"Montgomery, Ohio",0.0
1473,"Montgomery, Pennsylvania",0.0
1474,"Montgomery, Texas",0.0
1475,"Montgomery, Virginia",0.0
1476,"Montour, Pennsylvania",0.0
1477,"Moore county, Texas",0.0
1478,"Moore, North Carolina",0.0
1479,"Moore, Texas",0.0
1480,"Mora, New Mexico",0.0
1481,"Morehouse, Louisiana",0.0
1482,"Morgan, Alabama",0.0
1483,"Morgan, Illinois",0.0
1484,"Morgan, Indiana",0.0
1485,"Morgan, Kentucky",0.0
1486,"Morgan, Missouri",0.0
1487,"Morgan, Ohio",0.0
1488,"Morgan, Utah",0.0
1489,"Morgan, West Virginia",0.0
1490,"Morrill, Nebraska",0.0
1491,"Morris, Kansas",0.0
1492,"Morris, New Jersey",0.0
1493,"Morris, Texas",0.0
1494,"Morrow, Ohio",0.0
1495,"Morrow, Oregon",0.0
1496,"Morton, Kansas",0.0
1497,"Morton, North Dakota",0.0
1498,"Motley, Texas",0.0
1499,"Moultrie, Illinois",0.0
1500,"Mountrail, North Dakota",0.0
1501,"Muhlenberg, Kentucky",0.0
1502,"Multnomah county, Oregon",0.0
1503,"Multnomah, Oregon",0.0
1504,"Murray, Oklahoma",0.0
1505,"Muscatine, Iowa",0.0
1506,"Muskingum, Ohio",0.0
1507,"Muskogee, Oklahoma",0.0
1508,"Musselshell, Montana",0.0
1509,"Nacogdoches, Texas",0.0
1510,"Nance, Nebraska",0.0
1511,"Nash, North Carolina",0.0
1512,"Nassau, New York",0.0
1513,"Natchitoches, Louisiana",0.0
1514,"Natrona, Wyoming",0.0
1515,"Navajo, Arizona",0.0
1516,"Navarro, Texas",0.0
1517,"Nelson, Kentucky",0.0
1518,"Nelson, North Dakota",0.0
1519,"Nelson, Virginia",0.0
1520,"Nemaha, Kansas",0.0
1521,"Nemaha, Nebraska",0.0
1522,"Neosho, Kansas",0.0
1523,"Ness, Kansas",0.0
1524,"Nevada county, Arkansas",0.0
1525,"Nevada, Arkansas",0.0
1526,"New hanover, North Carolina",0.0
1527,"New haven, Connecticut",0.0
1528,"New kent, Virginia",0.0
1529,"New london, Connecticut",0.0
1530,"New madrid, Missouri",0.0
1531,"Newberry, South Carolina",0.0
1532,"Newport news city, Virginia",0.0
1533,"Newport news, Virginia",0.0
1534,"Newport, Rhode Island",0.0
1535,"Newton county, Arkansas",0.0
1536,"Newton, Arkansas",0.0
1537,"Newton, Indiana",0.0
1538,"Newton, Missouri",0.0
1539,"Newton, Texas",0.0
1540,"Nez perce, Idaho",0.0
1541,"Niagara, New York",0.0
1542,"Nicholas, Kentucky",0.0
1543,"Nicholas, West Virginia",0.0
1544,"Niobrara, Wyoming",0.0
1545,"Noble, Indiana",0.0
1546,"Noble, Ohio",0.0
1547,"Noble, Oklahoma",0.0
1548,"Nodaway, Missouri",0.0
1549,"Nolan, Texas",0.0
1550,"Nome, Alaska",0.0
1551,"Norfolk city, Virginia",0.0
1552,"Norfolk, Virginia",0.0
1553,"North slope borough, Alaska",0.0
1554,"North slope, Alaska",0.0
1555,"Northampton county, Pennsylvania",0.0
1556,"Northampton, North Carolina",0.0
1557,"Northampton, Pennsylvania",0.0
1558,"Northampton, Virginia",0.0
1559,"Northumberland, Pennsylvania",0.0
1560,"Northumberland, Virginia",0.0
1561,"Northwest arctic borough, Alaska",0.0
1562,"Northwest arctic, Alaska",0.0
1563,"Norton, Kansas",0.0
1564,"Norton, Virginia",0.0
1565,"Nottoway, Virginia",0.0
1566,"Nowata, Oklahoma",0.0
1567,"Nuckolls, Nebraska",0.0
1568,"Nueces, Texas",0.0
1569,"Nye, Nevada",0.0
