,county,chlordane
1566,"Norton, Kansas",0.0
1567,"Nottoway, Virginia",0.0
1568,"Nuckolls, Nebraska",0.0
1569,"Nueces, Texas",0.0
1570,"Nye, Nevada",0.0
1571,"Ochiltree, Texas",0.0
1572,"Oconee, South Carolina",0.0
1573,"Oconto, Wisconsin",0.0
1574,"Ogle, Illinois",0.0
1575,"Ohio, Indiana",0.0
1576,"Ohio, Kentucky",0.0
1577,"Ohio, West Virginia",0.0
1578,"Okaloosa county, Florida",0.0
1579,"Okaloosa, Florida",0.0
1580,"Okanogan, Washington",0.0
1581,"Okeechobee, Florida",0.0
1582,"Oklahoma, Oklahoma",0.0
1583,"Oldham, Kentucky",0.0
1584,"Oldham, Texas",0.0
1585,"Olmsted, Minnesota",0.0
1586,"Oneida, Idaho",0.0
1587,"Oneida, New York",0.0
1588,"Oneida, Wisconsin",0.0
1589,"Onondaga, New York",0.0
1590,"Onslow, North Carolina",0.0
1591,"Ontario, New York",0.0
1592,"Orange, California",0.0
1593,"Orange, Florida",0.0
1594,"Orange, New York",0.0
1595,"Orange, North Carolina",0.0
1596,"Orange, Texas",0.0
1597,"Orange, Vermont",0.0
1598,"Orange, Virginia",0.0
1599,"Orangeburg, South Carolina",0.0
1600,"Oregon, Missouri",0.0
1601,"Orleans, Louisiana",0.0
1602,"Orleans, New York",0.0
1603,"Orleans, Vermont",0.0
1604,"Osage, Kansas",0.0
1605,"Osage, Missouri",0.0
1606,"Osage, Oklahoma",0.0
1607,"Osceola, Florida",0.0
1608,"Oswego, New York",0.0
1609,"Otero county, New Mexico",0.0
1610,"Otero, New Mexico",0.0
1611,"Otoe, Nebraska",0.0
1612,"Otsego, New York",0.0
1613,"Otter tail, Minnesota",0.0
1614,"Ouachita, Arkansas",0.0
1615,"Ouachita, Louisiana",0.0
1616,"Outagamie, Wisconsin",0.0
1617,"Owen, Indiana",0.0
1618,"Owen, Kentucky",0.0
1619,"Owsley, Kentucky",0.0
1620,"Owyhee, Idaho",0.0
1621,"Oxford, Maine",0.0
1622,"Ozark, Missouri",0.0
1623,"Ozaukee, Wisconsin",0.0
1624,"Pacific, Washington",0.0
1625,"Page, Virginia",0.0
1626,"Palm beach, Florida",0.0
1627,"Palo pinto, Texas",0.0
1628,"Pamlico, North Carolina",0.0
1629,"Panola, Texas",0.0
1630,"Park, Montana",0.0
1631,"Park, Wyoming",0.0
1632,"Parke, Indiana",0.0
1633,"Parker, Texas",0.0
1634,"Parmer, Texas",0.0
1635,"Pasco county, Florida",0.0
1636,"Pasco, Florida",0.0028599348534201954
1637,"Pasquotank, North Carolina",0.0
1638,"Patrick, Virginia",0.0
1639,"Pawnee, Nebraska",0.0
1640,"Payette, Idaho",0.0
1641,"Payne, Oklahoma",0.0
1642,"Pecos, Texas",0.0
1643,"Pembina, North Dakota",0.0
1644,"Pemiscot, Missouri",0.0
1645,"Pend oreille, Washington",0.0
1646,"Pender, North Carolina",0.0
1647,"Pendleton, Kentucky",0.0
1648,"Pendleton, West Virginia",0.0
1649,"Pennington, Minnesota",0.0
1650,"Pennington, South Dakota",0.0
1651,"Penobscot, Maine",0.0
1652,"Peoria, Illinois",0.0
1653,"Pepin, Wisconsin",0.0
1654,"Perkins, Nebraska",0.0
1655,"Perquimans, North Carolina",0.0
1656,"Perry county, Pennsylvania",0.0
1657,"Perry, Alabama",0.0
1658,"Perry, Arkansas",0.0
1659,"Perry, Illinois",0.0
1660,"Perry, Indiana",0.0
1661,"Perry, Kentucky",0.0
1662,"Perry, Missouri",0.0
1663,"Perry, Pennsylvania",0.0
1664,"Pershing, Nevada",0.0
1665,"Person, North Carolina",0.0
1666,"Petroleum, Montana",0.0
1667,"Pettis, Missouri",0.0
1668,"Phelps, Missouri",0.0
1669,"Phelps, Nebraska",0.0
1670,"Philadelphia, Pennsylvania",0.0
1671,"Phillips, Arkansas",0.0
1672,"Phillips, Kansas",0.0
1673,"Phillips, Montana",0.0
1674,"Piatt, Illinois",0.0
1675,"Pickens, Alabama",0.0
1676,"Pickens, South Carolina",0.0
1677,"Pierce county, Washington",0.0
1678,"Pierce, Nebraska",0.0
1679,"Pierce, North Dakota",0.0
1680,"Pierce, Washington",0.0
1681,"Pierce, Wisconsin",0.0
1682,"Pike, Alabama",0.0
1683,"Pike, Arkansas",0.0
1684,"Pike, Illinois",0.0
1685,"Pike, Indiana",0.0
1686,"Pike, Kentucky",0.0
1687,"Pike, Missouri",0.0
1688,"Pike, Ohio",0.0
1689,"Pike, Pennsylvania",0.0
1690,"Pima, Arizona",0.0
1691,"Pinal, Arizona",0.0
1692,"Pine, Minnesota",0.0
1693,"Pinellas, Florida",0.0
1694,"Pipestone, Minnesota",0.0
1695,"Piscataquis, Maine",0.0
1696,"Pitt, North Carolina",0.0
1697,"Pittsburg, Oklahoma",0.0
1698,"Pittsylvania, Virginia",0.0
1699,"Piute, Utah",0.0
1700,"Placer, California",0.0
1701,"Plaquemines, Louisiana",0.0
1702,"Platte, Missouri",0.0
1703,"Platte, Nebraska",0.0
1704,"Platte, Wyoming",0.0
1705,"Pleasants, West Virginia",0.0
1706,"Plymouth, Massachusetts",0.0
1707,"Pocahontas, West Virginia",0.0
1708,"Poinsett, Arkansas",0.0
1709,"Pointe coupee parish, Louisiana",0.0
1710,"Pointe coupee, Louisiana",0.0
1711,"Polk, Arkansas",0.0
1712,"Polk, Florida",0.0012630208333333332
1713,"Polk, Minnesota",0.0
1714,"Polk, Missouri",0.0
1715,"Polk, Nebraska",0.0
1716,"Polk, North Carolina",0.0
1717,"Polk, Oregon",0.0
1718,"Polk, Texas",0.0
1719,"Polk, Wisconsin",0.0
1720,"Pondera, Montana",0.0
1721,"Pontotoc, Oklahoma",0.0
1722,"Pope, Arkansas",0.0
1723,"Pope, Illinois",0.0
1724,"Pope, Minnesota",0.0
1725,"Portage county, Wisconsin",0.0
1726,"Portage, Wisconsin",0.0
1727,"Porter, Indiana",0.0
1728,"Portsmouth, Virginia",0.0
1729,"Posey, Indiana",0.0
1730,"Potter, Pennsylvania",0.0
1731,"Potter, Texas",0.0
1732,"Powder river, Montana",0.0
1733,"Powell, Kentucky",0.0
1734,"Powell, Montana",0.0
1735,"Power, Idaho",0.0
1736,"Prairie, Arkansas",0.0
1737,"Prairie, Montana",0.0
1738,"Presidio, Texas",0.0
1739,"Preston, West Virginia",0.0
1740,"Price, Wisconsin",0.0
1741,"Prince george's, Maryland",0.0
1742,"Prince george, Virginia",0.0
1743,"Prince georges, Maryland",0.0
1744,"Prince william, Virginia",0.0
1745,"Providence, Rhode Island",0.016923076923076926
1746,"Pulaski, Arkansas",0.0
1747,"Pulaski, Illinois",0.0
1748,"Pulaski, Indiana",0.0
1749,"Pulaski, Kentucky",0.0
1750,"Pulaski, Missouri",0.0
1751,"Pulaski, Virginia",0.0
1752,"Putnam county, Indiana",0.0
1753,"Putnam, Florida",0.00011764705882352942
1754,"Putnam, Illinois",0.0
1755,"Putnam, Indiana",0.0
1756,"Putnam, Missouri",0.0
1757,"Putnam, New York",0.005847953216374269
1758,"Putnam, Tennessee",0.0
1759,"Putnam, West Virginia",0.0
1760,"Quay, New Mexico",0.0
1761,"Queen anne's, Maryland",0.0
1762,"Racine, Wisconsin",0.0
1763,"Radford, Virginia",0.0
1764,"Rains, Texas",0.0
1765,"Raleigh, West Virginia",0.0
1766,"Ramsey, Minnesota",0.0
1767,"Ramsey, North Dakota",0.0
1768,"Randall, Texas",0.0
1769,"Randolph, Alabama",0.0
1770,"Randolph, Arkansas",0.0
1771,"Randolph, Illinois",0.0
1772,"Randolph, Indiana",0.0
1773,"Randolph, Missouri",0.0
1774,"Randolph, North Carolina",0.0
1775,"Randolph, West Virginia",0.0
1776,"Ransom, North Dakota",0.0
1777,"Rapides, Louisiana",0.0
1778,"Ravalli, Montana",0.0
1779,"Ray, Missouri",0.0
1780,"Real, Texas",0.0
1781,"Red lake, Minnesota",0.0
1782,"Red river, Louisiana",0.0
1783,"Red river, Texas",0.0
1784,"Red willow, Nebraska",0.0
1785,"Redwood, Minnesota",0.0
1786,"Reeves, Texas",0.0
1787,"Refugio, Texas",0.0
1788,"Rensselaer, New York",0.0
1789,"Renville, Minnesota",0.0
1790,"Reynolds, Missouri",0.0
1791,"Rice, Minnesota",0.0
1792,"Rich, Utah",0.0
1793,"Richardson, Nebraska",0.0
1794,"Richland, Illinois",0.0
1795,"Richland, Louisiana",0.0
1796,"Richland, Montana",0.0
1797,"Richland, North Dakota",0.0
1798,"Richland, Ohio",0.0
1799,"Richland, South Carolina",0.0
1800,"Richland, Wisconsin",0.0
1801,"Richmond, North Carolina",0.0
1802,"Richmond, Virginia",0.0
1803,"Riley, Kansas",0.0
1804,"Rio arriba, New Mexico",0.0
1805,"Ripley, Indiana",0.0
1806,"Ripley, Missouri",0.0
1807,"Ritchie, West Virginia",0.0
1808,"Riverside, California",0.0
1809,"Roane, West Virginia",0.0
1810,"Roanoke, Virginia",0.0
1811,"Roberts, South Dakota",0.0
1812,"Roberts, Texas",0.0
1813,"Robertson, Texas",0.0
1814,"Robeson, North Carolina",0.0
1815,"Rock island, Illinois",0.0
1816,"Rock, Minnesota",0.0
1817,"Rock, Nebraska",0.0
1818,"Rock, Wisconsin",0.0
1819,"Rockbridge, Virginia",0.0
1820,"Rockcastle, Kentucky",0.0
1821,"Rockingham, New Hampshire",0.00556768558951965
1822,"Rockingham, North Carolina",0.0
1823,"Rockingham, Virginia",0.0
1824,"Rockland, New York",0.0015315315315315317
1825,"Rolette, North Dakota",0.0
1826,"Roosevelt, Montana",0.0
1827,"Roosevelt, New Mexico",0.0
1828,"Roseau, Minnesota",0.0
1829,"Rosebud, Montana",0.0
1830,"Rowan county, North Carolina",0.0
1831,"Rowan, Kentucky",0.0
1832,"Rowan, North Carolina",0.012916666666666668
1833,"Runnels, Texas",0.0
1834,"Rush, Indiana",0.0
1835,"Rusk, Texas",0.0
1836,"Rusk, Wisconsin",0.0
1837,"Russell, Alabama",0.0
1838,"Russell, Kansas",0.0
1839,"Russell, Kentucky",0.0
1840,"Russell, Virginia",0.0
1841,"Rutherford, North Carolina",0.0
1842,"Rutland, Vermont",0.0
1843,"Sabine, Louisiana",0.0
1844,"Sabine, Texas",0.0
1845,"Sacramento county, California",0.0
1846,"Sacramento, California",0.0
1847,"Sagadahoc, Maine",0.0
1848,"Saint bernard, Louisiana",0.0
1849,"Saint charles, Missouri",0.0
1850,"Saint francois, Missouri",0.0
1851,"Saint james, Louisiana",0.0
1852,"Saint landry, Louisiana",0.0
1853,"Saint lawrence, New York",0.0
1854,"Saint louis, Minnesota",0.0
1855,"Saint louis, Missouri",0.0
1856,"Saint marys, Maryland",0.0
1857,"Saint tammany, Louisiana",0.0
1858,"Salem, Virginia",0.0
1859,"Saline county, Arkansas",0.0
1860,"Saline, Arkansas",0.0
1861,"Saline, Illinois",0.0
1862,"Saline, Kansas",0.0
1863,"Saline, Missouri",0.0
1864,"Saline, Nebraska",0.0
1865,"Salt lake, Utah",0.0
1866,"Saluda, South Carolina",0.0
1867,"Sampson, North Carolina",0.0
1868,"San augustine, Texas",0.0
1869,"San benito, California",0.0
1870,"San bernardino county, California",0.0
1871,"San bernardino, California",0.0
1872,"San diego county, California",0.0
1873,"San diego, California",0.0
1874,"San francisco, California",0.0
1875,"San jacinto, Texas",0.0
1876,"San joaquin, California",0.0
1877,"San juan, New Mexico",0.0
1878,"San juan, Utah",0.0
1879,"San juan, Washington",0.0
1880,"San luis obispo, California",0.0
1881,"San mateo, California",0.0
1882,"San miguel, New Mexico",0.0
1883,"San patricio, Texas",0.0
1884,"San saba, Texas",0.0
1885,"Sanborn, South Dakota",0.0
1886,"Sanders, Montana",0.0
1887,"Sandoval, New Mexico",0.0
1888,"Sangamon, Illinois",0.0
1889,"Sanpete, Utah",0.0
1890,"Santa barbara, California",0.0
1891,"Santa clara, California",0.0
1892,"Santa cruz, Arizona",0.0
1893,"Santa cruz, California",0.0
1894,"Santa fe, New Mexico",0.0
1895,"Santa rosa county, Florida",0.0
1896,"Santa rosa, Florida",0.00011363636363636364
1897,"Sarasota, Florida",0.0
1898,"Saratoga, New York",0.0
1899,"Sargent, North Dakota",0.0
1900,"Sarpy, Nebraska",0.0
1901,"Sauk, Wisconsin",0.0
1902,"Saunders, Nebraska",0.0
1903,"Sawyer, Wisconsin",0.0
1904,"Schenectady, New York",0.0
1905,"Schleicher, Texas",0.0
1906,"Schoharie, New York",0.0
1907,"Schuyler, Illinois",0.0
1908,"Schuyler, New York",0.0
1909,"Schuylkill, Pennsylvania",0.0
1910,"Scotland, Missouri",0.0
1911,"Scotland, North Carolina",0.0
1912,"Scott, Arkansas",0.0
1913,"Scott, Illinois",0.0
1914,"Scott, Indiana",0.0
1915,"Scott, Iowa",0.0
1916,"Scott, Kentucky",0.0
1917,"Scott, Minnesota",0.0
1918,"Scott, Missouri",0.0
1919,"Scott, Virginia",0.0
1920,"Scotts bluff, Nebraska",0.0
1921,"Scurry, Texas",0.0
1922,"Searcy, Arkansas",0.0
1923,"Sebastian, Arkansas",0.0
1924,"Sedgwick, Kansas",0.0
1925,"Seminole county, Florida",0.0
1926,"Seminole, Florida",0.0
1927,"Seneca, New York",0.0
1928,"Seneca, Ohio",0.0
1929,"Sevier, Arkansas",0.0
1930,"Sevier, Utah",0.0
1931,"Seward, Nebraska",0.0
1932,"Shackelford, Texas",0.0
1933,"Shannon, Missouri",0.0
1934,"Shannon, South Dakota",0.0
1935,"Sharp county, Arkansas",0.0
1936,"Sharp, Arkansas",0.0
1937,"Shasta, California",0.0
1938,"Shawano, Wisconsin",0.0
1939,"Shawnee, Kansas",0.0
1940,"Sheboygan, Wisconsin",0.0
1941,"Shelby, Alabama",0.0
1942,"Shelby, Illinois",0.0
1943,"Shelby, Indiana",0.0
1944,"Shelby, Kentucky",0.0
1945,"Shelby, Missouri",0.0
1946,"Shelby, Ohio",0.0
1947,"Shelby, Tennessee",0.0
1948,"Shelby, Texas",0.0
1949,"Shenandoah, Virginia",0.0
1950,"Sherburne, Minnesota",0.0
1951,"Sheridan, Montana",0.0
1952,"Sheridan, Nebraska",0.0
1953,"Sheridan, North Dakota",0.0
1954,"Sheridan, Wyoming",0.0
1955,"Sherman, Nebraska",0.0
1956,"Sherman, Oregon",0.0
1957,"Sherman, Texas",0.0
1958,"Shoshone, Idaho",0.0
1959,"Sibley, Minnesota",0.0
1960,"Sierra, New Mexico",0.0
1961,"Silver bow, Montana",0.0
1962,"Silverbow, Montana",0.0
1963,"Simpson, Kentucky",0.0
1964,"Sioux, Nebraska",0.0
1965,"Sioux, North Dakota",0.0
1966,"Skagit, Washington",0.0
1967,"Skamania, Washington",0.0
1968,"Slope, North Dakota",0.0
1969,"Smith, Texas",0.0
1970,"Smyth, Virginia",0.0
1971,"Snohomish, Washington",0.0
1972,"Snyder county, Pennsylvania",0.0
1973,"Snyder, Pennsylvania",0.0
1974,"Socorro, New Mexico",0.0
1975,"Solano, California",0.0
1976,"Somerset county, Pennsylvania",0.0
1977,"Somerset, Maine",0.0
1978,"Somerset, Maryland",0.0
1979,"Somerset, Pennsylvania",0.0
1980,"Somervell, Texas",0.0
1981,"Sonoma, California",0.0
1982,"Southampton, Virginia",0.0
1983,"Southeast fairbanks, Alaska",0.0
1984,"Spartanburg, South Carolina",0.0
1985,"Spencer, Indiana",0.0
1986,"Spink county, South Dakota",0.0
1987,"Spokane, Washington",0.0
1988,"Spotsylvania, Virginia",0.0
1989,"St clair, Alabama",0.0
1990,"St helena, Louisiana",0.0
1991,"St joseph, Indiana",0.0
1992,"St landry, Louisiana",0.0
1993,"St lawrence, New York",0.0
1994,"St louis, Missouri",0.0
1995,"St mary's, Maryland",0.0
1996,"St tammany, Louisiana",0.0
1997,"St. bernard, Louisiana",0.0
1998,"St. charles, Louisiana",0.0
1999,"St. charles, Missouri",0.0
2000,"St. clair county, Missouri",0.0
2001,"St. clair, Alabama",0.0
2002,"St. clair, Illinois",0.0
2003,"St. clair, Missouri",0.0
2004,"St. croix, Wisconsin",0.0
2005,"St. francis, Arkansas",0.0
2006,"St. francois, Missouri",0.0
2007,"St. helena, Louisiana",0.0
2008,"St. james, Louisiana",0.0
2009,"St. john the baptist parish, Louisiana",0.0
2010,"St. john the baptist, Louisiana",0.0
2011,"St. johns, Florida",0.0
2012,"St. joseph county, Indiana",0.0
2013,"St. joseph, Indiana",0.0
2014,"St. landry, Louisiana",0.0
2015,"St. lawrence, New York",0.0
2016,"St. louis city, Missouri",0.0
2017,"St. louis, Minnesota",0.0
2018,"St. louis, Missouri",0.0
2019,"St. lucie, Florida",0.0
2020,"St. martin, Louisiana",0.0
2021,"St. mary parish, Louisiana",0.0
2022,"St. mary's county, Maryland",0.0
2023,"St. mary's, Maryland",0.0
2024,"St. mary, Louisiana",0.0
2025,"St. tammany parish, Louisiana",0.0
2026,"St. tammany, Louisiana",0.0
2027,"Stafford, Virginia",0.0
2028,"Stanislaus, California",0.0
2029,"Stanly, North Carolina",0.0
2030,"Stanton, Nebraska",0.0
2031,"Stark, Illinois",0.0
2032,"Stark, North Dakota",0.0
2033,"Starke, Indiana",0.0
2034,"Starr, Texas",0.0
2035,"Staunton, Virginia",0.0
2036,"Ste. genevieve, Missouri",0.0
2037,"Stearns, Minnesota",0.0
2038,"Steele, Minnesota",0.0
2039,"Stephens, Texas",0.0
2040,"Stephenson, Illinois",0.0
2041,"Sterling, Texas",0.0
2042,"Steuben, Indiana",0.0
2043,"Steuben, New York",0.0
2044,"Stevens, Minnesota",0.0
2045,"Stevens, Washington",0.0
2046,"Stillwater, Montana",0.0
2047,"Stoddard, Missouri",0.0
2048,"Stokes, North Carolina",0.0
2049,"Stone, Arkansas",0.0
2050,"Stone, Missouri",0.0
2051,"Stonewall, Texas",0.0
2052,"Storey, Nevada",0.0
2053,"Strafford, New Hampshire",0.0
2054,"Stutsman, North Dakota",0.0
2055,"Sublette, Wyoming",0.0
2056,"Suffolk city, Virginia",0.0
2057,"Suffolk, Massachusetts",0.0
2058,"Suffolk, Virginia",0.0
2059,"Sullivan, Indiana",0.0
2060,"Sullivan, Missouri",0.0
2061,"Sullivan, New Hampshire",0.0
2062,"Sullivan, New York",0.0
2063,"Sullivan, Pennsylvania",0.0
2064,"Summers, West Virginia",0.0
2065,"Summit, Utah",0.0
2066,"Sumner, Kansas",0.0
2067,"Sumter, Alabama",0.0
2068,"Sumter, Florida",0.0
2069,"Sumter, South Carolina",0.0
2070,"Surry, North Carolina",0.0
2071,"Surry, Virginia",0.0
2072,"Susquehanna, Pennsylvania",0.0
2073,"Sutter, California",0.0
2074,"Sutton, Texas",0.0
2075,"Suwannee, Florida",0.0
2076,"Swain, North Carolina",0.0
2077,"Sweet grass, Montana",0.0
2078,"Sweetwater county, Wyoming",0.0
2079,"Sweetwater, Wyoming",0.0
2080,"Swift county, Minnesota",0.0
2081,"Swift, Minnesota",0.0
2082,"Swisher, Texas",0.0
2083,"Switzerland, Indiana",0.0
2084,"Talbot, Maryland",0.0
2085,"Talladega, Alabama",0.0
2086,"Tallapoosa, Alabama",0.0
2087,"Taney, Missouri",0.0
2088,"Tangipahoa parish, Louisiana",0.0
2089,"Tangipahoa, Louisiana",0.0
2090,"Taos, New Mexico",0.0
2091,"Tarrant, Texas",0.0
2092,"Taylor, Florida",0.0
2093,"Taylor, Kentucky",0.0
2094,"Taylor, Texas",0.0
2095,"Taylor, West Virginia",0.0
2096,"Taylor, Wisconsin",0.0
2097,"Tazewell, Illinois",0.0
2098,"Tazewell, Virginia",0.0
2099,"Tensas, Louisiana",0.0
2100,"Terrebonne, Louisiana",0.0
2101,"Terrell, Texas",0.0
2102,"Terry, Texas",0.0
2103,"Teton, Idaho",0.0
2104,"Teton, Montana",0.0
2105,"Teton, Wyoming",0.0
2106,"Texas, Missouri",0.0
2107,"Texas, Oklahoma",0.0
2108,"Thayer, Nebraska",0.0
2109,"Thomas, Nebraska",0.0
2110,"Throckmorton, Texas",0.0
2111,"Thurston, Nebraska",0.0
2112,"Thurston, Washington",0.0
2113,"Tillamook county, Oregon",0.0
2114,"Tillamook, Oregon",0.0
2115,"Tioga county, Pennsylvania",0.0
2116,"Tioga, New York",0.0
2117,"Tioga, Pennsylvania",0.0
2118,"Tippecanoe, Indiana",0.0
2119,"Tipton, Indiana",0.0
2120,"Titus, Texas",0.0
2121,"Todd, Kentucky",0.0
2122,"Todd, Minnesota",0.0
2123,"Todd, South Dakota",0.0
2124,"Tolland, Connecticut",0.010175054704595187
2125,"Tom green, Texas",0.0
2126,"Tompkins, New York",0.0
2127,"Tooele, Utah",0.0
2128,"Toole, Montana",0.0
2129,"Torrance, New Mexico",0.0
2130,"Towner, North Dakota",0.0
2131,"Traill, North Dakota",0.0
2132,"Transylvania, North Carolina",0.0
2133,"Traverse, Minnesota",0.0
2134,"Travis, Texas",0.0
2135,"Treasure, Montana",0.0
2136,"Trempealeau, Wisconsin",0.0
2137,"Trigg, Kentucky",0.0
2138,"Trimble, Kentucky",0.0
2139,"Trinity, Texas",0.0
2140,"Tripp, South Dakota",0.0
2141,"Tucker, West Virginia",0.0
2142,"Tulare, California",0.0
2143,"Turner, South Dakota",0.0
2144,"Tuscaloosa, Alabama",0.0
2145,"Twin falls, Idaho",0.0
2146,"Tyler, Texas",0.0
2147,"Tyler, West Virginia",0.0
2148,"Tyrrell, North Carolina",0.0
2149,"Uinta, Wyoming",0.0
2150,"Uintah, Utah",0.0
2151,"Ulster, New York",0.0
2152,"Umatilla, Oregon",0.0
2153,"Union parish, Louisiana",0.0
2154,"Union, Arkansas",0.0
2155,"Union, Florida",0.0
2156,"Union, Illinois",0.0
2157,"Union, Indiana",0.0
2158,"Union, Kentucky",0.0
2159,"Union, Louisiana",0.0
2160,"Union, New Mexico",0.0
2161,"Union, North Carolina",0.0
2162,"Union, Oregon",0.0
2163,"Union, Pennsylvania",0.0
2164,"Union, South Carolina",0.0
2165,"Union, South Dakota",0.0
2166,"Unknown, South Carolina",0.0
2167,"Upshur, Texas",0.0
2168,"Upshur, West Virginia",0.0
2169,"Upton, Texas",0.0
2170,"Utah, Utah",0.0
2171,"Uvalde, Texas",0.0
2172,"Val verde, Texas",0.0
2173,"Valencia, New Mexico",0.0
2174,"Valley, Idaho",0.0
2175,"Valley, Montana",0.0
2176,"Valley, Nebraska",0.0
2177,"Van buren, Arkansas",0.0
2178,"Van wert, Ohio",0.0
2179,"Van zandt, Texas",0.0
2180,"Vance, North Carolina",0.0
2181,"Vanderburgh, Indiana",0.0
2182,"Venango county, Pennsylvania",0.0
2183,"Venango, Pennsylvania",0.0
2184,"Ventura, California",0.0
2185,"Vermilion, Illinois",0.0
2186,"Vermilion, Louisiana",0.0
2187,"Vermillion county, Indiana",0.0
2188,"Vermillion, Indiana",0.0
2189,"Vernon, Louisiana",0.0
2190,"Vernon, Missouri",0.0
2191,"Vernon, Wisconsin",0.0
2192,"Victoria, Texas",0.0
2193,"Vigo, Indiana",0.0
2194,"Vilas, Wisconsin",0.0
2195,"Volusia, Florida",0.0
2196,"Wabash, Illinois",0.0
2197,"Wabash, Indiana",0.0
2198,"Wabasha, Minnesota",0.0
2199,"Wabaunsee, Kansas",0.0
2200,"Wadena, Minnesota",0.0
2201,"Wahkiakum, Washington",0.0
2202,"Wake, North Carolina",0.011097707423580789
2203,"Wakulla, Florida",0.0
2204,"Waldo, Maine",0.0
2205,"Walker, Alabama",0.0
2206,"Walker, Texas",0.0
2207,"Walla walla, Washington",0.0
2208,"Waller, Texas",0.0
2209,"Wallowa, Oregon",0.0
2210,"Walsh, North Dakota",0.0
2211,"Walton, Florida",0.0
2212,"Walworth, South Dakota",0.0
2213,"Walworth, Wisconsin",0.0
2214,"Ward, North Dakota",0.0
2215,"Ward, Texas",0.0
2216,"Warren county, Pennsylvania",0.0
2217,"Warren, Illinois",0.0
2218,"Warren, Indiana",0.0
2219,"Warren, Kentucky",0.0
2220,"Warren, Missouri",0.0
2221,"Warren, New York",0.0
2222,"Warren, North Carolina",0.0
2223,"Warren, Pennsylvania",0.0
2224,"Warren, Virginia",0.0
2225,"Warrick, Indiana",0.0
2226,"Wasatch, Utah",0.0
2227,"Wasco, Oregon",0.0
2228,"Waseca, Minnesota",0.0
2229,"Washakie, Wyoming",0.0
2230,"Washburn, Wisconsin",0.0
2231,"Washington parish, Louisiana",0.0
2232,"Washington, Alabama",0.0
2233,"Washington, Arkansas",0.0
2234,"Washington, Florida",0.0
2235,"Washington, Idaho",0.0
2236,"Washington, Illinois",0.0
2237,"Washington, Indiana",0.0
2238,"Washington, Kentucky",0.0
2239,"Washington, Louisiana",0.0
2240,"Washington, Maine",0.0
2241,"Washington, Maryland",0.0
2242,"Washington, Minnesota",0.0
2243,"Washington, Missouri",0.0
2244,"Washington, Nebraska",0.0
2245,"Washington, New York",0.0
2246,"Washington, North Carolina",0.0
2247,"Washington, Oklahoma",0.0
2248,"Washington, Oregon",0.0
2249,"Washington, Pennsylvania",0.0
2250,"Washington, Rhode Island",0.002210884353741497
2251,"Washington, Texas",0.0
2252,"Washington, Utah",0.0
2253,"Washington, Vermont",0.0
2254,"Washington, Virginia",0.0
2255,"Washington, Wisconsin",0.0
2256,"Washita, Oklahoma",0.0
2257,"Washoe, Nevada",0.0
2258,"Watauga, North Carolina",0.01864804469273743
2259,"Watonwan, Minnesota",0.0
2260,"Waukesha, Wisconsin",0.0
2261,"Waupaca, Wisconsin",0.0
2262,"Waushara, Wisconsin",0.0
2263,"Wayne, Illinois",0.0
2264,"Wayne, Indiana",0.0
2265,"Wayne, Kentucky",0.0
2266,"Wayne, Missouri",0.0
2267,"Wayne, Nebraska",0.0
2268,"Wayne, New York",0.0
2269,"Wayne, North Carolina",0.0
2270,"Wayne, Pennsylvania",0.0
2271,"Wayne, Utah",0.0
2272,"Wayne, West Virginia",0.0
2273,"Waynesboro city, Virginia",0.0
2274,"Webb county, Texas",0.0
2275,"Webb, Texas",0.0
2276,"Weber, Utah",0.0
2277,"Webster, Kentucky",0.0
2278,"Webster, Louisiana",0.0
2279,"Webster, Missouri",0.0
2280,"Webster, Nebraska",0.0
2281,"Webster, West Virginia",0.0
2282,"Wells, Indiana",0.0
2283,"Wells, North Dakota",0.0
2284,"West baton rouge, Louisiana",0.0
2285,"West carroll parish, Louisiana",0.0
2286,"West carroll, Louisiana",0.0
2287,"West feliciana, Louisiana",0.0
2288,"Westchester, New York",0.0
2289,"Westmoreland, Pennsylvania",0.0
2290,"Westmoreland, Virginia",0.0
2291,"Weston, Wyoming",0.0
2292,"Wetzel, West Virginia",0.0
2293,"Wharton, Texas",0.0
2294,"Whatcom, Washington",0.0
2295,"Wheatland, Montana",0.0
2296,"Wheeler, Nebraska",0.0
2297,"Wheeler, Oregon",0.0
2298,"Wheeler, Texas",0.0
2299,"White pine, Nevada",0.0
2300,"White, Arkansas",0.0
2301,"White, Illinois",0.0
2302,"White, Indiana",0.0
2303,"Whiteside, Illinois",0.0
2304,"Whitley, Indiana",0.0
2305,"Whitley, Kentucky",0.0
2306,"Whitman, Washington",0.0
2307,"Wibaux, Montana",0.0
2308,"Wichita, Texas",0.0
2309,"Wicomico, Maryland",0.0
2310,"Wilbarger, Texas",0.0
2311,"Wilcox, Alabama",0.0
2312,"Wilkes, North Carolina",0.0
2313,"Will, Illinois",0.0
2314,"Willacy county, Texas",0.0
2315,"Willacy, Texas",0.0
2316,"Williams, North Dakota",0.0
2317,"Williamsburg, South Carolina",0.0
2318,"Williamson, Illinois",0.0
2319,"Williamson, Texas",0.0
2320,"Wilson, Kansas",0.0
2321,"Wilson, North Carolina",0.0
2322,"Wilson, Texas",0.0
2323,"Winchester, Virginia",0.0
2324,"Windham, Connecticut",0.0
2325,"Windham, Vermont",0.0
